Order,Welcome__Mouse.x,Welcome__Mouse.y,Welcome__Mouse.leftButton,Welcome__Mouse.midButton,Welcome__Mouse.rightButton,Welcome__Mouse.time,Welcome__Mouse.clicked_name,GenIns__Mouse.x,GenIns__Mouse.y,GenIns__Mouse.leftButton,GenIns__Mouse.midButton,GenIns__Mouse.rightButton,GenIns__Mouse.time,GenIns__Mouse.clicked_name,date,expName,psychopyVersion,frameRate,B1__DoYouUnderstand,B1VCCD__Mouse.x,B1VCCD__Mouse.y,B1VCCD__Mouse.leftButton,B1VCCD__Mouse.midButton,B1VCCD__Mouse.rightButton,B1VCCD__Mouse.time,B1VCCD__Mouse.clicked_name,B1VCCD__Mouse2.x,B1VCCD__Mouse2.y,B1VCCD__Mouse2.leftButton,B1VCCD__Mouse2.midButton,B1VCCD__Mouse2.rightButton,B1VCCD__Mouse2.time,B1VCCD__Mouse2.clicked_name,VisualComplexity,VisCom__Mouse.x,VisCom__Mouse.y,VisCom__Mouse.leftButton,VisCom__Mouse.midButton,VisCom__Mouse.rightButton,VisCom__Mouse.time,VisCom__Mouse.clicked_name,ColourDiagnosticity,ColDia__Mouse.x,ColDia__Mouse.y,ColDia__Mouse.leftButton,ColDia__Mouse.midButton,ColDia__Mouse.rightButton,ColDia__Mouse.time,ColDia__Mouse.clicked_name
B,[0.6858370535714285],[0.4372172619047619],[1],[0],[0],[1.1359999179840088],"[""Welcome__Next""]",[0.6858370535714285],[0.4372172619047619],[1],[0],[0],[0.6490001678466797],"[""GenIns__Next""]",2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,Yes,[-0.04521205357142857],[-0.4436607142857143],[1],[0],[0],[1.005000114440918],"[""B1VCCD__Yes""]",[0.6841220238095238],[0.43646949404761903],[1],[0],[0],[1.9049999713897705],"[""B1VCCD__Begin""]",VisCom_4,[0.3500446428571429],[-0.14292038690476191],[1],[0],[0],[0.9029998779296875],"[""VisCom__4""]",ColDia_4,[0.3186346726190476],[-0.3256324404761905],[1],[0],[0],[0.9000000953674316],"[""ColDia__4""]"
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_5,[0.4721279761904762],[-0.15149181547619048],[1],[0],[0],[1.0329999923706055],"[""VisCom__5""]",,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_2,[0.06632068452380953],[-0.1631659226190476],[1],[0],[0],[0.5970001220703125],"[""VisCom__2""]",,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_2,[0.06632068452380953],[-0.16088169642857142],[1],[0],[0],[0.41700005531311035],"[""VisCom__2""]",,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_3,[0.15244047619047618],[-0.16434895833333332],[1],[0],[0],[0.6319999694824219],"[""VisCom__3""]",ColDia_1,[-0.14751488095238094],[-0.3410342261904762],[1],[0],[0],[0.48199987411499023],"[""ColDia__1""]"
,,,,,,,,,,,,,,,2019-09-27_12h43.06.244,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
