Order,Welcome__Mouse.x,Welcome__Mouse.y,Welcome__Mouse.leftButton,Welcome__Mouse.midButton,Welcome__Mouse.rightButton,Welcome__Mouse.time,Welcome__Mouse.clicked_name,GenIns__Mouse.x,GenIns__Mouse.y,GenIns__Mouse.leftButton,GenIns__Mouse.midButton,GenIns__Mouse.rightButton,GenIns__Mouse.time,GenIns__Mouse.clicked_name,date,expName,psychopyVersion,frameRate,B1__DoYouUnderstand,B1VCCD__Mouse.x,B1VCCD__Mouse.y,B1VCCD__Mouse.leftButton,B1VCCD__Mouse.midButton,B1VCCD__Mouse.rightButton,B1VCCD__Mouse.time,B1VCCD__Mouse.clicked_name,B1VCCD__Mouse2.x,B1VCCD__Mouse2.y,B1VCCD__Mouse2.leftButton,B1VCCD__Mouse2.midButton,B1VCCD__Mouse2.rightButton,B1VCCD__Mouse2.time,B1VCCD__Mouse2.clicked_name,VisualComplexity,VisCom__Mouse.x,VisCom__Mouse.y,VisCom__Mouse.leftButton,VisCom__Mouse.midButton,VisCom__Mouse.rightButton,VisCom__Mouse.time,VisCom__Mouse.clicked_name,ColourDiagnosticity,ColDia__Mouse.x,ColDia__Mouse.y,ColDia__Mouse.leftButton,ColDia__Mouse.midButton,ColDia__Mouse.rightButton,ColDia__Mouse.time,ColDia__Mouse.clicked_name
B,[0.6718266369047619],[0.41408854166666664],[1],[0],[0],[1.11899995803833],"[""Welcome__Next""]",[0.6824479166666667],[0.426953125],[1],[0],[0],[0.2480001449584961],"[""GenIns__Next""]",2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,Yes,[-0.0686421130952381],[-0.42794642857142856],[1],[0],[0],[1.178999900817871],"[""B1VCCD__Yes""]",[0.6772470238095238],[0.43837425595238094],[1],[0],[0],[2.0939998626708984],"[""B1VCCD__Begin""]",VisCom_1,[-0.1499702380952381],[-0.14318080357142857],[1],[0],[0],[1.9620001316070557],"[""VisCom__1""]",ColDia_1,[-0.10559895833333334],[-0.3403125],[1],[0],[0],[0.3320000171661377],"[""ColDia__1""]"
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_2,"[0.05867931547619048,0.047533482142857145]","[-0.1832440476190476,-0.15418154761904762]","[1,1]","[0,0]","[0,0]","[0.33100008964538574,0.5829999446868896]","[""VisCom__2""]",ColDia_2,[0.04860863095238095],[-0.33197916666666666],[1],[0],[0],[0.23099994659423828],"[""ColDia__2""]"
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_4,[0.337172619047619],[-0.16098214285714285],[1],[0],[0],[0.4650001525878906],"[""VisCom__4""]",,,,,,,,
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,VisCom_5,[0.4708407738095238],[-0.17140252976190476],[1],[0],[0],[0.565000057220459],"[""VisCom__5""]",ColDia_5,"[0.4357440476190476,0.45838541666666666]","[-0.3210453869047619,-0.33139136904761907]","[1,1]","[0,0]","[0,0]","[0.7170000076293945,0.9829998016357422]","[""ColDia__5""]"
,,,,,,,,,,,,,,,2019-09-27_12h52.34.761,Subjective Judgments for Photographic Stimuli --- 06,3.1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
