Welcome__Mouse.x,Welcome__Mouse.y,Welcome__Mouse.leftButton,Welcome__Mouse.midButton,Welcome__Mouse.rightButton,Welcome__Mouse.time,Welcome__Mouse.clicked_name,GenIns__Mouse.x,GenIns__Mouse.y,GenIns__Mouse.leftButton,GenIns__Mouse.midButton,GenIns__Mouse.rightButton,GenIns__Mouse.time,GenIns__Mouse.clicked_name,date,expName,psychopyVersion,OS,frameRate,CompleteB1__Mouse.x,CompleteB1__Mouse.y,CompleteB1__Mouse.leftButton,CompleteB1__Mouse.midButton,CompleteB1__Mouse.rightButton,CompleteB1__Mouse.time,CompleteB1__Mouse.clicked_name,B2__DoYouUnderstand,B2NamFam__Mouse.x,B2NamFam__Mouse.y,B2NamFam__Mouse.leftButton,B2NamFam__Mouse.midButton,B2NamFam__Mouse.rightButton,B2NamFam__Mouse.time,B2NamFam__Mouse.clicked_name,B2NamFam__Mouse2.x,B2NamFam__Mouse2.y,B2NamFam__Mouse2.leftButton,B2NamFam__Mouse2.midButton,B2NamFam__Mouse2.rightButton,B2NamFam__Mouse2.time,B2NamFam__Mouse2.clicked_name,Naming_RT,Naming_Response,images6,B2NamResp__Mouse.x,B2NamResp__Mouse.y,B2NamResp__Mouse.leftButton,B2NamResp__Mouse.midButton,B2NamResp__Mouse.rightButton,B2NamResp__Mouse.time,B2NamResp__Mouse.clicked_name,Familiarity,B2FamResp__Mouse.x,B2FamResp__Mouse.y,B2FamResp__Mouse.leftButton,B2FamResp__Mouse.midButton,B2FamResp__Mouse.rightButton,B2FamResp__Mouse.time,B2FamResp__Mouse.clicked_name
[0.709155505952381],[0.44029761904761905],[1],[0],[0],[1.8510000705718994],"[""Welcome__Next""]",[0.7044122023809524],[0.4344419642857143],[1],[0],[0],[2.615000009536743],"[""GenIns__Next""]",2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,[-0.004680059523809524],[0.2043452380952381],[1],[0],[0],[8.128000020980835],"[""CompleteB1__Next""]",Yes,[-0.06483258928571428],[-0.4198065476190476],[1],[0],[0],[5.8500001430511475],"[""B2NamFam__Yes""]",[0.6880022321428572],[0.4259114583333333],[1],[0],[0],[7.115999937057495],"[""B2NamFam__Begin""]",,,images/stimuli/photos/pitcher3-photo-grey.png,[0.6881101190476191],[-0.26398065476190474],[1],[0],[0],[1.7860000133514404],"[""B2NamResp__Next""]",Fam_1,"[-0.16046875,-0.12350074404761904]","[-0.3631956845238095,-0.33742559523809523]","[1,1]","[0,0]","[0,0]","[0.4660000801086426,0.8000001907348633]","[""B2Fam__1""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/onion3-photo-colour.png,[0.6510007440476191],[-0.2556808035714286],[1],[0],[0],[0.748999834060669],"[""B2NamResp__Next""]",Fam_2,[0.0629389880952381],[-0.32020089285714287],[1],[0],[0],[0.30100011825561523],"[""B2Fam__2""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/moon3-photo-colour.png,[0.6883965773809524],[-0.2533035714285714],[1],[0],[0],[0.8499999046325684],"[""B2NamResp__Next""]",Fam_3,[0.18248511904761905],[-0.33180059523809524],[1],[0],[0],[0.2330000400543213],"[""B2Fam__3""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/flower3-photo-grey.png,[0.7126190476190476],[-0.2806845238095238],[1],[0],[0],[0.7639999389648438],"[""B2NamResp__Next""]",Fam_4,"[0.27247767857142857,0.33861235119047617]","[-0.3187834821428571,-0.3180766369047619]","[1,1]","[0,0]","[0,0]","[0.2350001335144043,0.5]","[""B2Fam__4""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/boot3-photo-grey.png,[0.6899516369047619],[-0.2626078869047619],[1],[0],[0],[0.7209999561309814],"[""B2NamResp__Next""]",Fam_5,[0.4996875],[-0.3278422619047619],[1],[0],[0],[0.20099997520446777],"[""B2Fam__5""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/book3-photo-grey.png,[0.6609077380952381],[-0.2666145833333333],[1],[0],[0],[0.5320000648498535],"[""B2NamResp__Next""]",Fam_2,[0.05848958333333333],[-0.34672619047619047],[1],[0],[0],[0.2349998950958252],"[""B2Fam__2""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/bell3-photo-colour.png,[0.6757886904761905],[-0.2554724702380952],[1],[0],[0],[0.7809998989105225],"[""B2NamResp__Next""]",Fam_3,[0.18235119047619047],[-0.35307663690476193],[1],[0],[0],[0.28299999237060547],"[""B2Fam__3""]"
,,,,,,,,,,,,,,2019-09-27_14h48.27.823,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,images/stimuli/photos/guitar3-photo-grey.png,[0.6750419830607477],[-0.2528794903621495],[1],[0],[0],[7.734000205993652],"[""B2NamResp__Next""]",Fam_3,[0.16458272488317757],[-0.32783294392523366],[1],[0],[0],[1.0999999046325684],"[""B2Fam__3""]"
