Order,Welcome__Mouse.x,Welcome__Mouse.y,Welcome__Mouse.leftButton,Welcome__Mouse.midButton,Welcome__Mouse.rightButton,Welcome__Mouse.time,Welcome__Mouse.clicked_name,GenIns__Mouse.x,GenIns__Mouse.y,GenIns__Mouse.leftButton,GenIns__Mouse.midButton,GenIns__Mouse.rightButton,GenIns__Mouse.time,GenIns__Mouse.clicked_name,date,expName,psychopyVersion,OS,frameRate,Prolific_ID,Age,Gender,EnglishFirstLang,Ethnicity,EthnicityOther,UsingMac,RetinaScreen
C,[0.6910714285714286],[0.4317150297619048],[1],[0],[0],[1.183000087738037],"[""Welcome__Next""]",[0.6910714285714286],[0.4317150297619048],[1],[0],[0],[0.5159997940063477],"[""GenIns__Next""]",2019-10-01_09h15.14.507,Subjective Judgments for Photographic Stimuli --- 06,3.2.3,MacIntel,60,{{%PROLIFIC_PID%}},,,,,,Not sure - I don't know what type of computer I am using.,
