stim,url,study_list
sheep_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YPhFsIk5cB5XbD,C
shoe_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YX39ntmgmmmNNj,C
anchor_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bI7NEvrmMr1M9KJ,D
ball_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHiW0PqbwsDNiHb,D
banana_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cYErlmuzj3GXreJ,D
bear_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_06O8emaYBRVKJ4V,D
book_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5aHHqC2HoypR6Pb,D
broom_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2bnA3KoiFf3j2nj,D
button_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6PD6D6rnrbdujvn,D
cannon_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bCumj7HVLc4vd5P,D
chain_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4USxG85QtenB1Ax,D
cherry_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byKYDXGDDeQCdg1,D
drum_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eJTxNRtcmjLgffT,D
eagle_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5pCRL11gfhZ1RPf,D
finger_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0252Mhwjh8qzpZP,D
fish_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6hDlizFVnpfRVOZ,D
giraffe_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8i7TPE4y0a3dGip,D
grapes_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JSnUtSgd5XGC8t,D
kite_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3rqzKOWk4QVB7Yp,D
lamp_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5nfkMKRoGYZs3M9,D
lips_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2brFRdGtGqMdFDT,D
mouse_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86bJmxn5RNalIqh,D
peanut_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3Idxe5bZwIl4LMp,D
pliers_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9BMQqOBZPbsp1Ix,D
skirt_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_02M2qPzCsTav1Vb,D
snail_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2gi94b8alyLyMBf,D
spoon_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qcKFDCTCopgul7,D
stove_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8czzkOKDjeDhN65,D
swing_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1TFRRQchLkhZOF7,D
tiger_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ezJvjJ8QZO3nDzn,D
truck_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e564m20tGlF7sah,D
well_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79fYW48TWGWz49v,D
table_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b772CuJTnaRHv4V,A FILLER
vest_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bf5MFpx5bSBXyK1,A FILLER
onion_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3yh8vIfcyLW5V6R,A FILLER
violin_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1Bql3mbqHEyjmsZ,A FILLER
chisel_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3eEVJgaAP6c9FPL,B FILLER
raccoon_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b8GLxGjZKtstCQZ,B FILLER
stool_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elczQlhs0Xjxa2V,B FILLER
brush_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0Vz7iJ3wDbxZNKR,B FILLER
barrel_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9XowvLwPfK07ODz,C FILLER
turtle_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9ZUuxEbl25FosBf,C FILLER
frog_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dcDpwxYvigO7VbL,C FILLER
tomato_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0HZtoMxaNdYrHLf,C FILLER
pitcher_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9TzwK99tAiqra1T,D FILLER
snowman_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ai0mofzCxS7sEwR,D FILLER
snake_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1GP7W7mJMLp3BoF,D FILLER
toaster_picture,https://keelepsych.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ekuy4Ag468YlEqx,D FILLER
