Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Randomise questionnaire elements?,Question Key,Response
1,1617279024038,01/04/2021 12:10:24,1617279023461,1,01/04/2021 13:10:23,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1253x783,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617279113505,01/04/2021 12:11:53,1617279113456,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,rec_justification,I saw the same item.
3,1617279113630,01/04/2021 12:11:53,1617279113458,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,fam_justification,"The item was similar in my memory, not exact."
4,1617279113630,01/04/2021 12:11:53,1617279113458,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,guess_justification,I had no idea.
5,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1,a little better
6,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1-quantised,2
7,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2,the same
8,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2-quantised,3
9,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,attention_check,a lot better
10,1617279113630,01/04/2021 12:11:53,1617279113459,1,01/04/2021 13:11:53,47727,6,questionnaire-h32i,,11572279,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,attention_check-quantised,1
