Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Randomise questionnaire elements?,Question Key,Response
6,1619097085416,22/04/2021 13:11:25,1619093503646,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1-quantised,2
7,1619097085416,22/04/2021 13:11:25,1619093503648,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2,the same
8,1619097085416,22/04/2021 13:11:25,1619093503649,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2-quantised,3
9,1619097085416,22/04/2021 13:11:25,1619093503650,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,attention_check,a lot better
10,1619097085416,22/04/2021 13:11:25,1619093503651,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,attention_check-quantised,1
11,1619097085416,22/04/2021 13:11:25,1619093503652,1,22/04/2021 13:11:43,47727,10,questionnaire-h32i,,12106946,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,140503
1,1619108915258,22/04/2021 16:28:35,1619108914187,1,22/04/2021 17:28:34,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1536x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1619109026932,22/04/2021 16:30:26,1619109025729,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,rec_justification,"I clicked recollection when i specifically rememebered thinking of something when i saw the picture, a cue, "
3,1619109027074,22/04/2021 16:30:27,1619109025735,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,fam_justification,When i felt like id seen it before or something very similar to it
4,1619109027074,22/04/2021 16:30:27,1619109025738,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,guess_justification,no idea
5,1619109027074,22/04/2021 16:30:27,1619109025739,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1,a little worse
6,1619109027074,22/04/2021 16:30:27,1619109025740,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1-quantised,4
7,1619109027074,22/04/2021 16:30:27,1619109025741,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2,a lot worse
8,1619109027074,22/04/2021 16:30:27,1619109025742,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2-quantised,5
9,1619109027074,22/04/2021 16:30:27,1619109025742,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,attention_check,a lot better
10,1619109027074,22/04/2021 16:30:27,1619109025743,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,attention_check-quantised,1
11,1619109027074,22/04/2021 16:30:27,1619109025744,1,22/04/2021 17:30:25,47727,10,questionnaire-h32i,,12112593,14638,3657727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.72,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order1,,,,,orange.order1__finished,,,,,,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,111558
1,1619112634972,22/04/2021 17:30:34,1619112633058,1,22/04/2021 18:30:33,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1619112720518,22/04/2021 17:32:00,1619112718576,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,rec_justification,"When I remembered explicitly seeing the image, l remembered thinking something about the image"
3,1619112720612,22/04/2021 17:32:00,1619112718577,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,fam_justification,When I was vaguely sure I'd seen it
4,1619112720612,22/04/2021 17:32:00,1619112718577,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,guess_justification,When it felt like I'd seen it but also i could have just made that up
5,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,mem_skills_1,a lot worse
6,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,mem_skills_1-quantised,5
7,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,mem_skills_2,the same
8,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,mem_skills_2-quantised,3
9,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,attention_check,a lot worse
10,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,attention_check-quantised,5
11,1619112720612,22/04/2021 17:32:00,1619112718578,1,22/04/2021 18:31:58,47727,10,questionnaire-h32i,,12114265,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1519x722,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,END QUESTIONNAIRE,85520
1,1619139811726,23/04/2021 01:03:31,1619139811627,1,23/04/2021 02:03:31,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1619139962084,23/04/2021 01:06:02,1619139961912,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,rec_justification,i clicked 'recollection' when i was certain i had seen the image before. e.g. the spider
3,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,fam_justification,i clicked 'familiarity' when i thought i recognised the image. e.g. the spoon 
4,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,guess_justification,i didn't press 'guessing' at any stage 
5,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1,a little better
6,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,mem_skills_1-quantised,2
7,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2,a little better
8,1619139962162,23/04/2021 01:06:02,1619139961915,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,mem_skills_2-quantised,2
9,1619139962162,23/04/2021 01:06:02,1619139961916,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,attention_check,a lot better
10,1619139962162,23/04/2021 01:06:02,1619139961916,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,attention_check-quantised,1
11,1619139962162,23/04/2021 01:06:02,1619139961916,1,23/04/2021 02:06:01,47727,10,questionnaire-h32i,,12124773,14642,3660489,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x900,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green,Green,,,,green.order1,,,,,,,green.order1__finished,,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,150289
1,1619171817311,23/04/2021 09:56:57,1619171812551,1,23/04/2021 10:56:52,47727,10,questionnaire-h32i,,12130424,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x610,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,No,BEGIN QUESTIONNAIRE,
2,1619171980017,23/04/2021 09:59:40,1619171975365,1,23/04/2021 10:59:35,47727,10,questionnaire-h32i,,12130424,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1263x610,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,No,rec_justification,"I amentirely sure that I have previously seen this image, for example the belt"
3,1619171980158,23/04/2021 09:59:40,1619171975371,1,23/04/2021 10:59:35,47727,10,questionnaire-h32i,,12130424,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1263x610,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,No,fam_justification,"I recognise that item but cant be entirely sure it was thier, I can remeber an example"
4,1619171980158,23/04/2021 09:59:40,1619171975372,1,23/04/2021 10:59:35,47727,10,questionnaire-h32i,,12130424,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1263x610,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,No,guess_justification,"I think I have seen it, but it may be new, also cant remember an example"
