Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
306,1619031419417,21/04/2021 18:56:59,1619031419369,1,21/04/2021 19:56:59,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,51,107,1,OldNew,new,response_button_image,869,,,new.png,1,1,0,0,,,,,2,red.teal.test,peanut--drawing.png,new.png
307,1619031420058,21/04/2021 18:57:00,1619031420035,1,21/04/2021 19:57:00,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,51,107,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,peanut--drawing.png,new.png
308,1619031420966,21/04/2021 18:57:00,1619031420953,1,21/04/2021 19:57:00,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,109,108,1,OldNew,old,response_button_image,866,,,old.png,1,0,1,0,,,,,2,red.teal.test,barrel--photo-word.png,new.png
309,1619031421203,21/04/2021 18:57:01,1619031421196,1,21/04/2021 19:57:01,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,109,108,2,RFG,old,response_button_image,40,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,barrel--photo-word.png,new.png
310,1619031421935,21/04/2021 18:57:01,1619031421916,1,21/04/2021 19:57:01,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,109,108,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,barrel--photo-word.png,new.png
311,1619031422859,21/04/2021 18:57:02,1619031422839,1,21/04/2021 19:57:02,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,48,109,1,OldNew,new,response_button_image,851,,,new.png,1,1,0,0,,,,,2,red.teal.test,button--photo-word.png,new.png
312,1619031423528,21/04/2021 18:57:03,1619031423516,1,21/04/2021 19:57:03,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,48,109,3,Fixation,fixation,fixation,501,,,,,0,1,0,,,,,2,red.teal.test,button--photo-word.png,new.png
313,1619031426811,21/04/2021 18:57:06,1619031426776,1,21/04/2021 19:57:06,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,127,110,1,OldNew,old,response_button_image,3194,,,old.png,1,0,1,0,,,,,2,red.teal.test,monkey--drawing.png,new.png
314,1619031427234,21/04/2021 18:57:07,1619031427218,1,21/04/2021 19:57:07,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,127,110,2,RFG,new,response_button_image,226,,,guessing.png,1,0,1,0,,,,,2,red.teal.test,monkey--drawing.png,new.png
315,1619031427936,21/04/2021 18:57:07,1619031427913,1,21/04/2021 19:57:07,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,127,110,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,monkey--drawing.png,new.png
316,1619031428812,21/04/2021 18:57:08,1619031428788,1,21/04/2021 19:57:08,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,84,111,1,OldNew,old,response_button_image,806,,,old.png,1,0,1,0,,,,,2,red.teal.test,snake--drawing-word.png,new.png
317,1619031429468,21/04/2021 18:57:09,1619031429453,1,21/04/2021 19:57:09,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,84,111,2,RFG,old,response_button_image,439,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,snake--drawing-word.png,new.png
318,1619031430202,21/04/2021 18:57:10,1619031430111,1,21/04/2021 19:57:10,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,84,111,3,Fixation,fixation,fixation,499,,,,,0,1,0,,,,,2,red.teal.test,snake--drawing-word.png,new.png
319,1619031431171,21/04/2021 18:57:11,1619031431159,1,21/04/2021 19:57:11,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,142,112,1,OldNew,old,response_button_image,980,,,old.png,1,0,1,0,,,,,2,red.teal.test,nose--photo.png,new.png
320,1619031431440,21/04/2021 18:57:11,1619031431442,1,21/04/2021 19:57:11,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,142,112,2,RFG,old,response_button_image,30.999999999941792,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,nose--photo.png,new.png
321,1619031432097,21/04/2021 18:57:12,1619031432077,1,21/04/2021 19:57:12,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,142,112,3,Fixation,fixation,fixation,501,,,,,0,1,0,,,,,2,red.teal.test,nose--photo.png,new.png
322,1619031436104,21/04/2021 18:57:16,1619031436057,1,21/04/2021 19:57:16,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,102,113,1,OldNew,old,response_button_image,3915,,,old.png,1,0,1,0,,,,,2,red.teal.test,apple--photo-word.png,new.png
323,1619031436838,21/04/2021 18:57:16,1619031436793,1,21/04/2021 19:57:16,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,102,113,2,RFG,old,response_button_image,526,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,apple--photo-word.png,new.png
324,1619031437478,21/04/2021 18:57:17,1619031437457,1,21/04/2021 19:57:17,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,102,113,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,apple--photo-word.png,new.png
325,1619031440221,21/04/2021 18:57:20,1619031440205,1,21/04/2021 19:57:20,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,64,114,1,OldNew,new,response_button_image,2665,,,new.png,1,1,0,0,,,,,2,red.teal.test,bottle--drawing.png,new.png
326,1619031440862,21/04/2021 18:57:20,1619031440870,1,21/04/2021 19:57:20,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,64,114,3,Fixation,fixation,fixation,499,,,,,0,1,0,,,,,2,red.teal.test,bottle--drawing.png,new.png
327,1619031443866,21/04/2021 18:57:23,1619031443833,1,21/04/2021 19:57:23,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,20,115,1,OldNew,new,response_button_image,2908.999999999942,,,new.png,1,1,0,0,,,,,2,red.teal.test,pear--drawing-word.png,new.png
328,1619031444522,21/04/2021 18:57:24,1619031444502,1,21/04/2021 19:57:24,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,20,115,3,Fixation,fixation,fixation,499,,,,,0,1,0,,,,,2,red.teal.test,pear--drawing-word.png,new.png
329,1619031448637,21/04/2021 18:57:28,1619031448610,1,21/04/2021 19:57:28,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,111,116,1,OldNew,new,response_button_image,4038,,,new.png,1,1,0,0,,,,,2,red.teal.test,tiger--photo-word.png,new.png
330,1619031449305,21/04/2021 18:57:29,1619031449284,1,21/04/2021 19:57:29,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,111,116,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,tiger--photo-word.png,new.png
331,1619031450431,21/04/2021 18:57:30,1619031450396,1,21/04/2021 19:57:30,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,78,117,1,OldNew,new,response_button_image,1034,,,new.png,1,1,0,0,,,,,2,red.teal.test,spoon--photo.png,new.png
332,1619031451082,21/04/2021 18:57:31,1619031451065,1,21/04/2021 19:57:31,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,78,117,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,spoon--photo.png,new.png
333,1619031452046,21/04/2021 18:57:32,1619031452025,1,21/04/2021 19:57:32,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,133,118,1,OldNew,new,response_button_image,892.9999999999418,,,new.png,1,1,0,0,,,,,2,red.teal.test,leaf--photo.png,new.png
334,1619031452743,21/04/2021 18:57:32,1619031452731,1,21/04/2021 19:57:32,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,133,118,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,leaf--photo.png,new.png
335,1619031453447,21/04/2021 18:57:33,1619031453423,1,21/04/2021 19:57:33,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,74,119,1,OldNew,new,response_button_image,623.0000000000582,,,new.png,1,1,0,0,,,,,2,red.teal.test,toaster--photo.png,new.png
336,1619031454103,21/04/2021 18:57:34,1619031454080,1,21/04/2021 19:57:34,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,74,119,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,toaster--photo.png,new.png
337,1619031455733,21/04/2021 18:57:35,1619031455685,1,21/04/2021 19:57:35,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,30,120,1,OldNew,old,response_button_image,1533,,,old.png,1,0,1,0,,,,,2,red.teal.test,drum--drawing-word.png,new.png
338,1619031456138,21/04/2021 18:57:36,1619031456090,1,21/04/2021 19:57:36,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,30,120,2,RFG,Zone1,response_button_image,205,,,familiarity.png,1,0,1,0,,,,,2,red.teal.test,drum--drawing-word.png,new.png
339,1619031456827,21/04/2021 18:57:36,1619031456795,1,21/04/2021 19:57:36,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,30,120,3,Fixation,fixation,fixation,501,,,,,0,1,0,,,,,2,red.teal.test,drum--drawing-word.png,new.png
340,1619031457607,21/04/2021 18:57:37,1619031457570,1,21/04/2021 19:57:37,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,36,121,1,OldNew,new,response_button_image,715,,,new.png,1,1,0,0,,,,,2,red.teal.test,doll--photo-word.png,new.png
341,1619031458248,21/04/2021 18:57:38,1619031458244,1,21/04/2021 19:57:38,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,36,121,3,Fixation,fixation,fixation,501,,,,,0,1,0,,,,,2,red.teal.test,doll--photo-word.png,new.png
342,1619031460149,21/04/2021 18:57:40,1619031460144,1,21/04/2021 19:57:40,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,124,122,1,OldNew,old,response_button_image,1831.0000000000582,,,old.png,1,0,1,0,,,,,2,red.teal.test,fence--drawing.png,new.png
343,1619031460576,21/04/2021 18:57:40,1619031460520,1,21/04/2021 19:57:40,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,124,122,2,RFG,new,response_button_image,241,,,guessing.png,1,0,1,0,,,,,2,red.teal.test,fence--drawing.png,new.png
344,1619031461294,21/04/2021 18:57:41,1619031461230,1,21/04/2021 19:57:41,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,124,122,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,fence--drawing.png,new.png
345,1619031462019,21/04/2021 18:57:42,1619031461947,1,21/04/2021 19:57:41,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,31,123,1,OldNew,new,response_button_image,674,,,new.png,1,1,0,0,,,,,2,red.teal.test,balloon--drawing-word.png,new.png
346,1619031462753,21/04/2021 18:57:42,1619031462646,1,21/04/2021 19:57:42,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,31,123,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,balloon--drawing-word.png,new.png
347,1619031463567,21/04/2021 18:57:43,1619031463494,1,21/04/2021 19:57:43,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,23,124,1,OldNew,new,response_button_image,784,,,new.png,1,1,0,0,,,,,2,red.teal.test,sheep--drawing-word.png,new.png
348,1619031464236,21/04/2021 18:57:44,1619031464163,1,21/04/2021 19:57:44,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,23,124,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,sheep--drawing-word.png,new.png
349,1619031465267,21/04/2021 18:57:45,1619031465189,1,21/04/2021 19:57:45,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,139,125,1,OldNew,old,response_button_image,957,,,old.png,1,0,1,0,,,,,2,red.teal.test,carrot--photo.png,new.png
350,1619031465493,21/04/2021 18:57:45,1619031465428,1,21/04/2021 19:57:45,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,139,125,2,RFG,old,response_button_image,24,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,carrot--photo.png,new.png
351,1619031466161,21/04/2021 18:57:46,1619031466080,1,21/04/2021 19:57:46,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,139,125,3,Fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,red.teal.test,carrot--photo.png,new.png
352,1619031467038,21/04/2021 18:57:47,1619031466975,1,21/04/2021 19:57:46,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,87,126,1,OldNew,old,response_button_image,818,,,old.png,1,0,1,0,,,,,2,red.teal.test,train--drawing-word.png,new.png
353,1619031467307,21/04/2021 18:57:47,1619031467242,1,21/04/2021 19:57:47,47727,10,task-eo3t,,12088294,14025,3651612,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.3,810x1080,1080x810,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,87,126,2,RFG,old,response_button_image,55,,,recollection.png,1,0,1,0,,,,,2,red.teal.test,train--drawing-word.png,new.png
