Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Randomise questionnaire elements?,Question Key,Response
1,1618844776800,19/04/2021 15:06:16,1618844776707,1,19/04/2021 16:06:16,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1618844831891,19/04/2021 15:07:11,1618844831833,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,age,21
3,1618844831958,19/04/2021 15:07:11,1618844831839,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,age-quantised,4
4,1618844831958,19/04/2021 15:07:11,1618844831843,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,gender,Male
5,1618844831958,19/04/2021 15:07:11,1618844831843,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,EngFirstLang,Yes
6,1618844831958,19/04/2021 15:07:11,1618844831843,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,EngFirstLang-quantised,1
7,1618844831958,19/04/2021 15:07:11,1618844831844,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,ethnicity,White
8,1618844831958,19/04/2021 15:07:11,1618844831844,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,ethnicity-quantised,1
9,1618844831958,19/04/2021 15:07:11,1618844831844,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,white_other,
10,1618844831958,19/04/2021 15:07:11,1618844831844,1,19/04/2021 16:07:11,47727,7,questionnaire-z6yh,,12016826,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1265x689,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,No,ethnicity2,Mixed / Multiple ethnic groups
