Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1619111849021,22/04/2021 17:17:29,1619111847059,1,22/04/2021 18:17:27,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x722,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1619111850634,22/04/2021 17:17:30,1619111848755,1,22/04/2021 18:17:28,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x722,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,1,1,1,check,script,force_advance,1649.96,,,,,0,1,0,,,,,,fullscreen_check,,
3,1619111851135,22/04/2021 17:17:31,1619111849199,1,22/04/2021 18:17:29,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,2,1,1,filler_start_fixation,fixation,fixation,449.8000000000002,,,,,0,1,0,,,,,1,blue.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
4,1619111852804,22/04/2021 17:17:32,1619111850922,1,22/04/2021 18:17:30,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,2,1,2,filler_start_stim,Zone2,response_button_image,1691,,,drawing.png,1,1,0,0,,,,,1,blue.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
5,1619111853701,22/04/2021 17:17:33,1619111851796,1,22/04/2021 18:17:31,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,3,2,1,filler_start_fixation,fixation,fixation,449.8600000000006,,,,,0,1,0,,,,,1,blue.study__pics.only__filler.start,photo.png,hand--photo.png
6,1619111855405,22/04/2021 17:17:35,1619111853538,1,22/04/2021 18:17:33,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,3,2,2,filler_start_stim,Zone1,response_button_image,1733,,,photo.png,1,1,0,0,,,,,1,blue.study__pics.only__filler.start,photo.png,hand--photo.png
7,1619111856349,22/04/2021 17:17:36,1619111854463,1,22/04/2021 18:17:34,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,30,1,1,fixation,fixation,fixation,499.9200000000001,,,,,0,1,0,,,,,2,blue.study__pics.only,photo.png,barrel--photo.png
8,1619111858041,22/04/2021 17:17:38,1619111855983,1,22/04/2021 18:17:35,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,30,1,2,study_stim,Zone1,response_button_image,1503,,,photo.png,1,1,0,0,,,,,2,blue.study__pics.only,photo.png,barrel--photo.png
9,1619111858767,22/04/2021 17:17:38,1619111856895,1,22/04/2021 18:17:36,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,21,2,1,fixation,fixation,fixation,499.9200000000001,,,,,0,1,0,,,,,2,blue.study__pics.only,photo.png,mitten--photo.png
10,1619111860106,22/04/2021 17:17:40,1619111858230,1,22/04/2021 18:17:38,47727,10,task-g65w,,12113814,14447,3658116,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 86.0,1536x864,1536x864,Test finished,blue.study__pics.only,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,blue.study__pics.only,blue.study__pics.only,21,2,2,study_stim,Zone1,response_button_image,1321,,,photo.png,1,1,0,0,,,,,2,blue.study__pics.only,photo.png,mitten--photo.png
