Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1619096205227,22/04/2021 12:56:45,1619092623757,1,22/04/2021 12:57:03,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x657,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1619096208819,22/04/2021 12:56:48,1619092626500,1,22/04/2021 12:57:06,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x657,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,1,1,1,check,script,force_advance,2584.4220000000005,,,,,0,1,0,,,,,,fullscreen_check,,
3,1619096208999,22/04/2021 12:56:48,1619092626969,1,22/04/2021 12:57:06,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x657,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,2,1,1,filler_start_fixation,fixation,fixation,633.6059999999998,,,,,0,1,0,,,,,1,yellow.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
4,1619096211345,22/04/2021 12:56:51,1619092629951,1,22/04/2021 12:57:09,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,2,1,2,filler_start_stim,Zone2,response_button_image,2847.6800000007643,,,drawing.png,1,1,0,0,,,,,1,yellow.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
5,1619096212329,22/04/2021 12:56:52,1619092630783,1,22/04/2021 12:57:10,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,3,2,1,filler_start_fixation,fixation,fixation,450.21099999999933,,,,,0,1,0,,,,,1,yellow.study__pics.only__filler.start,photo.png,hand--photo.png
6,1619096213922,22/04/2021 12:56:53,1619092632515,1,22/04/2021 12:57:12,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,3,2,2,filler_start_stim,Zone1,response_button_image,1631.9250000015018,,,photo.png,1,1,0,0,,,,,1,yellow.study__pics.only__filler.start,photo.png,hand--photo.png
7,1619096214861,22/04/2021 12:56:54,1619092633404,1,22/04/2021 12:57:13,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,23,1,1,fixation,fixation,fixation,500.27100000000064,,,,,0,1,0,,,,,2,yellow.study__pics.only,photo.png,guitar--photo.png
8,1619096216797,22/04/2021 12:56:56,1619092635367,1,22/04/2021 12:57:15,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,23,1,2,study_stim,Zone1,response_button_image,1888.2050000011077,,,photo.png,1,1,0,0,,,,,2,yellow.study__pics.only,photo.png,guitar--photo.png
9,1619096217628,22/04/2021 12:56:57,1619092636251,1,22/04/2021 12:57:16,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,31,2,1,fixation,fixation,fixation,500.7610000000004,,,,,0,1,0,,,,,2,yellow.study__pics.only,photo.png,screw--photo.png
10,1619096220096,22/04/2021 12:57:00,1619092638703,1,22/04/2021 12:57:18,47727,10,task-a9z8,,12106450,14004,3656153,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1366x768,1366x768,Test finished,yellow.study__pics.only,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,yellow.study__pics.only,yellow.study__pics.only,31,2,2,study_stim,Zone1,response_button_image,2353.9049999999406,,,photo.png,1,1,0,0,,,,,2,yellow.study__pics.only,photo.png,screw--photo.png
