Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Randomise questionnaire elements?,Question Key,Response
1,1617670993487,06/04/2021 01:03:13,1617670999688,1,06/04/2021 02:03:19,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1280x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617671044478,06/04/2021 01:04:04,1617671050601,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,age,18
3,1617671044567,06/04/2021 01:04:04,1617671050603,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,age-quantised,1
4,1617671044567,06/04/2021 01:04:04,1617671050603,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,gender,Female
5,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,EngFirstLang,Yes
6,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,EngFirstLang-quantised,1
7,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,ethnicity,White
8,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,ethnicity-quantised,1
9,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,white_other,
10,1617671044567,06/04/2021 01:04:04,1617671050604,1,06/04/2021 02:04:10,47727,6,questionnaire-z6yh,,11656456,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Demographics,1,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,ethnicity2,
