Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1618851972960,19/04/2021 17:06:12,1618851972582,1,19/04/2021 18:06:12,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x746,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1618851974241,19/04/2021 17:06:14,1618851974002,1,19/04/2021 18:06:14,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x746,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,1,1,1,check,script,force_advance,1398.8419999999999,,,,,0,1,0,,,,,,fullscreen_check,,
3,1618851974788,19/04/2021 17:06:14,1618851974434,1,19/04/2021 18:06:14,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,3,1,1,filler_start_fixation,fixation,fixation,449.6300000000001,,,,,0,1,0,,,,,1,purple.study__pics.only__filler.start,photo.png,hand--photo.png
4,1618851976820,19/04/2021 17:06:16,1618851976631,1,19/04/2021 18:06:16,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,3,1,2,filler_start_stim,Zone1,response_button_image,2150.0300000006973,,,photo.png,1,1,0,0,,,,,1,purple.study__pics.only__filler.start,photo.png,hand--photo.png
5,1618851977732,19/04/2021 17:06:17,1618851977499,1,19/04/2021 18:06:17,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,2,2,1,filler_start_fixation,fixation,fixation,449.64699999999993,,,,,0,1,0,,,,,1,purple.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
6,1618851978805,19/04/2021 17:06:18,1618851978606,1,19/04/2021 18:06:18,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,2,2,2,filler_start_stim,Zone2,response_button_image,1048.5349999999016,,,drawing.png,1,1,0,0,,,,,1,purple.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
7,1618851979749,19/04/2021 17:06:19,1618851979514,1,19/04/2021 18:06:19,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,6,1,1,fixation,fixation,fixation,499.5729999999994,,,,,0,1,0,,,,,2,purple.study__pics.only,drawing.png,leaf--drawing.png
8,1618851981073,19/04/2021 17:06:21,1618851980848,1,19/04/2021 18:06:20,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,6,1,2,study_stim,Zone2,response_button_image,1283.5599999998522,,,drawing.png,1,1,0,0,,,,,2,purple.study__pics.only,drawing.png,leaf--drawing.png
9,1618851981969,19/04/2021 17:06:21,1618851981763,1,19/04/2021 18:06:21,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,20,2,1,fixation,fixation,fixation,499.5730000000003,,,,,0,1,0,,,,,2,purple.study__pics.only,photo.png,giraffe--photo.png
10,1618851983271,19/04/2021 17:06:23,1618851983068,1,19/04/2021 18:06:23,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,20,2,2,study_stim,Zone1,response_button_image,1252.7000000009139,,,photo.png,1,1,0,0,,,,,2,purple.study__pics.only,photo.png,giraffe--photo.png
11,1618851984178,19/04/2021 17:06:24,1618851983976,1,19/04/2021 18:06:23,47727,7,task-qvph,,12020109,13900,3636236,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1536x864,1536x864,Test finished,purple.study__pics.only,2,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order2,,,purple.order2__finished,,,purple.study__pics.only,purple.study__pics.only,18,3,1,fixation,fixation,fixation,499.58100000000013,,,,,0,1,0,,,,,2,purple.study__pics.only,drawing.png,ashtray--drawing.png
