Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1618003551785,09/04/2021 21:25:51,1618003551263,1,09/04/2021 22:25:51,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x649,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1618003552991,09/04/2021 21:25:52,1618003552496,1,09/04/2021 22:25:52,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x649,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,1,1,1,check,script,force_advance,1216.696,,,,,0,1,0,,,,,,fullscreen_check,,
3,1618003553429,09/04/2021 21:25:53,1618003552933,1,09/04/2021 22:25:52,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,2,1,1,filler_start_fixation,fixation,fixation,450.029,,,,,0,1,0,,,,,1,orange.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
4,1618003555154,09/04/2021 21:25:55,1618003554657,1,09/04/2021 22:25:54,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,2,1,2,filler_start_stim,Zone2,response_button_image,1704.70000000023,,,drawing.png,1,1,0,0,,,,,1,orange.study__pics.only__filler.start,drawing.png,butterfly--drawing.png
5,1618003555998,09/04/2021 21:25:55,1618003555516,1,09/04/2021 22:25:55,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,3,2,1,filler_start_fixation,fixation,fixation,450.0109999999995,,,,,0,1,0,,,,,1,orange.study__pics.only__filler.start,photo.png,hand--photo.png
6,1618003556888,09/04/2021 21:25:56,1618003556417,1,09/04/2021 22:25:56,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,3,2,2,filler_start_stim,Zone1,response_button_image,876.1050000002797,,,photo.png,1,1,0,0,,,,,1,orange.study__pics.only__filler.start,photo.png,hand--photo.png
7,1618003557812,09/04/2021 21:25:57,1618003557333,1,09/04/2021 22:25:57,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,5,1,1,fixation,fixation,fixation,500.0099999999993,,,,,0,1,0,,,,,2,orange.study__pics.only,drawing.png,pear--drawing.png
8,1618003558702,09/04/2021 21:25:58,1618003558228,1,09/04/2021 22:25:58,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,5,1,2,study_stim,Zone2,response_button_image,879.4049999996787,,,drawing.png,1,1,0,0,,,,,2,orange.study__pics.only,drawing.png,pear--drawing.png
9,1618003559607,09/04/2021 21:25:59,1618003559133,1,09/04/2021 22:25:59,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,33,2,1,fixation,fixation,fixation,500.0069999999996,,,,,0,1,0,,,,,2,orange.study__pics.only,photo.png,button--photo.png
10,1618003560571,09/04/2021 21:26:00,1618003560100,1,09/04/2021 22:26:00,47727,6,task-1u76,,11767177,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x768,Test finished,orange.study__pics.only,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,orange.study__pics.only,orange.study__pics.only,33,2,2,study_stim,Zone1,response_button_image,949.9999999998181,,,photo.png,1,1,0,0,,,,,2,orange.study__pics.only,photo.png,button--photo.png
