Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
31,1618909359605,20/04/2021 09:02:39,1618909361048,1,20/04/2021 10:02:41,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,18,11,3,Fixation,fixation,fixation,499.1710000000021,,,,,0,1,0,,,,,1,filler,pitcher--photo-word.png,new.png
32,1618909362259,20/04/2021 09:02:42,1618909363711,1,20/04/2021 10:02:43,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,13,12,1,OldNew,new,response_button_image,2618.8550000078976,,,new.png,1,1,0,0,,,,,1,filler,glass--drawing-word.png,new.png
33,1618909362968,20/04/2021 09:02:42,1618909364410,1,20/04/2021 10:02:44,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,13,12,3,Fixation,fixation,fixation,499.265999999996,,,,,0,1,0,,,,,1,filler,glass--drawing-word.png,new.png
34,1618909365459,20/04/2021 09:02:45,1618909366893,1,20/04/2021 10:02:46,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,17,13,1,OldNew,new,response_button_image,2437.32500000624,,,new.png,1,1,0,0,,,,,1,filler,vest--photo-word.png,new.png
35,1618909366146,20/04/2021 09:02:46,1618909367588,1,20/04/2021 10:02:47,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,17,13,3,Fixation,fixation,fixation,499.14300000000367,,,,,0,1,0,,,,,1,filler,vest--photo-word.png,new.png
36,1618909367506,20/04/2021 09:02:47,1618909368950,1,20/04/2021 10:02:48,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,15,14,1,OldNew,old,response_button_image,1318.5200000007171,,,old.png,1,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
37,1618909369581,20/04/2021 09:02:49,1618909371027,1,20/04/2021 10:02:51,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,15,14,2,RFG,old,response_button_image,1840.7099999894854,,,recollection.png,1,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
38,1618909370284,20/04/2021 09:02:50,1618909371732,1,20/04/2021 10:02:51,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,15,14,3,Fixation,fixation,fixation,499.35899999999674,,,,,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
39,1618909373401,20/04/2021 09:02:53,1618909374849,1,20/04/2021 10:02:54,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,16,15,1,OldNew,old,response_button_image,3052.770000009332,,,old.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
40,1618909375282,20/04/2021 09:02:55,1618909376727,1,20/04/2021 10:02:56,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,16,15,2,RFG,Zone1,response_button_image,1632.2999999974854,,,familiarity.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
41,1618909375979,20/04/2021 09:02:55,1618909377422,1,20/04/2021 10:02:57,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,16,15,3,Fixation,fixation,fixation,499.3770000000077,,,,,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
42,1618909379814,20/04/2021 09:02:59,1618909381262,1,20/04/2021 10:03:01,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,14,16,1,OldNew,new,response_button_image,3788.7449999980163,,,new.png,1,1,0,0,,,,,1,filler,toothbrush--drawing-word.png,new.png
43,1618909380587,20/04/2021 09:03:00,1618909381965,1,20/04/2021 10:03:01,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,14,16,3,Fixation,fixation,fixation,499.32799999999406,,,,,0,1,0,,,,,1,filler,toothbrush--drawing-word.png,new.png
44,1618909382149,20/04/2021 09:03:02,1618909383593,1,20/04/2021 10:03:03,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,40,1,1,OldNew,new,response_button_image,1579.6900000132155,,,new.png,1,1,0,0,,,,,2,red.teal.test,boot--photo-word.png,new.png
45,1618909382852,20/04/2021 09:03:02,1618909384295,1,20/04/2021 10:03:04,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,40,1,3,Fixation,fixation,fixation,499.49899999999616,,,,,0,1,0,,,,,2,red.teal.test,boot--photo-word.png,new.png
46,1618909384540,20/04/2021 09:03:04,1618909385970,1,20/04/2021 10:03:05,47727,7,task-eo3t,,12029861,14398,3639001,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1536x864,1536x864,Test finished,Red.Teal Test,3,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,red.teal__test,red.teal__test,68,2,1,OldNew,old,response_button_image,1629.3949999962933,,,old.png,1,0,1,0,,,,,2,red.teal.test,watch--photo.png,new.png
