Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Randomise questionnaire elements?,Question Key,Response
1,1617279114945,01/04/2021 12:11:54,1617279114838,1,01/04/2021 13:11:54,47727,6,questionnaire-5wxm,,11572346,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617279118766,01/04/2021 12:11:58,1617279118701,1,01/04/2021 13:11:58,47727,6,questionnaire-5wxm,,11572346,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,debrief_comments,
3,1617279118851,01/04/2021 12:11:58,1617279118704,1,01/04/2021 13:11:58,47727,6,questionnaire-5wxm,,11572346,14049,3519643,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,830x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order1,,,,,,yellow.order1__finished,,,,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,3866
1,1617671921116,06/04/2021 01:18:41,1617671927331,1,06/04/2021 02:18:47,47727,6,questionnaire-5wxm,,11656539,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1280x610,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617671932342,06/04/2021 01:18:52,1617671938571,1,06/04/2021 02:18:58,47727,6,questionnaire-5wxm,,11656539,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,debrief_comments,
3,1617671932420,06/04/2021 01:18:52,1617671938572,1,06/04/2021 02:18:58,47727,6,questionnaire-5wxm,,11656539,14590,3543354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.114,1280x720,1263x610,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,END QUESTIONNAIRE,11241
1,1617883892582,08/04/2021 12:11:32,1617883892386,1,08/04/2021 13:11:32,47727,6,questionnaire-5wxm,,11723246,14123,3561807,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.56.0,Chrome 89.0.4389.95,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,green,Green,,,,green.order2,,,,,,,,green.order2__finished,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617883895123,08/04/2021 12:11:35,1617883894966,1,08/04/2021 13:11:34,47727,6,questionnaire-5wxm,,11723246,14123,3561807,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.56.0,Chrome 89.0.4389.95,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,green,Green,,,,green.order2,,,,,,,,green.order2__finished,Distractor finished,,,,,,,,,,,,,No,debrief_comments,
3,1617883895207,08/04/2021 12:11:35,1617883894969,1,08/04/2021 13:11:34,47727,6,questionnaire-5wxm,,11723246,14123,3561807,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.56.0,Chrome 89.0.4389.95,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,green,Green,,,,green.order2,,,,,,,,green.order2__finished,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,2583
1,1617996923310,09/04/2021 19:35:23,1617996924606,1,09/04/2021 20:35:24,47727,6,questionnaire-5wxm,,11765564,13898,3573126,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1920x938,Test finished,Debrief,2,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1617996930652,09/04/2021 19:35:30,1617996931979,1,09/04/2021 20:35:31,47727,6,questionnaire-5wxm,,11765564,13898,3573126,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x938,Test finished,Debrief,2,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,No,debrief_comments,
3,1617996930729,09/04/2021 19:35:30,1617996931979,1,09/04/2021 20:35:31,47727,6,questionnaire-5wxm,,11765564,13898,3573126,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1920x1080,1903x938,Test finished,Debrief,2,Consent Given,Consented,Test finished,teal,Teal,,,,,,,,,,,,,Distractor finished,,teal.order2__finished,,,teal.order2,,,,,,,,No,END QUESTIONNAIRE,7373
1,1618004154380,09/04/2021 21:35:54,1618004153841,1,09/04/2021 22:35:53,47727,6,questionnaire-5wxm,,11767266,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1618004157354,09/04/2021 21:35:57,1618004156868,1,09/04/2021 22:35:56,47727,6,questionnaire-5wxm,,11767266,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,No,debrief_comments,
3,1618004157443,09/04/2021 21:35:57,1618004156870,1,09/04/2021 22:35:56,47727,6,questionnaire-5wxm,,11767266,14062,3573524,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.72.0,Chrome 89.0.4389.116,1366x768,1366x649,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange,Orange,,orange.order2,,,,,,orange.order2__finished,,,,,Distractor finished,,,,,,,,,,,,,No,END QUESTIONNAIRE,3029
1,1618083050591,10/04/2021 19:30:50,1618083050300,1,10/04/2021 20:30:50,47727,6,questionnaire-5wxm,,11781503,14103,3577077,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 89.0.4389.114,1440x900,1440x821,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,blue.order1__finished,,,blue.order1,,,,,,,No,BEGIN QUESTIONNAIRE,
