Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
11,1619171418895,23/04/2021 09:50:18,1619171414401,1,23/04/2021 10:50:14,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,8,4,1,OldNew,old,response_button_image,1537.3200001195073,,,old.png,1,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
12,1619171420003,23/04/2021 09:50:20,1619171415499,1,23/04/2021 10:50:15,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,8,4,2,RFG,old,response_button_image,866.5599999949336,,,recollection.png,1,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
13,1619171420699,23/04/2021 09:50:20,1619171416195,1,23/04/2021 10:50:16,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,8,4,3,Fixation,fixation,fixation,499.96800000000076,,,,,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
14,1619171422471,23/04/2021 09:50:22,1619171417949,1,23/04/2021 10:50:17,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,9,5,1,OldNew,new,response_button_image,1680.5449998937547,,,new.png,1,1,0,0,,,,,1,filler,chisel--photo.png,new.png
15,1619171423142,23/04/2021 09:50:23,1619171418647,1,23/04/2021 10:50:18,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,9,5,3,Fixation,fixation,fixation,499.89500000000044,,,,,0,1,0,,,,,1,filler,chisel--photo.png,new.png
16,1619171424313,23/04/2021 09:50:24,1619171419805,1,23/04/2021 10:50:19,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,18,6,1,OldNew,new,response_button_image,1092.0849996618927,,,new.png,1,1,0,0,,,,,1,filler,pitcher--photo-word.png,new.png
17,1619171424988,23/04/2021 09:50:24,1619171420494,1,23/04/2021 10:50:20,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,18,6,3,Fixation,fixation,fixation,499.9269999999997,,,,,0,1,0,,,,,1,filler,pitcher--photo-word.png,new.png
18,1619171426508,23/04/2021 09:50:26,1619171421890,1,23/04/2021 10:50:21,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,13,7,1,OldNew,new,response_button_image,1343.9100002869964,,,new.png,1,1,0,0,,,,,1,filler,glass--drawing-word.png,new.png
19,1619171427102,23/04/2021 09:50:27,1619171422595,1,23/04/2021 10:50:22,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,13,7,3,Fixation,fixation,fixation,500.53499999999985,,,,,0,1,0,,,,,1,filler,glass--drawing-word.png,new.png
20,1619171428371,23/04/2021 09:50:28,1619171423875,1,23/04/2021 10:50:23,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,3,8,1,OldNew,old,response_button_image,1230.2899998612702,,,old.png,1,0,1,0,,,,,1,filler,butterfly--drawing.png,new.png
21,1619171429462,23/04/2021 09:50:29,1619171424917,1,23/04/2021 10:50:24,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,3,8,2,RFG,old,response_button_image,810.475000180304,,,recollection.png,1,0,1,0,,,,,1,filler,butterfly--drawing.png,new.png
22,1619171430108,23/04/2021 09:50:30,1619171425611,1,23/04/2021 10:50:25,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,3,8,3,Fixation,fixation,fixation,499.90799999999945,,,,,0,1,0,,,,,1,filler,butterfly--drawing.png,new.png
23,1619171431779,23/04/2021 09:50:31,1619171427280,1,23/04/2021 10:50:27,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,17,9,1,OldNew,new,response_button_image,1612.1199997141957,,,new.png,1,1,0,0,,,,,1,filler,vest--photo-word.png,new.png
24,1619171432470,23/04/2021 09:50:32,1619171427978,1,23/04/2021 10:50:27,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,17,9,3,Fixation,fixation,fixation,499.95200000000114,,,,,0,1,0,,,,,1,filler,vest--photo-word.png,new.png
25,1619171433758,23/04/2021 09:50:33,1619171429261,1,23/04/2021 10:50:29,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,12,10,1,OldNew,old,response_button_image,1220.695000141859,,,old.png,1,0,1,0,,,,,1,filler,helicopter--drawing-word.png,new.png
26,1619171434712,23/04/2021 09:50:34,1619171430215,1,23/04/2021 10:50:30,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,12,10,2,RFG,old,response_button_image,718.5850003734231,,,recollection.png,1,0,1,0,,,,,1,filler,helicopter--drawing-word.png,new.png
27,1619171435415,23/04/2021 09:50:35,1619171430910,1,23/04/2021 10:50:30,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,12,10,3,Fixation,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,1,filler,helicopter--drawing-word.png,new.png
28,1619171436558,23/04/2021 09:50:36,1619171431890,1,23/04/2021 10:50:31,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,4,11,1,OldNew,old,response_button_image,930.9000000357628,,,old.png,1,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
29,1619171437342,23/04/2021 09:50:37,1619171432845,1,23/04/2021 10:50:32,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,4,11,2,RFG,old,response_button_image,721.9249997287989,,,recollection.png,1,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
30,1619171438045,23/04/2021 09:50:38,1619171433543,1,23/04/2021 10:50:33,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,4,11,3,Fixation,fixation,fixation,499.9650000000038,,,,,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
31,1619171441059,23/04/2021 09:50:41,1619171436489,1,23/04/2021 10:50:36,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,5,12,1,OldNew,old,response_button_image,2895.0600000098348,,,old.png,1,0,1,0,,,,,1,filler,alligator--drawing.png,new.png
32,1619171444418,23/04/2021 09:50:44,1619171439920,1,23/04/2021 10:50:39,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,5,12,2,RFG,Zone1,response_button_image,3197.5500001572073,,,familiarity.png,1,0,1,0,,,,,1,filler,alligator--drawing.png,new.png
33,1619171445111,23/04/2021 09:50:45,1619171440609,1,23/04/2021 10:50:40,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,5,12,3,Fixation,fixation,fixation,499.4190000000017,,,,,0,1,0,,,,,1,filler,alligator--drawing.png,new.png
34,1619171446628,23/04/2021 09:50:46,1619171442005,1,23/04/2021 10:50:42,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,6,13,1,OldNew,new,response_button_image,1343.6550004407763,,,new.png,1,1,0,0,,,,,1,filler,desk--drawing.png,new.png
35,1619171447207,23/04/2021 09:50:47,1619171442709,1,23/04/2021 10:50:42,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,6,13,3,Fixation,fixation,fixation,500.13299999999435,,,,,0,1,0,,,,,1,filler,desk--drawing.png,new.png
36,1619171449363,23/04/2021 09:50:49,1619171444853,1,23/04/2021 10:50:44,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,11,14,1,OldNew,old,response_button_image,2091.275000013411,,,old.png,1,0,1,0,,,,,1,filler,lightbulb--drawing-word.png,new.png
37,1619171450294,23/04/2021 09:50:50,1619171445794,1,23/04/2021 10:50:45,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,11,14,2,RFG,old,response_button_image,704.535000026226,,,recollection.png,1,0,1,0,,,,,1,filler,lightbulb--drawing-word.png,new.png
38,1619171450997,23/04/2021 09:50:50,1619171446492,1,23/04/2021 10:50:46,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,11,14,3,Fixation,fixation,fixation,499.92699999999604,,,,,0,1,0,,,,,1,filler,lightbulb--drawing-word.png,new.png
39,1619171452639,23/04/2021 09:50:52,1619171448128,1,23/04/2021 10:50:48,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,16,15,1,OldNew,old,response_button_image,1575.539999641478,,,old.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
40,1619171453773,23/04/2021 09:50:53,1619171449257,1,23/04/2021 10:50:49,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,16,15,2,RFG,old,response_button_image,895.4650000669062,,,recollection.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
41,1619171457397,23/04/2021 09:50:57,1619171449957,1,23/04/2021 10:50:49,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,16,15,3,Fixation,fixation,fixation,499.3199999999997,,,,,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
42,1619171457397,23/04/2021 09:50:57,1619171451452,1,23/04/2021 10:50:51,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,7,16,1,OldNew,old,response_button_image,1436.0449998639524,,,old.png,1,0,1,0,,,,,1,filler,hand--photo.png,new.png
43,1619171457397,23/04/2021 09:50:57,1619171452307,1,23/04/2021 10:50:52,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,7,16,2,RFG,old,response_button_image,616.2100001238286,,,recollection.png,1,0,1,0,,,,,1,filler,hand--photo.png,new.png
44,1619171457639,23/04/2021 09:50:57,1619171453009,1,23/04/2021 10:50:53,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,7,16,3,Fixation,fixation,fixation,499.5849999999991,,,,,0,1,0,,,,,1,filler,hand--photo.png,new.png
45,1619171458938,23/04/2021 09:50:58,1619171454404,1,23/04/2021 10:50:54,47727,10,task-tmr7,,12130229,14137,3661945,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1280x720,1280x720,Test finished,Yellow.Purple Test,3,Consent Given,Consented,Test finished,purple,Purple,,,,,,,,,,,,,Distractor finished,,,,,,,purple.order1,,purple.order1__finished,,,,yellow.purple__test,yellow.purple__test,131,1,1,OldNew,old,response_button_image,1325.8150001056492,,,old.png,1,0,1,0,,,,,2,yellow.purple.test,giraffe--photo.png,new.png
