Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1594825886387,15/07/2020 15:11:26,1594825886242,1,15/07/2020 16:11:26,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x947,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1594825888429,15/07/2020 15:11:28,1594825888319,1,15/07/2020 16:11:28,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x947,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,1,1,1,Check,script,force_advance,2068.786,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1594825893133,15/07/2020 15:11:33,1594825893002,1,15/07/2020 16:11:33,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,13,1,1,Questions,buttonA,response_button_text,4605.924999999843,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
4,1594825894133,15/07/2020 15:11:34,1594825893986,1,15/07/2020 16:11:33,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,13,1,3,Correct,Zone7,timelimit_screen,1000.9930000000004,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
5,1594825894195,15/07/2020 15:11:34,1594825894001,1,15/07/2020 16:11:34,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,13,1,4,Blank,Zone1,timelimit_screen,16.677999999999884,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
6,1594825895758,15/07/2020 15:11:35,1594825895650,1,15/07/2020 16:11:35,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,16,2,1,Questions,buttonA,response_button_text,1601.0749999986729,,12,1,1,0,0,,,,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
7,1594825896727,15/07/2020 15:11:36,1594825896639,1,15/07/2020 16:11:36,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,16,2,3,Correct,Zone7,timelimit_screen,1001.0059999999994,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
8,1594825896820,15/07/2020 15:11:36,1594825896654,1,15/07/2020 16:11:36,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,16,2,4,Blank,Zone1,timelimit_screen,16.613999999999578,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
9,1594825898430,15/07/2020 15:11:38,1594825898342,1,15/07/2020 16:11:38,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,21,3,1,Questions,buttonA,response_button_text,1627.1400000005087,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
10,1594825899445,15/07/2020 15:11:39,1594825899341,1,15/07/2020 16:11:39,10169,128,task-5kya,,6073713,5d45f6d7da637a00014b9e30,1714595,,complete,,5f0f1b89480a7c068cfae4e0,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_5_colour,,,,,,,B_Checkpoint_Col,,Col_RFG,,Distractor__Spreadsheet,21,3,3,Correct,Zone7,timelimit_screen,1000.996000000001,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
