Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1592320765658,16/06/2020 15:19:25,1592320765396,-4,16/06/2020 11:19:25,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1426x753,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1592320767754,16/06/2020 15:19:27,1592320767405,-4,16/06/2020 11:19:27,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1426x753,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,1,1,1,Check,script,force_advance,2022.031,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1592320770978,16/06/2020 15:19:30,1592320770777,-4,16/06/2020 11:19:30,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,3,1,1,Questions,buttonA,response_button_text,3148.4300000593066,,18,1,1,0,0,,,,,1,MathQ,18,<h4>2 x 9 = </h4>,1,18,21,16,19,correct_1,total_1,incorrect_1,<h4>18</h4>
4,1592320771982,16/06/2020 15:19:31,1592320771776,-4,16/06/2020 11:19:31,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,3,1,3,Correct,Zone7,timelimit_screen,1002.6599999999999,,,,0,1,0,,,1,,1,MathQ,18,<h4>2 x 9 = </h4>,1,18,21,16,19,correct_1,total_1,incorrect_1,<h4>18</h4>
5,1592320772248,16/06/2020 15:19:32,1592320771792,-4,16/06/2020 11:19:31,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,3,1,4,Blank,Zone1,timelimit_screen,16.71100000000024,,,,0,1,0,,,1,,1,MathQ,18,<h4>2 x 9 = </h4>,1,18,21,16,19,correct_1,total_1,incorrect_1,<h4>18</h4>
6,1592320774681,16/06/2020 15:19:34,1592320774457,-4,16/06/2020 11:19:34,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,4,2,1,Questions,buttonA,response_button_text,2611.0149999149144,,16,1,1,0,0,,,,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
7,1592320775697,16/06/2020 15:19:35,1592320775451,-4,16/06/2020 11:19:35,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,4,2,3,Correct,Zone7,timelimit_screen,1002.6599999999999,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
8,1592320775978,16/06/2020 15:19:35,1592320775468,-4,16/06/2020 11:19:35,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,4,2,4,Blank,Zone1,timelimit_screen,16.71099999999933,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
9,1592320777699,16/06/2020 15:19:37,1592320777486,-4,16/06/2020 11:19:37,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,12,3,1,Questions,buttonA,response_button_text,1947.5049999309704,,27,1,1,0,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
10,1592320778698,16/06/2020 15:19:38,1592320778477,-4,16/06/2020 11:19:38,10169,127,task-1e3k,,5638090,5d10eaf23afd390019075267,1575658,,complete,,5ee8e1741c16ed0f3b7c6276,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 83.0.4103.97,1440x900,1440x900,Test_Checkpoint,F-2. Distractor__Task,26,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_4_colour,A_Checkpoint_Col,Col_RFG,,,,,,,,,Distractor__Spreadsheet,12,3,3,Correct,Zone7,timelimit_screen,1002.6600000000017,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
