Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1601377359062,29/09/2020 11:02:39,1601377359026,1,29/09/2020 12:02:39,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x610,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1601377360997,29/09/2020 11:02:40,1601377360970,1,29/09/2020 12:02:40,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x610,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,1,1,1,Check,script,force_advance,1949.7819999999997,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1601377364415,29/09/2020 11:02:44,1601377364424,1,29/09/2020 12:02:44,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,1,1,Questions,buttonC,response_button_text,3307.2449999890523,,42,1,0,1,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
4,1601377365418,29/09/2020 11:02:45,1601377365416,1,29/09/2020 12:02:45,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,1,2,Incorrect,Zone7,timelimit_screen,1000.0550000000003,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
5,1601377365512,29/09/2020 11:02:45,1601377365435,1,29/09/2020 12:02:45,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,1,4,Blank,Zone1,timelimit_screen,16.421000000000276,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
6,1601377368234,29/09/2020 11:02:48,1601377368133,1,29/09/2020 12:02:48,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,2,1,Questions,buttonA,response_button_text,2637.5149999948917,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
7,1601377369109,29/09/2020 11:02:49,1601377369131,1,29/09/2020 12:02:49,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,2,3,Correct,Zone7,timelimit_screen,1000.0510000000013,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
8,1601377369204,29/09/2020 11:02:49,1601377369147,1,29/09/2020 12:02:49,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,2,4,Blank,Zone1,timelimit_screen,16.612999999999374,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
9,1601377371085,29/09/2020 11:02:51,1601377371102,1,29/09/2020 12:02:51,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,3,1,Questions,buttonA,response_button_text,1893.8600000110455,,21,1,1,0,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
10,1601377372069,29/09/2020 11:02:52,1601377372097,1,29/09/2020 12:02:52,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,3,3,Correct,Zone7,timelimit_screen,999.996000000001,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
11,1601377372163,29/09/2020 11:02:52,1601377372113,1,29/09/2020 12:02:52,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,3,4,Blank,Zone1,timelimit_screen,16.615999999999985,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
12,1601377373897,29/09/2020 11:02:53,1601377373853,1,29/09/2020 12:02:53,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,16,4,1,Questions,buttonA,response_button_text,1676.8799999990733,,12,1,1,0,0,,,,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
13,1601377374869,29/09/2020 11:02:54,1601377374847,1,29/09/2020 12:02:54,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,16,4,3,Correct,Zone7,timelimit_screen,999.9299999999985,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
14,1601377374948,29/09/2020 11:02:54,1601377374862,1,29/09/2020 12:02:54,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,16,4,4,Blank,Zone1,timelimit_screen,16.56999999999971,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,12,14,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
15,1601377376762,29/09/2020 11:02:56,1601377376642,1,29/09/2020 12:02:56,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,5,1,Questions,buttonA,response_button_text,1730.15000000305,,20,1,1,0,0,,,,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
16,1601377377605,29/09/2020 11:02:57,1601377377630,1,29/09/2020 12:02:57,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,5,3,Correct,Zone7,timelimit_screen,999.8880000000026,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
17,1601377377702,29/09/2020 11:02:57,1601377377646,1,29/09/2020 12:02:57,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,5,4,Blank,Zone1,timelimit_screen,16.576999999997497,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
18,1601377379475,29/09/2020 11:02:59,1601377379486,1,29/09/2020 12:02:59,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,6,1,Questions,buttonA,response_button_text,1792.3399999999674,,30,1,1,0,0,,,,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
19,1601377380463,29/09/2020 11:03:00,1601377380479,1,29/09/2020 12:03:00,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,6,3,Correct,Zone7,timelimit_screen,999.9010000000017,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
20,1601377380549,29/09/2020 11:03:00,1601377380495,1,29/09/2020 12:03:00,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,6,4,Blank,Zone1,timelimit_screen,16.597999999998137,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
21,1601377382659,29/09/2020 11:03:02,1601377382681,1,29/09/2020 12:03:02,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,7,1,Questions,buttonA,response_button_text,2134.0150000032736,,16,1,1,0,0,,,,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
22,1601377383658,29/09/2020 11:03:03,1601377383679,1,29/09/2020 12:03:03,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,7,3,Correct,Zone7,timelimit_screen,999.7720000000008,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
23,1601377383737,29/09/2020 11:03:03,1601377383695,1,29/09/2020 12:03:03,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,7,4,Blank,Zone1,timelimit_screen,16.536000000000058,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
24,1601377385865,29/09/2020 11:03:05,1601377385689,1,29/09/2020 12:03:05,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,8,1,Questions,buttonA,response_button_text,1949.3749999965075,,28,1,1,0,0,,,,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
25,1601377386653,29/09/2020 11:03:06,1601377386678,1,29/09/2020 12:03:06,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,8,3,Correct,Zone7,timelimit_screen,999.9599999999991,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
26,1601377386763,29/09/2020 11:03:06,1601377386694,1,29/09/2020 12:03:06,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,8,4,Blank,Zone1,timelimit_screen,16.540000000000873,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
27,1601377388401,29/09/2020 11:03:08,1601377388428,1,29/09/2020 12:03:08,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,1,Questions,buttonA,response_button_text,1687.644999998156,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
28,1601377389398,29/09/2020 11:03:09,1601377389411,1,29/09/2020 12:03:09,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,3,Correct,Zone7,timelimit_screen,999.8489999999983,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
29,1601377389494,29/09/2020 11:03:09,1601377389427,1,29/09/2020 12:03:09,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,4,Blank,Zone1,timelimit_screen,16.75800000000163,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
30,1601377391013,29/09/2020 11:03:11,1601377391036,1,29/09/2020 12:03:11,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,11,10,1,Questions,buttonA,response_button_text,1565.019999994547,,48,1,1,0,0,,,,,1,MathQ,48,<h4>6 x 8 =</h4>,1,48,42,54,52,correct_1,total_1,incorrect_1,<h4>48</h4>
31,1601377392036,29/09/2020 11:03:12,1601377392028,1,29/09/2020 12:03:12,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,11,10,3,Correct,Zone7,timelimit_screen,1000.0229999999974,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,48,42,54,52,correct_1,total_1,incorrect_1,<h4>48</h4>
32,1601377392161,29/09/2020 11:03:12,1601377392044,1,29/09/2020 12:03:12,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,11,10,4,Blank,Zone1,timelimit_screen,16.530000000006112,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,48,42,54,52,correct_1,total_1,incorrect_1,<h4>48</h4>
33,1601377394151,29/09/2020 11:03:14,1601377394165,1,29/09/2020 12:03:14,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,2,11,1,Questions,buttonA,response_button_text,2072.3549999966053,,18,1,1,0,0,,,,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
34,1601377395166,29/09/2020 11:03:15,1601377395161,1,29/09/2020 12:03:15,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,2,11,3,Correct,Zone7,timelimit_screen,999.8990000000049,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
35,1601377395323,29/09/2020 11:03:15,1601377395176,1,29/09/2020 12:03:15,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,2,11,4,Blank,Zone1,timelimit_screen,16.56999999999971,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
36,1601377397466,29/09/2020 11:03:17,1601377397333,1,29/09/2020 12:03:17,10169,131,task-6btb,,6998772,5e234e6d06121f5eceaba7f1,2021063,,complete,,5f73134049ad1d037aa17958,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,,study_6_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFG,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,14,12,1,Questions,buttonA,response_button_text,2109.404999995604,,36,1,1,0,0,,,,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
