Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
37,1601548491423,01/10/2020 10:34:51,1601548491148,1,01/10/2020 11:34:51,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,12,12,3,Correct,Zone7,timelimit_screen,1000.0060000000012,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
38,1601548491723,01/10/2020 10:34:51,1601548491166,1,01/10/2020 11:34:51,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,12,12,4,Blank,Zone1,timelimit_screen,16.572999999996682,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
39,1601548492723,01/10/2020 10:34:52,1601548492596,1,01/10/2020 11:34:52,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,13,1,Questions,buttonA,response_button_text,1338.034999964293,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
40,1601548493927,01/10/2020 10:34:53,1601548493582,1,01/10/2020 11:34:53,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,13,3,Correct,Zone7,timelimit_screen,1000.3039999999964,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
41,1601548494005,01/10/2020 10:34:54,1601548493599,1,01/10/2020 11:34:53,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,21,13,4,Blank,Zone1,timelimit_screen,16.37000000000262,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,40,30,50,60,correct_1,total_1,incorrect_1,<h4>40</h4>
42,1601548497919,01/10/2020 10:34:57,1601548497809,1,01/10/2020 11:34:57,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,14,1,Questions,buttonA,response_button_text,4114.340000029188,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
43,1601548498894,01/10/2020 10:34:58,1601548498798,1,01/10/2020 11:34:58,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,14,3,Correct,Zone7,timelimit_screen,1000.0199999999968,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
44,1601548499036,01/10/2020 10:34:59,1601548498815,1,01/10/2020 11:34:58,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,14,4,Blank,Zone1,timelimit_screen,16.75800000000163,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
45,1601548503075,01/10/2020 10:35:03,1601548502964,1,01/10/2020 11:35:02,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,15,15,1,Questions,buttonA,response_button_text,4053.1400000327267,,32,1,1,0,0,,,,,1,MathQ,32,<h4>4 x 8 =</h4>,1,32,36,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
46,1601548504076,01/10/2020 10:35:04,1601548503949,1,01/10/2020 11:35:03,10169,131,task-qbcg,,7030829,5f02fe1fa48166491bb57c83,2033372,,complete,,5f75af7fcfaa7223aa4209e0,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1280x720,1280x720,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFBG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,15,15,3,Correct,Zone7,timelimit_screen,999.997000000003,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,32,36,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
