Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1601374263349,29/09/2020 10:11:03,1601374263254,1,29/09/2020 11:11:03,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x940,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1601374264833,29/09/2020 10:11:04,1601374264782,1,29/09/2020 11:11:04,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x940,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,1,1,1,Check,script,force_advance,1499.464,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1601374268142,29/09/2020 10:11:08,1601374268110,1,29/09/2020 11:11:08,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,14,1,1,Questions,buttonA,response_button_text,3072.680000012042,,36,1,1,0,0,,,,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
4,1601374269095,29/09/2020 10:11:09,1601374269042,1,29/09/2020 11:11:09,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,14,1,3,Correct,Zone7,timelimit_screen,999.6700000000001,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
5,1601374269189,29/09/2020 10:11:09,1601374269070,1,29/09/2020 11:11:09,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,14,1,4,Blank,Zone1,timelimit_screen,16.652000000000044,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
6,1601374270320,29/09/2020 10:11:10,1601374270300,1,29/09/2020 11:11:10,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,2,1,Questions,buttonA,response_button_text,1138.4800000087125,,16,1,1,0,0,,,,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
7,1601374271323,29/09/2020 10:11:11,1601374271289,1,29/09/2020 11:11:11,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,2,3,Correct,Zone7,timelimit_screen,999.6190000000006,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
8,1601374271433,29/09/2020 10:11:11,1601374271318,1,29/09/2020 11:11:11,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,4,2,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,16,18,12,20,correct_1,total_1,incorrect_1,<h4>16</h4>
9,1601374273261,29/09/2020 10:11:13,1601374273238,1,29/09/2020 11:11:13,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,3,1,Questions,buttonA,response_button_text,1825.524999992922,,28,1,1,0,0,,,,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
10,1601374274253,29/09/2020 10:11:14,1601374274220,1,29/09/2020 11:11:14,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,3,3,Correct,Zone7,timelimit_screen,999.6039999999994,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
11,1601374274332,29/09/2020 10:11:14,1601374274237,1,29/09/2020 11:11:14,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,17,3,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,28,29,30,27,correct_1,total_1,incorrect_1,<h4>28</h4>
12,1601374276197,29/09/2020 10:11:16,1601374276165,1,29/09/2020 11:11:16,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,15,4,1,Questions,buttonA,response_button_text,1858.059999998659,,32,1,1,0,0,,,,,1,MathQ,32,<h4>4 x 8 =</h4>,1,32,36,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
13,1601374277182,29/09/2020 10:11:17,1601374277154,1,29/09/2020 11:11:17,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,15,4,3,Correct,Zone7,timelimit_screen,999.6040000000012,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,32,36,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
14,1601374277294,29/09/2020 10:11:17,1601374277176,1,29/09/2020 11:11:17,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,15,4,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,32,36,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
15,1601374278723,29/09/2020 10:11:18,1601374278689,1,29/09/2020 11:11:18,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,20,5,1,Questions,buttonA,response_button_text,1422.1549999929266,,16,1,1,0,0,,,,,1,MathQ,16,<h4>2 x 8 =</h4>,1,16,18,19,20,correct_1,total_1,incorrect_1,<h4>16</h4>
16,1601374279712,29/09/2020 10:11:19,1601374279699,1,29/09/2020 11:11:19,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,20,5,3,Correct,Zone7,timelimit_screen,999.6229999999996,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,16,18,19,20,correct_1,total_1,incorrect_1,<h4>16</h4>
17,1601374279806,29/09/2020 10:11:19,1601374279716,1,29/09/2020 11:11:19,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,20,5,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,16,18,19,20,correct_1,total_1,incorrect_1,<h4>16</h4>
18,1601374280855,29/09/2020 10:11:20,1601374280824,1,29/09/2020 11:11:20,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,6,1,Questions,buttonA,response_button_text,1051.8750000046566,,21,1,1,0,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
19,1601374281844,29/09/2020 10:11:21,1601374281819,1,29/09/2020 11:11:21,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,6,3,Correct,Zone7,timelimit_screen,999.6179999999986,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
20,1601374281984,29/09/2020 10:11:21,1601374281844,1,29/09/2020 11:11:21,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,10,6,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,21,24,18,19,correct_1,total_1,incorrect_1,<h4>21</h4>
21,1601374283125,29/09/2020 10:11:23,1601374283094,1,29/09/2020 11:11:23,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,18,7,1,Questions,buttonA,response_button_text,1135.5550000007497,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,24,26,22,23,correct_1,total_1,incorrect_1,<h4>24</h4>
22,1601374284110,29/09/2020 10:11:24,1601374284084,1,29/09/2020 11:11:24,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,18,7,3,Correct,Zone7,timelimit_screen,999.6049999999996,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,24,26,22,23,correct_1,total_1,incorrect_1,<h4>24</h4>
23,1601374284250,29/09/2020 10:11:24,1601374284109,1,29/09/2020 11:11:24,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,18,7,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,24,26,22,23,correct_1,total_1,incorrect_1,<h4>24</h4>
24,1601374285392,29/09/2020 10:11:25,1601374285357,1,29/09/2020 11:11:25,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,8,1,Questions,buttonA,response_button_text,1135.17999999749,,30,1,1,0,0,,,,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
25,1601374286372,29/09/2020 10:11:26,1601374286350,1,29/09/2020 11:11:26,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,8,3,Correct,Zone7,timelimit_screen,999.6260000000002,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
26,1601374286516,29/09/2020 10:11:26,1601374286376,1,29/09/2020 11:11:26,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,19,8,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,30,25,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
27,1601374287724,29/09/2020 10:11:27,1601374287686,1,29/09/2020 11:11:27,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,1,Questions,buttonA,response_button_text,1197.0299999957206,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
28,1601374288700,29/09/2020 10:11:28,1601374288682,1,29/09/2020 11:11:28,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,3,Correct,Zone7,timelimit_screen,999.625,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
29,1601374288840,29/09/2020 10:11:28,1601374288712,1,29/09/2020 11:11:28,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,13,9,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,42,49,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
30,1601374289835,29/09/2020 10:11:29,1601374289818,1,29/09/2020 11:11:29,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,10,1,Questions,buttonA,response_button_text,1017.970000000787,,49,1,1,0,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
31,1601374290840,29/09/2020 10:11:30,1601374290815,1,29/09/2020 11:11:30,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,10,3,Correct,Zone7,timelimit_screen,999.6190000000024,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
32,1601374290934,29/09/2020 10:11:30,1601374290842,1,29/09/2020 11:11:30,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,7,10,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
33,1601374292060,29/09/2020 10:11:32,1601374292025,1,29/09/2020 11:11:32,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,11,1,Questions,buttonA,response_button_text,1105.5599999963306,,20,1,1,0,0,,,,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
34,1601374293045,29/09/2020 10:11:33,1601374293015,1,29/09/2020 11:11:33,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,11,3,Correct,Zone7,timelimit_screen,999.622000000003,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
35,1601374293146,29/09/2020 10:11:33,1601374293042,1,29/09/2020 11:11:33,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,9,11,4,Blank,Zone1,timelimit_screen,16.659999999999854,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
36,1601374294570,29/09/2020 10:11:34,1601374294544,1,29/09/2020 11:11:34,10169,131,task-qbcg,,6998078,5f71110321a6d174303a4098,2020757,,complete,,5f73055cc2d25e02bf556aca,computer,Desktop or Laptop,Linux x86_64,Chrome 85.0.4183.102,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,Grey_RFG,study_1_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,Distractor__Spreadsheet,Distractor__Spreadsheet,5,12,1,Questions,buttonA,response_button_text,1418.3449999982258,,40,1,1,0,0,,,,,1,MathQ,40,<h4>8 x 5 =</h4>,1,40,45,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
