Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1591804047939,10/06/2020 15:47:27,1591804049776,1,10/06/2020 16:47:29,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x750,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1591804050494,10/06/2020 15:47:30,1591804052350,1,10/06/2020 16:47:32,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x750,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,1,1,1,check,script,force_advance,2416.22,,,,0,1,0,,,,,,fullscreen_check,,
3,1591804050932,10/06/2020 15:47:30,1591804052795,1,10/06/2020 16:47:32,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,450,,,,0,1,0,,,,,1,filler_start,line-drawing.png,grey_line_pitcher.png
4,1591804052777,10/06/2020 15:47:32,1591804054632,1,10/06/2020 16:47:34,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,3,1,2,filler_start_stim,Zone1,response_button_image,1791,,line-drawing.png,1,1,0,0,,,,,1,filler_start,line-drawing.png,grey_line_pitcher.png
5,1591804053591,10/06/2020 15:47:33,1591804055472,1,10/06/2020 16:47:35,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,449.91999999999916,,,,0,1,0,,,,,1,filler_start,word.png,word_chisel.png
6,1591804055170,10/06/2020 15:47:35,1591804057020,1,10/06/2020 16:47:37,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,2,2,2,filler_start_stim,buttonA,response_button_image,1533,,word.png,1,1,0,0,,,,,1,filler_start,word.png,word_chisel.png
7,1591804056030,10/06/2020 15:47:36,1591804057906,1,10/06/2020 16:47:37,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,58,1,1,fixation,fixation,fixation,499.89999999999964,,,,0,1,0,,,,,2,study_2_grey,word.png,word_nail.png
8,1591804057655,10/06/2020 15:47:37,1591804059507,1,10/06/2020 16:47:39,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,58,1,2,stim_2_grey,buttonA,response_button_image,1577,,word.png,1,1,0,0,,,,,2,study_2_grey,word.png,word_nail.png
9,1591804058513,10/06/2020 15:47:38,1591804060388,1,10/06/2020 16:47:40,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,25,2,1,fixation,fixation,fixation,499.89999999999964,,,,0,1,0,,,,,2,study_2_grey,photograph.png,grey_photo_basket2.png
10,1591804060858,10/06/2020 15:47:40,1591804062714,1,10/06/2020 16:47:42,19134,4,task-iwo1,,5552048,cet5w3ti,1548326,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1536x864,1536x864,Test_Checkpoint,E-2. Study_2_GREY,4,,study_2_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFBG,,,,,,study_2_grey_spreadsheet,25,2,2,stim_2_grey,buttonB,response_button_image,2301,,photograph.png,1,1,0,0,,,,,2,study_2_grey,photograph.png,grey_photo_basket2.png
