Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
119,1601548392072,01/10/2020 10:33:12,1601548391443,1,01/10/2020 11:33:11,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,23,57,1,fixation,fixation,fixation,500.4890000000014,,,,0,1,0,,,,,2,study_3_grey,line-drawing.png,grey_line_table.png
120,1601548393166,01/10/2020 10:33:13,1601548392566,1,01/10/2020 11:33:12,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,23,57,2,stim_3_grey,Zone1,response_button_image,1072.9900000151247,,line-drawing.png,1,1,0,0,,,,,2,study_3_grey,line-drawing.png,grey_line_table.png
121,1601548394121,01/10/2020 10:33:14,1601548393496,1,01/10/2020 11:33:13,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,37,58,1,fixation,fixation,fixation,500.5370000000112,,,,0,1,0,,,,,2,study_3_grey,photograph.png,grey_photo_pipe1.png
122,1601548395559,01/10/2020 10:33:15,1601548394922,1,01/10/2020 11:33:14,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,37,58,2,stim_3_grey,buttonB,response_button_image,1395.6900000339374,,photograph.png,1,1,0,0,,,,,2,study_3_grey,photograph.png,grey_photo_pipe1.png
123,1601548396481,01/10/2020 10:33:16,1601548395848,1,01/10/2020 11:33:15,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,63,59,1,fixation,fixation,fixation,500.5099999999802,,,,0,1,0,,,,,2,study_3_grey,word.png,word_toaster.png
124,1601548397684,01/10/2020 10:33:17,1601548397062,1,01/10/2020 11:33:17,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,63,59,2,stim_3_grey,buttonA,response_button_image,1158.904999960214,,word.png,1,1,0,0,,,,,2,study_3_grey,word.png,word_toaster.png
125,1601548398605,01/10/2020 10:33:18,1601548397983,1,01/10/2020 11:33:17,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,25,60,1,fixation,fixation,fixation,500.47199999997974,,,,0,1,0,,,,,2,study_3_grey,photograph.png,grey_photo_banana1.png
126,1601548402798,01/10/2020 10:33:22,1601548402174,1,01/10/2020 11:33:22,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,25,60,2,stim_3_grey,buttonB,response_button_image,4173.565000004601,,photograph.png,1,1,0,0,,,,,2,study_3_grey,photograph.png,grey_photo_banana1.png
127,1601548403769,01/10/2020 10:33:23,1601548403089,1,01/10/2020 11:33:23,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,22,61,1,fixation,fixation,fixation,500.51500000001397,,,,0,1,0,,,,,2,study_3_grey,line-drawing.png,grey_line_skunk.png
128,1601548404613,01/10/2020 10:33:24,1601548403982,1,01/10/2020 11:33:23,10169,131,task-zde5,,7030671,5f73622c7826860647aec869,2033349,,complete,,5f75aefb96298223bee8ceb1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x1080,Test_Checkpoint,E-3. Study_3_GREY,4,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,study_3_grey_spreadsheet,study_3_grey_spreadsheet,22,61,2,stim_3_grey,Zone1,response_button_image,846.5800000121817,,line-drawing.png,1,1,0,0,,,,,2,study_3_grey,line-drawing.png,grey_line_skunk.png
