Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1606332721355,25/11/2020 19:32:01,1606332720608,0,25/11/2020 19:32:00,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x754,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1606332725933,25/11/2020 19:32:05,1606332725145,0,25/11/2020 19:32:05,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x754,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,1,1,1,check,script,force_advance,4483.341,,,,,0,1,0,,,,,,fullscreen_check,,
3,1606332726261,25/11/2020 19:32:06,1606332725568,0,25/11/2020 19:32:05,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,483.2479999999996,,,,,0,1,0,,,,,1,orange_A_study_filler_start,photo.png,stool--col-photo.png
4,1606332729245,25/11/2020 19:32:09,1606332728558,0,25/11/2020 19:32:08,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,3,1,2,filler_start_stim,Zone1,response_button_image,2896.0549999028444,,,photo.png,1,1,0,0,,,,,1,orange_A_study_filler_start,photo.png,stool--col-photo.png
5,1606332730105,25/11/2020 19:32:10,1606332729418,0,25/11/2020 19:32:09,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,450.0010000000002,,,,,0,1,0,,,,,1,orange_A_study_filler_start,photo.png,cake--grey-photo.png
6,1606332735535,25/11/2020 19:32:15,1606332734744,0,25/11/2020 19:32:14,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,2,2,2,filler_start_stim,Zone1,response_button_image,5271.925000008196,,,photo.png,1,1,0,0,,,,,1,orange_A_study_filler_start,photo.png,cake--grey-photo.png
7,1606332736348,25/11/2020 19:32:16,1606332735667,0,25/11/2020 19:32:15,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,27,1,1,fixation,fixation,fixation,500.09400000000096,,,,,0,1,0,,,,,2,orange_A_study,drawing.png,house--grey-drawing.png
8,1606332739004,25/11/2020 19:32:19,1606332738314,0,25/11/2020 19:32:18,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,27,1,2,study_stim,Zone2,response_button_image,2604.4950000941753,,,drawing.png,1,1,0,0,,,,,2,orange_A_study,drawing.png,house--grey-drawing.png
9,1606332739910,25/11/2020 19:32:19,1606332739220,0,25/11/2020 19:32:19,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,50,2,1,fixation,fixation,fixation,500.0550000000003,,,,,0,1,0,,,,,2,orange_A_study,photo.png,button--grey-photo.png
10,1606332744051,25/11/2020 19:32:24,1606332742527,0,25/11/2020 19:32:22,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,50,2,2,study_stim,Zone1,response_button_image,3265.08499996271,,,photo.png,1,1,0,0,,,,,2,orange_A_study,photo.png,button--grey-photo.png
11,1606332744145,25/11/2020 19:32:24,1606332743447,0,25/11/2020 19:32:23,30809,11,task-u4ig,,8118580,14453,2414755,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.47,1536x864,1536x864,Test finished,Orange A - Study,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,OrangeA-Study-Spreadsheet,OrangeA-Study-Spreadsheet,6,3,1,fixation,fixation,fixation,499.8809999999976,,,,,0,1,0,,,,,2,orange_A_study,word.png,duck--grey-word.png
