Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1608307374024,18/12/2020 16:02:54,1608307373797,0,18/12/2020 16:02:53,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x625,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1608307376888,18/12/2020 16:02:56,1608307376666,0,18/12/2020 16:02:56,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x625,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,1,1,1,check,script,force_advance,2925.9480000000003,,,,,0,1,0,,,,,,fullscreen_check,,
3,1608307377373,18/12/2020 16:02:57,1608307377215,0,18/12/2020 16:02:57,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,552.174,,,,,0,1,0,,,,,1,green_B_study_filler_start,drawing.png,ashtray--col-drawing.png
4,1608307379888,18/12/2020 16:02:59,1608307379720,0,18/12/2020 16:02:59,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,3,1,2,filler_start_stim,Zone1,response_button_image,2373.9600000008068,,,photo.png,1,0,1,0,,,,,1,green_B_study_filler_start,drawing.png,ashtray--col-drawing.png
5,1608307380780,18/12/2020 16:03:00,1608307380564,0,18/12/2020 16:03:00,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,452.0069999999996,,,,,0,1,0,,,,,1,green_B_study_filler_start,word.png,broom--grey-word.png
6,1608307382358,18/12/2020 16:03:02,1608307382200,0,18/12/2020 16:03:02,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,2,2,2,filler_start_stim,buttonA,response_button_image,1519.124999998894,,,word.png,1,1,0,0,,,,,1,green_B_study_filler_start,word.png,broom--grey-word.png
7,1608307383240,18/12/2020 16:03:03,1608307383084,0,18/12/2020 16:03:03,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,58,1,1,fixation,fixation,fixation,501.25,,,,,0,1,0,,,,,2,green_B_study,photo.png,chicken--col-photo.png
8,1608307384661,18/12/2020 16:03:04,1608307384507,0,18/12/2020 16:03:04,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,58,1,2,study_stim,Zone1,response_button_image,1285.4800000004616,,,photo.png,1,1,0,0,,,,,2,green_B_study,photo.png,chicken--col-photo.png
9,1608307385556,18/12/2020 16:03:05,1608307385386,0,18/12/2020 16:03:05,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,35,2,1,fixation,fixation,fixation,500.4400000000005,,,,,0,1,0,,,,,2,green_B_study,drawing.png,duck--col-drawing.png
10,1608307386711,18/12/2020 16:03:06,1608307386554,0,18/12/2020 16:03:06,30809,15,task-qamv,,8736122,14595,2656900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x768,Test finished,Green B - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,GreenB-Study-Spreadsheet,GreenB-Study-Spreadsheet,35,2,2,study_stim,Zone1,response_button_image,1063.4350000000268,,,photo.png,1,0,1,0,,,,,2,green_B_study,drawing.png,duck--col-drawing.png
