Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1607183254358,05/12/2020 15:47:34,1607183254261,0,05/12/2020 15:47:34,30809,14,questionnaire-b2ti,,8353640,14133,2546780,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.67,1280x800,1280x721,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607183266633,05/12/2020 15:47:46,1607183266585,0,05/12/2020 15:47:46,30809,14,questionnaire-b2ti,,8353640,14133,2546780,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.67,1280x800,1280x721,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,12324
1,1607280314731,06/12/2020 18:45:14,1607280314658,0,06/12/2020 18:45:14,30809,14,questionnaire-b2ti,,8367133,13893,2550515,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607280398006,06/12/2020 18:46:38,1607280397963,0,06/12/2020 18:46:37,30809,14,questionnaire-b2ti,,8367133,13893,2550515,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,83305
1,1607625057451,10/12/2020 18:30:57,1607625057840,0,10/12/2020 18:30:57,30809,14,questionnaire-b2ti,,8548101,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x548,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607625086782,10/12/2020 18:31:26,1607625087205,0,10/12/2020 18:31:27,30809,14,questionnaire-b2ti,,8548101,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1124x548,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,29365
1,1607552435801,09/12/2020 22:20:35,1607552435732,0,09/12/2020 22:20:35,30809,14,questionnaire-b2ti,,8483108,14440,2584465,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.3,Chrome 87.0.4280.67,1280x800,1280x689,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607552471219,09/12/2020 22:21:11,1607552471100,0,09/12/2020 22:21:11,30809,14,questionnaire-b2ti,,8483108,14440,2584465,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.3,Chrome 87.0.4280.67,1280x800,1280x689,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,35371
1,1607433244268,08/12/2020 13:14:04,1607433224009,0,08/12/2020 13:13:44,30809,14,questionnaire-b2ti,,8421878,13967,2563809,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x864,1536x754,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607433304705,08/12/2020 13:15:04,1607433284390,0,08/12/2020 13:14:44,30809,14,questionnaire-b2ti,,8421878,13967,2563809,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.55,1536x864,1519x754,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,60381
1,1607428053915,08/12/2020 11:47:33,1607428053849,0,08/12/2020 11:47:33,30809,14,questionnaire-b2ti,,8419476,14430,2563184,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x837,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607428095407,08/12/2020 11:48:15,1607428095371,0,08/12/2020 11:48:15,30809,14,questionnaire-b2ti,,8419476,14430,2563184,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x837,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,41521
1,1607426903107,08/12/2020 11:28:23,1607426903013,0,08/12/2020 11:28:23,30809,14,questionnaire-b2ti,,8418837,14519,2563023,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,768x1024,1024x649,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607426947245,08/12/2020 11:29:07,1607426947201,0,08/12/2020 11:29:07,30809,14,questionnaire-b2ti,,8418837,14519,2563023,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.4,Safari 13.1,768x1024,1024x649,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,44188
1,1607422675677,08/12/2020 10:17:55,1607422674375,0,08/12/2020 10:17:54,30809,14,questionnaire-b2ti,,8416551,14438,2562484,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x722,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1607422706660,08/12/2020 10:18:26,1607422704361,0,08/12/2020 10:18:24,30809,14,questionnaire-b2ti,,8416551,14438,2562484,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x722,Test finished,Study Instructions,3,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,29987
