Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1606407594673,26/11/2020 16:19:54,1606407651530,0,26/11/2020 16:20:51,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x754,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1606407597204,26/11/2020 16:19:57,1606407654053,0,26/11/2020 16:20:54,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x754,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,1,1,1,check,script,force_advance,2547.9500000000003,,,,,0,1,0,,,,,,fullscreen_check,,
3,1606407597626,26/11/2020 16:19:57,1606407654502,0,26/11/2020 16:20:54,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,449.68799999999965,,,,,0,1,0,,,,,1,yellow_A_study_filler_start,word.png,stool--grey-word.png
4,1606407599813,26/11/2020 16:19:59,1606407656700,0,26/11/2020 16:20:56,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,3,1,2,filler_start_stim,buttonA,response_button_image,2138.3899999782443,,,word.png,1,1,0,0,,,,,1,yellow_A_study_filler_start,word.png,stool--grey-word.png
5,1606407600688,26/11/2020 16:20:00,1606407657565,0,26/11/2020 16:20:57,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,449.6399999999994,,,,,0,1,0,,,,,1,yellow_A_study_filler_start,photo.png,cake--col-photo.png
6,1606407603377,26/11/2020 16:20:03,1606407660257,0,26/11/2020 16:21:00,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,2,2,2,filler_start_stim,Zone1,response_button_image,2656.300000147894,,,photo.png,1,1,0,0,,,,,1,yellow_A_study_filler_start,photo.png,cake--col-photo.png
7,1606407604298,26/11/2020 16:20:04,1606407661179,0,26/11/2020 16:21:01,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,60,1,1,fixation,fixation,fixation,499.65600000000086,,,,,0,1,0,,,,,2,yellow_A_study,photo.png,spider--col-photo.png
8,1606407607127,26/11/2020 16:20:07,1606407663689,0,26/11/2020 16:21:03,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,60,1,2,study_stim,Zone1,response_button_image,2455.7199999690056,,,photo.png,1,1,0,0,,,,,2,yellow_A_study,photo.png,spider--col-photo.png
9,1606407607751,26/11/2020 16:20:07,1606407664609,0,26/11/2020 16:21:04,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,35,2,1,fixation,fixation,fixation,499.7559999999994,,,,,0,1,0,,,,,2,yellow_A_study,drawing.png,table--col-drawing.png
10,1606407609268,26/11/2020 16:20:09,1606407666147,0,26/11/2020 16:21:06,30809,11,task-t98p,,8139487,14144,2421649,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x864,Test finished,Yellow A - Study,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,Yellow A: study finished,,,yellow_A,YellowA-Study-Spreadsheet,YellowA-Study-Spreadsheet,35,2,2,study_stim,Zone2,response_button_image,1503.8900000508875,,,drawing.png,1,1,0,0,,,,,2,yellow_A_study,drawing.png,table--col-drawing.png
