Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1608730007017,23/12/2020 13:26:47,1608730007166,0,23/12/2020 13:26:47,30809,15,questionnaire-qqmw,,8799531,14150,2676042,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608730014510,23/12/2020 13:26:54,1608730014694,0,23/12/2020 13:26:54,30809,15,questionnaire-qqmw,,8799531,14150,2676042,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1519x754,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,7529
1,1608590187258,21/12/2020 22:36:27,1608590187936,0,21/12/2020 22:36:27,30809,15,questionnaire-qqmw,,8777913,13921,2669332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x657,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608590202996,21/12/2020 22:36:42,1608590203614,0,21/12/2020 22:36:43,30809,15,questionnaire-qqmw,,8777913,13921,2669332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1349x657,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,15678
1,1608566926155,21/12/2020 16:08:46,1608566925971,0,21/12/2020 16:08:45,30809,15,questionnaire-qqmw,,8771873,14116,2667536,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,BEGIN QUESTIONNAIRE,
2,1608566936267,21/12/2020 16:08:56,1608566936132,0,21/12/2020 16:08:56,30809,15,questionnaire-qqmw,,8771873,14116,2667536,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,END QUESTIONNAIRE,10161
1,1608560478578,21/12/2020 14:21:18,1608560486569,0,21/12/2020 14:21:26,30809,15,questionnaire-qqmw,,8769861,14569,2666954,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1280x800,1280x800,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608560492251,21/12/2020 14:21:32,1608560500341,0,21/12/2020 14:21:40,30809,15,questionnaire-qqmw,,8769861,14569,2666954,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1280x800,1280x800,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,No,END QUESTIONNAIRE,13772
1,1608480296551,20/12/2020 16:04:56,1608480296061,0,20/12/2020 16:04:56,30809,15,questionnaire-qqmw,,8759288,14699,2663461,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,BEGIN QUESTIONNAIRE,
2,1608480390422,20/12/2020 16:06:30,1608480389958,0,20/12/2020 16:06:29,30809,15,questionnaire-qqmw,,8759288,14699,2663461,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,END QUESTIONNAIRE,93897
1,1608480246319,20/12/2020 16:04:06,1608480246174,0,20/12/2020 16:04:06,30809,15,questionnaire-qqmw,,8759275,13983,2663387,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 87.0.4280.88,1440x900,1440x746,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,BEGIN QUESTIONNAIRE,
2,1608480270471,20/12/2020 16:04:30,1608480270408,0,20/12/2020 16:04:30,30809,15,questionnaire-qqmw,,8759275,13983,2663387,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 87.0.4280.88,1440x900,1440x746,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,END QUESTIONNAIRE,24233
1,1608476345729,20/12/2020 14:59:05,1608476345981,0,20/12/2020 14:59:05,30809,15,questionnaire-qqmw,,8758453,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1280x610,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608476354083,20/12/2020 14:59:14,1608476354361,0,20/12/2020 14:59:14,30809,15,questionnaire-qqmw,,8758453,14618,2663290,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.66,1280x720,1263x610,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,8380
1,1608409079840,19/12/2020 20:17:59,1608409079751,0,19/12/2020 20:17:59,30809,15,questionnaire-qqmw,,8750992,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608409100861,19/12/2020 20:18:20,1608409100824,0,19/12/2020 20:18:20,30809,15,questionnaire-qqmw,,8750992,13911,2661031,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 87.0.4280.88,1440x900,1440x821,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,21073
