Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1610015162807,07/01/2021 10:26:02,1610015158977,-5,07/01/2021 05:25:58,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x937,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1610015164213,07/01/2021 10:26:04,1610015160412,-5,07/01/2021 05:26:00,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x937,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,1,1,1,check,script,force_advance,1430.4009999999998,,,,,0,1,0,,,,,,fullscreen_check,,
3,1610015164618,07/01/2021 10:26:04,1610015160853,-5,07/01/2021 05:26:00,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,2,1,1,filler_start_fixation,fixation,fixation,444.413,,,,,0,1,0,,,,,1,red_A_study_filler_start,word.png,cake--grey-word.png
4,1610015165994,07/01/2021 10:26:05,1610015162236,-5,07/01/2021 05:26:02,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,2,1,2,filler_start_stim,buttonA,response_button_image,1366.9549999758601,,,word.png,1,1,0,0,,,,,1,red_A_study_filler_start,word.png,cake--grey-word.png
5,1610015166854,07/01/2021 10:26:06,1610015163114,-5,07/01/2021 05:26:03,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,3,2,1,filler_start_fixation,fixation,fixation,445.52999999999975,,,,,0,1,0,,,,,1,red_A_study_filler_start,word.png,stool--distinctive-word.png
6,1610015167933,07/01/2021 10:26:07,1610015164180,-5,07/01/2021 05:26:04,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,3,2,2,filler_start_stim,buttonA,response_button_image,1053.974999987986,,,word.png,1,1,0,0,,,,,1,red_A_study_filler_start,word.png,stool--distinctive-word.png
7,1610015168854,07/01/2021 10:26:08,1610015165104,-5,07/01/2021 05:26:05,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,27,1,1,fixation,fixation,fixation,499.9409999999998,,,,,0,1,0,,,,,2,red_A_study,drawing.png,iron--grey-drawing.png
8,1610015170636,07/01/2021 10:26:10,1610015166876,-5,07/01/2021 05:26:06,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,27,1,2,study_stim,Zone2,response_button_image,1760.4750000173226,,,drawing.png,1,1,0,0,,,,,2,red_A_study,drawing.png,iron--grey-drawing.png
9,1610015171563,07/01/2021 10:26:11,1610015167804,-5,07/01/2021 05:26:07,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,51,2,1,fixation,fixation,fixation,499.9470000000001,,,,,0,1,0,,,,,2,red_A_study,photo.png,cloud--grey-photo.png
10,1610015173162,07/01/2021 10:26:13,1610015169401,-5,07/01/2021 05:26:09,37334,2,task-4uo8,,8950435,5fd993f9ab00c64aa9f73da5,2726271,,complete,,5ff6e0fe530ada2ad78e6624,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red A - Study,4,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,RedA-Study-Spreadsheet,RedA-Study-Spreadsheet,51,2,2,study_stim,Zone1,response_button_image,1583.9550000382587,,,photo.png,1,1,0,0,,,,,2,red_A_study,photo.png,cloud--grey-photo.png
