Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1607032703179,03/12/2020 21:58:23,1607032703072,0,03/12/2020 21:58:23,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x759,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607032704866,03/12/2020 21:58:24,1607032704782,0,03/12/2020 21:58:24,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x759,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,1,1,1,check,script,force_advance,1700.199,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607032705429,03/12/2020 21:58:25,1607032705275,0,03/12/2020 21:58:25,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,499.98900000000003,,,,,0,1,0,,,,,,fixation,,
4,1607032708336,03/12/2020 21:58:28,1607032708268,0,03/12/2020 21:58:28,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,4,1,1,OldNew,old,response_button_image,2963.994999998249,,,old.png,1,0,1,0,,,,,1,filler,stool--col-drawing.png,new.png
5,1607032714718,03/12/2020 21:58:34,1607032714646,0,03/12/2020 21:58:34,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,4,1,2,RFG,Zone1,response_button_image,6170.125000004191,,,familiarity.png,1,0,1,0,,,,,1,filler,stool--col-drawing.png,new.png
6,1607032715406,03/12/2020 21:58:35,1607032715342,0,03/12/2020 21:58:35,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,4,1,3,Fixation,fixation,fixation,499.9840000000004,,,,,0,1,0,,,,,1,filler,stool--col-drawing.png,new.png
7,1607032717867,03/12/2020 21:58:37,1607032717792,0,03/12/2020 21:58:37,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,8,2,1,OldNew,old,response_button_image,2430.4099999717437,,,old.png,1,0,1,0,,,,,1,filler,apple--grey-word.png,new.png
8,1607032719970,03/12/2020 21:58:39,1607032719895,0,03/12/2020 21:58:39,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,8,2,2,RFG,old,response_button_image,1880.9999999939464,,,recollection.png,1,0,1,0,,,,,1,filler,apple--grey-word.png,new.png
9,1607032720845,03/12/2020 21:58:40,1607032720593,0,03/12/2020 21:58:40,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,8,2,3,Fixation,fixation,fixation,500.0580000000009,,,,,0,1,0,,,,,1,filler,apple--grey-word.png,new.png
10,1607032723493,03/12/2020 21:58:43,1607032723423,0,03/12/2020 21:58:43,30809,12,task-kh1z,,8323321,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue Test,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,Blue-Test-Spreadsheet,Blue-Test-Spreadsheet,7,3,1,OldNew,new,response_button_image,2808.9799999725074,,,new.png,1,1,0,0,,,,,1,filler,candle--grey-photo.png,new.png
