Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1608050358517,15/12/2020 16:39:18,1608050358099,0,15/12/2020 16:39:18,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608050524622,15/12/2020 16:42:04,1608050524189,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,rec_justification,"I clicked recollection when I was pretty certain that I remembered the picture/word, for example the blue, button up shirt. "
3,1608050524716,15/12/2020 16:42:04,1608050524192,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,fam_justification,"I clicked familiarity when I felt like I breifly remembered the picture/word, but I wasn't a 100% sure."
4,1608050524716,15/12/2020 16:42:04,1608050524193,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,guess_justification,I clicked guessing when I had a feeling I'd seen the picture/word before but I wasn't confident about it. This happened a lot for the words personally such as 'shoe'.
5,1608050524716,15/12/2020 16:42:04,1608050524194,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,mem_skills_1,the same
6,1608050524716,15/12/2020 16:42:04,1608050524194,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,mem_skills_1-quantised,3
7,1608050524716,15/12/2020 16:42:04,1608050524195,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,mem_skills_2,a little worse
8,1608050524716,15/12/2020 16:42:04,1608050524196,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,mem_skills_2-quantised,4
9,1608050524716,15/12/2020 16:42:04,1608050524196,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,attention_check,the same
10,1608050524716,15/12/2020 16:42:04,1608050524197,0,15/12/2020 16:42:04,30809,15,questionnaire-h32i,,8653691,14920,2630149,,complete,,,computer,Desktop or Laptop,Chromium OS 13505.63.0,Chrome 87.0.4280.88,1366x768,1366x617,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,No,attention_check-quantised,3
