Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
14,1607031556342,03/12/2020 21:39:16,1607031556272,0,03/12/2020 21:39:16,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,3,4,4,Blank,Zone1,timelimit_screen,16.84700000000157,,,,,0,1,0,,,1,,1,MathQ,18,<h4>2 x 9 = </h4>,1,21,18,16,19,correct_1,total_1,incorrect_1,<h4>18</h4>
15,1607031560586,03/12/2020 21:39:20,1607031560545,0,03/12/2020 21:39:20,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,5,1,Questions,buttonD,response_button_text,4235.4749999940395,,,48,1,1,0,0,,,,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
16,1607031561570,03/12/2020 21:39:21,1607031561538,0,03/12/2020 21:39:21,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,5,3,Correct,Zone7,timelimit_screen,1000.1890000000021,,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
17,1607031561695,03/12/2020 21:39:21,1607031561554,0,03/12/2020 21:39:21,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,5,4,Blank,Zone1,timelimit_screen,16.7029999999977,,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
18,1607031565183,03/12/2020 21:39:25,1607031565160,0,03/12/2020 21:39:25,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,6,1,Questions,buttonD,response_button_text,3574.61000001058,,,21,1,1,0,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
19,1607031566168,03/12/2020 21:39:26,1607031566153,0,03/12/2020 21:39:26,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,6,3,Correct,Zone7,timelimit_screen,1000.2150000000001,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
20,1607031566246,03/12/2020 21:39:26,1607031566169,0,03/12/2020 21:39:26,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,6,4,Blank,Zone1,timelimit_screen,16.752000000000407,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
21,1607031568371,03/12/2020 21:39:28,1607031568309,0,03/12/2020 21:39:28,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,7,1,Questions,buttonB,response_button_text,2104.8600000794977,,,21,1,0,1,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
22,1607031569327,03/12/2020 21:39:29,1607031569302,0,03/12/2020 21:39:29,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,7,2,Incorrect,Zone7,timelimit_screen,1000.1850000000013,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
23,1607031569506,03/12/2020 21:39:29,1607031569318,0,03/12/2020 21:39:29,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,7,4,Blank,Zone1,timelimit_screen,16.76299999999901,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
24,1607031575853,03/12/2020 21:39:35,1607031575823,0,03/12/2020 21:39:35,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,1,Questions,buttonB,response_button_text,6474.775000009686,,,30,1,1,0,0,,,,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
25,1607031576843,03/12/2020 21:39:36,1607031576816,0,03/12/2020 21:39:36,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,3,Correct,Zone7,timelimit_screen,1000.0450000000055,,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
26,1607031576890,03/12/2020 21:39:36,1607031576832,0,03/12/2020 21:39:36,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,4,Blank,Zone1,timelimit_screen,16.464999999996508,,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
27,1607031590385,03/12/2020 21:39:50,1607031590358,0,03/12/2020 21:39:50,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,9,1,Questions,buttonB,response_button_text,13495.390000054613,,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
28,1607031591373,03/12/2020 21:39:51,1607031591344,0,03/12/2020 21:39:51,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,9,3,Correct,Zone7,timelimit_screen,999.8669999999984,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
29,1607031591483,03/12/2020 21:39:51,1607031591361,0,03/12/2020 21:39:51,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,9,4,Blank,Zone1,timelimit_screen,16.754000000000815,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
30,1607031598813,03/12/2020 21:39:58,1607031598780,0,03/12/2020 21:39:58,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,10,1,Questions,buttonB,response_button_text,7388.310000067577,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
31,1607031599798,03/12/2020 21:39:59,1607031599775,0,03/12/2020 21:39:59,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,10,3,Correct,Zone7,timelimit_screen,999.6549999999988,,,,,0,1,0,,,1,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
32,1607031599860,03/12/2020 21:39:59,1607031599791,0,03/12/2020 21:39:59,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,10,4,Blank,Zone1,timelimit_screen,16.843000000000757,,,,,0,1,0,,,1,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
33,1607031602941,03/12/2020 21:40:02,1607031602916,0,03/12/2020 21:40:02,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,11,1,Questions,buttonA,response_button_text,3095.0449999654666,,,20,1,1,0,0,,,,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
34,1607031603926,03/12/2020 21:40:03,1607031603907,0,03/12/2020 21:40:03,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,11,3,Correct,Zone7,timelimit_screen,999.8039999999892,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
35,1607031603988,03/12/2020 21:40:03,1607031603923,0,03/12/2020 21:40:03,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,11,4,Blank,Zone1,timelimit_screen,16.872000000003027,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
36,1607031609505,03/12/2020 21:40:09,1607031609471,0,03/12/2020 21:40:09,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,1,Questions,buttonB,response_button_text,5516.919999965467,,,49,1,1,0,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
37,1607031610489,03/12/2020 21:40:10,1607031610455,0,03/12/2020 21:40:10,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,3,Correct,Zone7,timelimit_screen,999.8569999999891,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
38,1607031610568,03/12/2020 21:40:10,1607031610471,0,03/12/2020 21:40:10,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,4,Blank,Zone1,timelimit_screen,16.795000000012806,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
39,1607031614468,03/12/2020 21:40:14,1607031614445,0,03/12/2020 21:40:14,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,13,1,Questions,buttonC,response_button_text,3946.1049999808893,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
40,1607031615453,03/12/2020 21:40:15,1607031615437,0,03/12/2020 21:40:15,30809,12,task-y5ql,,8322992,13920,2485071,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,853x480,Test finished,Distractor,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,13,3,Correct,Zone7,timelimit_screen,1000.0820000000094,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
