Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
12,1607625305273,10/12/2020 18:35:05,1607625305693,0,10/12/2020 18:35:05,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,4,1,Questions,buttonD,response_button_text,4700.964999967255,,,16,1,1,0,0,,,,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
13,1607625306214,10/12/2020 18:35:06,1607625306674,0,10/12/2020 18:35:06,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,4,3,Correct,Zone7,timelimit_screen,999.8430000000008,,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
14,1607625306464,10/12/2020 18:35:06,1607625306702,0,10/12/2020 18:35:06,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,4,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
15,1607625310578,10/12/2020 18:35:10,1607625311014,0,10/12/2020 18:35:11,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,5,1,Questions,buttonB,response_button_text,4110.530000005383,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
16,1607625311548,10/12/2020 18:35:11,1607625312003,0,10/12/2020 18:35:12,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,5,3,Correct,Zone7,timelimit_screen,999.9600000000028,,,,,0,1,0,,,1,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
17,1607625311811,10/12/2020 18:35:11,1607625312029,0,10/12/2020 18:35:12,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,8,5,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,24,<h4>4 x 6 = </h4>,1,20,24,18,22,correct_1,total_1,incorrect_1,<h4>24</h4>
18,1607625316532,10/12/2020 18:35:16,1607625316947,0,10/12/2020 18:35:16,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,6,1,Questions,buttonA,response_button_text,4721.085000026505,,,18,1,1,0,0,,,,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
19,1607625317501,10/12/2020 18:35:17,1607625317936,0,10/12/2020 18:35:17,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,6,3,Correct,Zone7,timelimit_screen,999.9209999999948,,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
20,1607625317689,10/12/2020 18:35:17,1607625317961,0,10/12/2020 18:35:17,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,6,4,Blank,Zone1,timelimit_screen,16.666000000004715,,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
21,1607625325737,10/12/2020 18:35:25,1607625326156,0,10/12/2020 18:35:26,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,1,Questions,buttonB,response_button_text,8032.769999990705,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
22,1607625326706,10/12/2020 18:35:26,1607625327139,0,10/12/2020 18:35:27,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,3,Correct,Zone7,timelimit_screen,999.9519999999975,,,,,0,1,0,,,1,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
23,1607625326878,10/12/2020 18:35:26,1607625327166,0,10/12/2020 18:35:27,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,4,Blank,Zone1,timelimit_screen,16.666000000004715,,,,,0,1,0,,,1,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
24,1607625333340,10/12/2020 18:35:33,1607625333761,0,10/12/2020 18:35:33,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,8,1,Questions,buttonC,response_button_text,6435.204999987036,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
25,1607625334306,10/12/2020 18:35:34,1607625334757,0,10/12/2020 18:35:34,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,8,3,Correct,Zone7,timelimit_screen,999.9360000000015,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
26,1607625334508,10/12/2020 18:35:34,1607625334785,0,10/12/2020 18:35:34,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,8,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
27,1607625340811,10/12/2020 18:35:40,1607625341244,0,10/12/2020 18:35:41,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,9,1,Questions,buttonC,response_button_text,6303.249999997206,,,18,1,0,1,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
28,1607625341782,10/12/2020 18:35:41,1607625342237,0,10/12/2020 18:35:42,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,9,2,Incorrect,Zone7,timelimit_screen,999.9380000000019,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
29,1607625341954,10/12/2020 18:35:41,1607625342262,0,10/12/2020 18:35:42,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,9,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
30,1607625346390,10/12/2020 18:35:46,1607625346802,0,10/12/2020 18:35:46,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,10,1,Questions,buttonC,response_button_text,4393.899999966379,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
31,1607625347337,10/12/2020 18:35:47,1607625347776,0,10/12/2020 18:35:47,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,10,3,Correct,Zone7,timelimit_screen,999.9579999999987,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
32,1607625347493,10/12/2020 18:35:47,1607625347805,0,10/12/2020 18:35:47,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,10,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
33,1607625355951,10/12/2020 18:35:55,1607625356388,0,10/12/2020 18:35:56,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,1,Questions,buttonC,response_button_text,8440.64999994589,,,27,1,1,0,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
34,1607625356925,10/12/2020 18:35:56,1607625357375,0,10/12/2020 18:35:57,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,3,Correct,Zone7,timelimit_screen,999.849000000002,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
35,1607625357125,10/12/2020 18:35:57,1607625357397,0,10/12/2020 18:35:57,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
36,1607625366030,10/12/2020 18:36:06,1607625366395,0,10/12/2020 18:36:06,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,12,1,Questions,buttonB,response_button_text,8822.539999964647,,,42,1,1,0,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
37,1607625366922,10/12/2020 18:36:06,1607625367391,0,10/12/2020 18:36:07,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,12,3,Correct,Zone7,timelimit_screen,999.9579999999987,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
38,1607625367115,10/12/2020 18:36:07,1607625367414,0,10/12/2020 18:36:07,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,12,4,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
39,1607625373840,10/12/2020 18:36:13,1607625374257,0,10/12/2020 18:36:14,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,13,1,Questions,buttonB,response_button_text,6679.1400000220165,,,32,1,1,0,0,,,,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
40,1607625374800,10/12/2020 18:36:14,1607625375235,0,10/12/2020 18:36:15,30809,14,task-y5ql,,8548640,14633,2598092,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.57,1366x768,1138x640,Test finished,Distractor,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,13,3,Correct,Zone7,timelimit_screen,999.9579999999987,,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
