Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1607086641775,04/12/2020 12:57:21,1607086641671,0,04/12/2020 12:57:21,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1217x740,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607086645109,04/12/2020 12:57:25,1607086645028,0,04/12/2020 12:57:25,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1217x740,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,1,1,1,check,script,force_advance,3267,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607086645596,04/12/2020 12:57:25,1607086645461,0,04/12/2020 12:57:25,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,2,1,1,filler_start_fixation,fixation,fixation,450,,,,,0,1,0,,,,,1,purple_B_study_filler_start,drawing.png,broom--grey-drawing.png
4,1607086649732,04/12/2020 12:57:29,1607086649589,0,04/12/2020 12:57:29,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,2,1,2,filler_start_stim,Zone2,response_button_image,4107,,,drawing.png,1,1,0,0,,,,,1,purple_B_study_filler_start,drawing.png,broom--grey-drawing.png
5,1607086650590,04/12/2020 12:57:30,1607086650444,0,04/12/2020 12:57:30,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,3,2,1,filler_start_fixation,fixation,fixation,450,,,,,0,1,0,,,,,1,purple_B_study_filler_start,photo.png,ashtray--col-photo.png
6,1607086652045,04/12/2020 12:57:32,1607086651902,0,04/12/2020 12:57:31,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,3,2,2,filler_start_stim,Zone1,response_button_image,1436.9999999999982,,,photo.png,1,1,0,0,,,,,1,purple_B_study_filler_start,photo.png,ashtray--col-photo.png
7,1607086652966,04/12/2020 12:57:32,1607086652828,0,04/12/2020 12:57:32,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,6,1,1,fixation,fixation,fixation,501,,,,,0,1,0,,,,,2,purple_B_study,word.png,pencil--grey-word.png
8,1607086654390,04/12/2020 12:57:34,1607086654328,0,04/12/2020 12:57:34,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,6,1,2,study_stim,buttonA,response_button_image,1481,,,word.png,1,1,0,0,,,,,2,purple_B_study,word.png,pencil--grey-word.png
9,1607086655390,04/12/2020 12:57:35,1607086655244,0,04/12/2020 12:57:35,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,35,2,1,fixation,fixation,fixation,500,,,,,0,1,0,,,,,2,purple_B_study,drawing.png,eagle--col-drawing.png
10,1607086656804,04/12/2020 12:57:36,1607086656654,0,04/12/2020 12:57:36,30809,14,task-tk6j,,8332817,14011,2517279,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0,1440x900,1440x900,Test finished,Purple B - Study,2,Consent Given,Consented,Test finished,purple_group,Purple,,,,purple_B,,,,,,,,Purple B: study finished,Distractor finished,,,,,,,PurpleB-Study-Spreadsheet,PurpleB-Study-Spreadsheet,35,2,2,study_stim,Zone2,response_button_image,1388,,,drawing.png,1,1,0,0,,,,,2,purple_B_study,drawing.png,eagle--col-drawing.png
