Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1606241753905,24/11/2020 18:15:53,1606241753800,0,24/11/2020 18:15:53,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x657,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1606241756113,24/11/2020 18:15:56,1606241756012,0,24/11/2020 18:15:56,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x657,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,1,1,1,Check,script,force_advance,2215.625,,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1606241762614,24/11/2020 18:16:02,1606241762550,0,24/11/2020 18:16:02,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,1,1,Questions,buttonC,response_button_text,6383.409999893047,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
4,1606241763630,24/11/2020 18:16:03,1606241763541,0,24/11/2020 18:16:03,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,1,3,Correct,Zone7,timelimit_screen,1005.1710000000003,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
5,1606241763708,24/11/2020 18:16:03,1606241763580,0,24/11/2020 18:16:03,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,1,4,Blank,Zone1,timelimit_screen,39.99799999999959,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
6,1606241765380,24/11/2020 18:16:05,1606241765305,0,24/11/2020 18:16:05,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,2,1,Questions,buttonB,response_button_text,1665.789999999106,,,32,1,1,0,0,,,,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
7,1606241766369,24/11/2020 18:16:06,1606241766301,0,24/11/2020 18:16:06,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,2,3,Correct,Zone7,timelimit_screen,1005.0530000000017,,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
8,1606241766494,24/11/2020 18:16:06,1606241766323,0,24/11/2020 18:16:06,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,2,4,Blank,Zone1,timelimit_screen,19.998999999999796,,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
9,1606241768056,24/11/2020 18:16:08,1606241767987,0,24/11/2020 18:16:07,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,3,1,Questions,buttonB,response_button_text,1593.9549999311566,,,12,1,1,0,0,,,,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
10,1606241769030,24/11/2020 18:16:09,1606241768960,0,24/11/2020 18:16:08,30809,11,task-y5ql,,8089247,14930,2404850,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.69,1366x768,1366x768,Test finished,Distractor,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,Orange A: study finished,,,,orange_A,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,3,3,Correct,Zone7,timelimit_screen,991.7610000000004,,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
