Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1609950447684,06/01/2021 16:27:27,1609950459808,0,06/01/2021 16:27:39,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1290x910,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1609950450140,06/01/2021 16:27:30,1609950462248,0,06/01/2021 16:27:42,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1290x910,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,1,1,1,check,script,force_advance,2419.367,,,,,0,1,0,,,,,,fullscreen_check,,
3,1609950450576,06/01/2021 16:27:30,1609950462689,0,06/01/2021 16:27:42,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,2,1,1,filler_start_fixation,fixation,fixation,450.5100000000002,,,,,0,1,0,,,,,1,red_B_study_filler_start,photo.png,broom--col-photo.png
4,1609950455601,06/01/2021 16:27:35,1609950467749,0,06/01/2021 16:27:47,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,2,1,2,filler_start_stim,Zone1,response_button_image,5049.474999977974,,,photo.png,1,1,0,0,,,,,1,red_B_study_filler_start,photo.png,broom--col-photo.png
5,1609950456460,06/01/2021 16:27:36,1609950468613,0,06/01/2021 16:27:48,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,3,2,1,filler_start_fixation,fixation,fixation,450.1660000000011,,,,,0,1,0,,,,,1,red_B_study_filler_start,drawing.png,ashtray--grey-drawing.png
6,1609950457990,06/01/2021 16:27:37,1609950470042,0,06/01/2021 16:27:50,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,3,2,2,filler_start_stim,Zone2,response_button_image,1421.8849999888334,,,drawing.png,1,1,0,0,,,,,1,red_B_study_filler_start,drawing.png,ashtray--grey-drawing.png
7,1609950458802,06/01/2021 16:27:38,1609950470963,0,06/01/2021 16:27:50,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,29,1,1,fixation,fixation,fixation,500.16299999999865,,,,,0,1,0,,,,,2,red_B_study,drawing.png,piano--grey-drawing.png
8,1609950460255,06/01/2021 16:27:40,1609950472406,0,06/01/2021 16:27:52,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,29,1,2,study_stim,Zone2,response_button_image,1434.6950000035577,,,drawing.png,1,1,0,0,,,,,2,red_B_study,drawing.png,piano--grey-drawing.png
9,1609950461181,06/01/2021 16:27:41,1609950473332,0,06/01/2021 16:27:53,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,7,2,1,fixation,fixation,fixation,500.46600000000035,,,,,0,1,0,,,,,2,red_B_study,word.png,camel--grey-word.png
10,1609950462477,06/01/2021 16:27:42,1609950474614,0,06/01/2021 16:27:54,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,7,2,2,study_stim,buttonA,response_button_image,1273.2299999915995,,,word.png,1,1,0,0,,,,,2,red_B_study,word.png,camel--grey-word.png
11,1609950463384,06/01/2021 16:27:43,1609950475535,0,06/01/2021 16:27:55,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,60,3,1,fixation,fixation,fixation,500.512999999999,,,,,0,1,0,,,,,2,red_B_study,photo.png,lemon--col-photo.png
12,1609950465464,06/01/2021 16:27:45,1609950477614,0,06/01/2021 16:27:57,30809,16,task-j366,,8940504,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x1080,Test finished,Red B - Study,2,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,RedB-Study-Spreadsheet,RedB-Study-Spreadsheet,60,3,2,study_stim,Zone1,response_button_image,2072.260000015376,,,photo.png,1,1,0,0,,,,,2,red_B_study,photo.png,lemon--col-photo.png
