Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
1,1607034719234,03/12/2020 22:31:59,1607034721576,0,03/12/2020 22:32:01,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x969,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607034720173,03/12/2020 22:32:00,1607034722525,0,03/12/2020 22:32:02,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x969,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,1,1,1,check,script,force_advance,933.077,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607034720644,03/12/2020 22:32:00,1607034723020,0,03/12/2020 22:32:03,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,2,1,1,Screen 1,fixation,fixation,499.85000000000014,,,,,0,1,0,,,,,,fixation,,
4,1607034723176,03/12/2020 22:32:03,1607034725489,0,03/12/2020 22:32:05,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,1,OldNew,old,response_button_image,2439.3200000049546,,,old.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
5,1607034726051,03/12/2020 22:32:06,1607034728432,0,03/12/2020 22:32:08,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,2,RFG,old,response_button_image,2725.955000030808,,,recollection.png,1,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
6,1607034726742,03/12/2020 22:32:06,1607034729134,0,03/12/2020 22:32:09,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,6,1,3,Fixation,fixation,fixation,499.978000000001,,,,,0,1,0,,,,,1,filler,ashtray--grey-drawing.png,new.png
7,1607034728211,03/12/2020 22:32:08,1607034730590,0,03/12/2020 22:32:10,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,2,1,OldNew,old,response_button_image,1433.7999999988824,,,old.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
8,1607034729482,03/12/2020 22:32:09,1607034731865,0,03/12/2020 22:32:11,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,2,2,RFG,Zone1,response_button_image,1049.0650000283495,,,familiarity.png,1,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
9,1607034730185,03/12/2020 22:32:10,1607034732566,0,03/12/2020 22:32:12,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,4,2,3,Fixation,fixation,fixation,499.75,,,,,0,1,0,,,,,1,filler,stool--distinctive-word.png,new.png
10,1607034731419,03/12/2020 22:32:11,1607034733805,0,03/12/2020 22:32:13,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,3,1,OldNew,new,response_button_image,1216.4300000295043,,,new.png,1,1,0,0,,,,,1,filler,candle--col-photo.png,new.png
11,1607034732138,03/12/2020 22:32:12,1607034734516,0,03/12/2020 22:32:14,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,7,3,3,Fixation,fixation,fixation,499.79899999999907,,,,,0,1,0,,,,,1,filler,candle--col-photo.png,new.png
12,1607034733327,03/12/2020 22:32:13,1607034735709,0,03/12/2020 22:32:15,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,4,1,OldNew,old,response_button_image,1173.0150000657886,,,old.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
13,1607034734362,03/12/2020 22:32:14,1607034736759,0,03/12/2020 22:32:16,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,4,2,RFG,old,response_button_image,828.6899999948218,,,recollection.png,1,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
14,1607034735254,03/12/2020 22:32:15,1607034737465,0,03/12/2020 22:32:17,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,3,4,3,Fixation,fixation,fixation,499.83600000000115,,,,,0,1,0,,,,,1,filler,cake--grey-word.png,new.png
15,1607034736333,03/12/2020 22:32:16,1607034738714,0,03/12/2020 22:32:18,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,5,5,1,OldNew,old,response_button_image,1229.590000002645,,,old.png,1,0,1,0,,,,,1,filler,broom--col-photo.png,new.png
16,1607034737349,03/12/2020 22:32:17,1607034739732,0,03/12/2020 22:32:19,30809,12,task-yxhp,,8323832,14577,2485661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1080,1920x1080,Test finished,Red Test,3,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,Red-Test-Spreadsheet,Red-Test-Spreadsheet,5,5,2,RFG,old,response_button_image,802.8550000162795,,,recollection.png,1,0,1,0,,,,,1,filler,broom--col-photo.png,new.png
