Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1606242536216,24/11/2020 18:28:56,1606242536473,0,24/11/2020 18:28:56,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1606242783591,24/11/2020 18:33:03,1606242783804,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,rec_justification,i clicked recollection when i knew i had seen that image or word before. 
3,1606242783669,24/11/2020 18:33:03,1606242783808,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,fam_justification,"i clicked familarity when it felt kind i knew that image or word, or felt like i had seen it before"
4,1606242783669,24/11/2020 18:33:03,1606242783808,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,guess_justification,"i clicked guessing, when i wasn't sure if i had seen the image or word before but had a slight feeling i saw it before."
5,1606242783669,24/11/2020 18:33:03,1606242783809,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,mem_skills_1,the same
6,1606242783669,24/11/2020 18:33:03,1606242783809,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,mem_skills_1-quantised,3
7,1606242783669,24/11/2020 18:33:03,1606242783809,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,mem_skills_2,a little better
8,1606242783669,24/11/2020 18:33:03,1606242783810,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,mem_skills_2-quantised,2
9,1606242783669,24/11/2020 18:33:03,1606242783810,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,attention_check,a lot better
10,1606242783669,24/11/2020 18:33:03,1606242783810,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,attention_check-quantised,1
11,1606242783669,24/11/2020 18:33:03,1606242783810,0,24/11/2020 18:33:03,30809,11,questionnaire-h32i,,8089505,14491,2404871,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1519x754,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,247337
1,1606252574922,24/11/2020 21:16:14,1606252575247,0,24/11/2020 21:16:15,30809,11,questionnaire-h32i,,8093253,14914,2406311,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1366x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1606252792209,24/11/2020 21:19:52,1606252792464,0,24/11/2020 21:19:52,30809,11,questionnaire-h32i,,8093253,14914,2406311,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x657,Test finished,RFG Justifications,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,No,rec_justification,I clicked recollection because the picture looked familiar and i recognised seeing it from the first test
