Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1609948711412,06/01/2021 15:58:31,1609948711251,0,06/01/2021 15:58:31,30809,16,questionnaire-qqmw,,8939733,%a%,2719678,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609948740117,06/01/2021 15:59:00,1609948739980,0,06/01/2021 15:58:59,30809,16,questionnaire-qqmw,,8939733,%a%,2719678,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_A,,,,Red A: study finished,,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,28729
1,1609950914307,06/01/2021 16:35:14,1609950914198,0,06/01/2021 16:35:14,30809,16,questionnaire-qqmw,,8940713,%b%,2720422,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609950922465,06/01/2021 16:35:22,1609950922426,0,06/01/2021 16:35:22,30809,16,questionnaire-qqmw,,8940713,%b%,2720422,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,8228
1,1609952136546,06/01/2021 16:55:36,1609952136266,0,06/01/2021 16:55:36,30809,16,questionnaire-qqmw,,8941383,%t%,2720904,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 87.0.4280.88,1280x800,1280x743,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609952162984,06/01/2021 16:56:02,1609952162676,0,06/01/2021 16:56:02,30809,16,questionnaire-qqmw,,8941383,%t%,2720904,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 87.0.4280.88,1280x800,1280x743,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,26410
1,1609970511158,06/01/2021 22:01:51,1609970511035,0,06/01/2021 22:01:51,30809,16,questionnaire-qqmw,,8946391,13927,2724547,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,BEGIN QUESTIONNAIRE,
2,1609970525931,06/01/2021 22:02:05,1609970525839,0,06/01/2021 22:02:05,30809,16,questionnaire-qqmw,,8946391,13927,2724547,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,END QUESTIONNAIRE,14804
1,1610014546016,07/01/2021 10:15:46,1610014601767,0,07/01/2021 10:16:41,30809,16,questionnaire-qqmw,,8950284,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1283x568,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1610014556562,07/01/2021 10:15:56,1610014612338,0,07/01/2021 10:16:52,30809,16,questionnaire-qqmw,,8950284,%x%,2726207,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1280x720,1267x568,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,10571
1,1609953875552,06/01/2021 17:24:35,1609953875466,0,06/01/2021 17:24:35,30809,16,questionnaire-qqmw,,8942253,%c%,2721882,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609953921370,06/01/2021 17:25:21,1609953921301,0,06/01/2021 17:25:21,30809,16,questionnaire-qqmw,,8942253,%c%,2721882,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1440x900,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,45835
1,1609952319933,06/01/2021 16:58:39,1609952319096,0,06/01/2021 16:58:39,30809,16,questionnaire-qqmw,,8941526,%v%,2721113,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1920x969,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,BEGIN QUESTIONNAIRE,
2,1609952331313,06/01/2021 16:58:51,1609952330520,0,06/01/2021 16:58:50,30809,16,questionnaire-qqmw,,8941526,%v%,2721113,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1920x1080,1903x969,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,END QUESTIONNAIRE,11425
1,1609950616900,06/01/2021 16:30:16,1609950628975,0,06/01/2021 16:30:28,30809,16,questionnaire-qqmw,,8940568,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x722,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609950629037,06/01/2021 16:30:29,1609950641176,0,06/01/2021 16:30:41,30809,16,questionnaire-qqmw,,8940568,%q%,2720367,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1519x722,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,12201
1,1609873999252,05/01/2021 19:13:19,1609873999137,0,05/01/2021 19:13:19,30809,16,questionnaire-qqmw,,8924388,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609874036073,05/01/2021 19:13:56,1609874036038,0,05/01/2021 19:13:56,30809,16,questionnaire-qqmw,,8924388,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,36901
1,1609861276542,05/01/2021 15:41:16,1609861280055,0,05/01/2021 15:41:20,30809,16,questionnaire-qqmw,,8920328,14114,2711457,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1536x722,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1609861336525,05/01/2021 15:42:16,1609861340158,0,05/01/2021 15:42:20,30809,16,questionnaire-qqmw,,8920328,14114,2711457,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1519x722,Test finished,Distractor Instructions,1,Consent Given,Consented,Test finished,red_group,Red,red_B,,,,,Red B: study finished,,,,,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,60104
END OF FILE
