Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1606336316607,25/11/2020 20:31:56,1606336323040,0,25/11/2020 20:32:03,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x625,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1606336319779,25/11/2020 20:31:59,1606336326091,0,25/11/2020 20:32:06,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x625,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,1,1,1,check,script,force_advance,2856.557,,,,,0,1,0,,,,,,fullscreen_check,,
3,1606336320317,25/11/2020 20:32:00,1606336326556,0,25/11/2020 20:32:06,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,2,1,1,filler_start_fixation,fixation,fixation,467.54200000000037,,,,,0,1,0,,,,,1,green_A_study_filler_start,word.png,cake--distinctive-word.png
4,1606336323323,25/11/2020 20:32:03,1606336329301,0,25/11/2020 20:32:09,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,2,1,2,filler_start_stim,buttonA,response_button_image,2591.0400000866503,,,word.png,1,1,0,0,,,,,1,green_A_study_filler_start,word.png,cake--distinctive-word.png
5,1606336323745,25/11/2020 20:32:03,1606336330143,0,25/11/2020 20:32:10,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,3,2,1,filler_start_fixation,fixation,fixation,451.41300000000047,,,,,0,1,0,,,,,1,green_A_study_filler_start,drawing.png,stool--grey-drawing.png
6,1606336325526,25/11/2020 20:32:05,1606336331943,0,25/11/2020 20:32:11,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,3,2,2,filler_start_stim,Zone2,response_button_image,1729.5800000429153,,,drawing.png,1,1,0,0,,,,,1,green_A_study_filler_start,drawing.png,stool--grey-drawing.png
7,1606336326386,25/11/2020 20:32:06,1606336332832,0,25/11/2020 20:32:12,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,57,1,1,fixation,fixation,fixation,501.1200000000008,,,,,0,1,0,,,,,2,green_A_study,photo.png,camel--col-photo.png
8,1606336328152,25/11/2020 20:32:08,1606336334619,0,25/11/2020 20:32:14,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,57,1,2,study_stim,Zone1,response_button_image,1645.3599999658763,,,photo.png,1,1,0,0,,,,,2,green_A_study,photo.png,camel--col-photo.png
9,1606336329058,25/11/2020 20:32:09,1606336335524,0,25/11/2020 20:32:15,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,26,2,1,fixation,fixation,fixation,501.20900000000074,,,,,0,1,0,,,,,2,green_A_study,drawing.png,chair--grey-drawing.png
10,1606336336987,25/11/2020 20:32:16,1606336343264,0,25/11/2020 20:32:23,30809,11,task-25hn,,8119662,14405,2415066,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1366x768,1366x768,Test finished,Green A - Study,2,Consent Given,Consented,Test finished,green_group,Green,,green_A,,,,,Green A: study finished,,,,,,Distractor finished,,,,,,,GreenA-Study-Spreadsheet,GreenA-Study-Spreadsheet,26,2,2,study_stim,Zone2,response_button_image,7646.609999937937,,,drawing.png,1,1,0,0,,,,,2,green_A_study,drawing.png,chair--grey-drawing.png
