Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Randomise questionnaire elements?,Question Key,Response
1,1608399676079,19/12/2020 17:41:16,1608399676006,0,19/12/2020 17:41:16,30809,15,questionnaire-5wxm,,8749772,14028,2660493,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1189x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,BEGIN QUESTIONNAIRE,
2,1608399680679,19/12/2020 17:41:20,1608399680629,0,19/12/2020 17:41:20,30809,15,questionnaire-5wxm,,8749772,14028,2660493,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1189x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,debrief_comments,
3,1608399680772,19/12/2020 17:41:20,1608399680630,0,19/12/2020 17:41:20,30809,15,questionnaire-5wxm,,8749772,14028,2660493,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0,1440x900,1189x674,Test finished,Debrief,2,Consent Given,Consented,Test finished,orange_group,Orange,,,,,,,,,,,,,Distractor finished,,Orange B: study finished,,,orange_B,,No,END QUESTIONNAIRE,4624
1,1608730760782,23/12/2020 13:39:20,1608730760932,0,23/12/2020 13:39:20,30809,15,questionnaire-5wxm,,8799733,14150,2676042,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1536x754,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608730776528,23/12/2020 13:39:36,1608730776751,0,23/12/2020 13:39:36,30809,15,questionnaire-5wxm,,8799733,14150,2676042,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1519x754,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,debrief_comments,
3,1608730776699,23/12/2020 13:39:36,1608730776755,0,23/12/2020 13:39:36,30809,15,questionnaire-5wxm,,8799733,14150,2676042,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1536x864,1519x754,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,15824
1,1608590812652,21/12/2020 22:46:52,1608590813347,0,21/12/2020 22:46:53,30809,15,questionnaire-5wxm,,8777990,13921,2669332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1366x657,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1608590825394,21/12/2020 22:47:05,1608590826017,0,21/12/2020 22:47:06,30809,15,questionnaire-5wxm,,8777990,13921,2669332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1349x657,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,debrief_comments,
3,1608590825456,21/12/2020 22:47:05,1608590826025,0,21/12/2020 22:47:06,30809,15,questionnaire-5wxm,,8777990,13921,2669332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,1366x768,1349x657,Test finished,Debrief,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_B,,,,,,,Blue B: study finished,,,Distractor finished,,,,,,,No,END QUESTIONNAIRE,12678
1,1608567444419,21/12/2020 16:17:24,1608567444229,0,21/12/2020 16:17:24,30809,15,questionnaire-5wxm,,8772014,14116,2667536,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Debrief,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,BEGIN QUESTIONNAIRE,
2,1608567449819,21/12/2020 16:17:29,1608567449656,0,21/12/2020 16:17:29,30809,15,questionnaire-5wxm,,8772014,14116,2667536,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,1440x900,1440x789,Test finished,Debrief,2,Consent Given,Consented,Test finished,yellow_group,Yellow,,,,,,,,,,,,,Distractor finished,,,,Yellow B: study finished,,yellow_B,No,debrief_comments,
