Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1607250698114,06/12/2020 10:31:38,1607250694051,0,06/12/2020 10:31:34,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x580,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607250699806,06/12/2020 10:31:39,1607250695707,0,06/12/2020 10:31:35,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x580,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,1,1,1,check,script,force_advance,1650.4390000000003,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607250700119,06/12/2020 10:31:40,1607250696152,0,06/12/2020 10:31:36,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,450.51399999999967,,,,,0,1,0,,,,,1,blue_A_study_filler_start,drawing.png,stool--col-drawing.png
4,1607250703613,06/12/2020 10:31:43,1607250699640,0,06/12/2020 10:31:39,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,3,1,2,filler_start_stim,Zone2,response_button_image,3415.0399999925867,,,drawing.png,1,1,0,0,,,,,1,blue_A_study_filler_start,drawing.png,stool--col-drawing.png
5,1607250704488,06/12/2020 10:31:44,1607250700505,0,06/12/2020 10:31:40,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,450.1730000000007,,,,,0,1,0,,,,,1,blue_A_study_filler_start,drawing.png,cake--grey-drawing.png
6,1607250706289,06/12/2020 10:31:46,1607250702319,0,06/12/2020 10:31:42,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,2,2,2,filler_start_stim,Zone2,response_button_image,1745.1249999867287,,,drawing.png,1,1,0,0,,,,,1,blue_A_study_filler_start,drawing.png,cake--grey-drawing.png
7,1607250707244,06/12/2020 10:31:47,1607250703223,0,06/12/2020 10:31:43,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,63,1,1,fixation,fixation,fixation,500.21000000000095,,,,,0,1,0,,,,,2,blue_A_study,photo.png,needle--col-photo.png
8,1607250708844,06/12/2020 10:31:48,1607250704889,0,06/12/2020 10:31:44,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,63,1,2,study_stim,Zone1,response_button_image,1601.3549999915995,,,photo.png,1,1,0,0,,,,,2,blue_A_study,photo.png,needle--col-photo.png
9,1607250709770,06/12/2020 10:31:49,1607250705790,0,06/12/2020 10:31:45,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,35,2,1,fixation,fixation,fixation,500.1859999999997,,,,,0,1,0,,,,,2,blue_A_study,drawing.png,tree--col-drawing.png
10,1607250711177,06/12/2020 10:31:51,1607250707183,0,06/12/2020 10:31:47,30809,14,task-wynt,,8360988,14695,2548867,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1300x731,1300x731,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,35,2,2,study_stim,Zone2,response_button_image,1322.5349999847822,,,drawing.png,1,1,0,0,,,,,2,blue_A_study,drawing.png,tree--col-drawing.png
