Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1607032096250,03/12/2020 21:48:16,1607032096149,0,03/12/2020 21:48:16,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x759,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1607032098687,03/12/2020 21:48:18,1607032098622,0,03/12/2020 21:48:18,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x759,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,1,1,1,check,script,force_advance,2466.889,,,,,0,1,0,,,,,,fullscreen_check,,
3,1607032099172,03/12/2020 21:48:19,1607032099070,0,03/12/2020 21:48:19,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,450.0129999999999,,,,,0,1,0,,,,,1,blue_A_study_filler_start,drawing.png,stool--col-drawing.png
4,1607032102568,03/12/2020 21:48:22,1607032102501,0,03/12/2020 21:48:22,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,3,1,2,filler_start_stim,Zone2,response_button_image,3413.7900000205263,,,drawing.png,1,1,0,0,,,,,1,blue_A_study_filler_start,drawing.png,stool--col-drawing.png
5,1607032103431,03/12/2020 21:48:23,1607032103370,0,03/12/2020 21:48:23,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,450.0460000000003,,,,,0,1,0,,,,,1,blue_A_study_filler_start,drawing.png,cake--grey-drawing.png
6,1607032106804,03/12/2020 21:48:26,1607032106603,0,03/12/2020 21:48:26,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,2,2,2,filler_start_stim,Zone2,response_button_image,3219.260000041686,,,drawing.png,1,1,0,0,,,,,1,blue_A_study_filler_start,drawing.png,cake--grey-drawing.png
7,1607032107569,03/12/2020 21:48:27,1607032107521,0,03/12/2020 21:48:27,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,33,1,1,fixation,fixation,fixation,500.2980000000007,,,,,0,1,0,,,,,2,blue_A_study,drawing.png,penguin--grey-drawing.png
8,1607032110107,03/12/2020 21:48:30,1607032110034,0,03/12/2020 21:48:30,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,33,1,2,study_stim,Zone1,response_button_image,2493.995000026189,,,photo.png,1,0,1,0,,,,,2,blue_A_study,drawing.png,penguin--grey-drawing.png
9,1607032111000,03/12/2020 21:48:31,1607032110954,0,03/12/2020 21:48:30,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,30,2,1,fixation,fixation,fixation,500.0149999999994,,,,,0,1,0,,,,,2,blue_A_study,drawing.png,spider--grey-drawing.png
10,1607032113474,03/12/2020 21:48:33,1607032113416,0,03/12/2020 21:48:33,30809,12,task-wynt,,8323177,14509,2485111,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.52,1076x673,1435x897,Test finished,Blue A - Study,2,Consent Given,Consented,Test finished,blue_group,Blue,,,blue_A,,,,,,Blue A: study finished,,,,Distractor finished,,,,,,,BlueA-Study-Spreadsheet,BlueA-Study-Spreadsheet,30,2,2,study_stim,Zone1,response_button_image,2449.4449999765493,,,photo.png,1,0,1,0,,,,,2,blue_A_study,drawing.png,spider--grey-drawing.png
