Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Question Key,Response
1,1591587651852,08/06/2020 03:40:51,1591587650433,-5,07/06/2020 22:40:50,19134,4,questionnaire-3uxy,,5463185,nzg4m4e6,1523185,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.61,1920x1080,1920x969,Test_Checkpoint,G-1. RFG__Ins__GREY,21,Grey_RFG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,BEGIN QUESTIONNAIRE,
2,1591587711038,08/06/2020 03:41:51,1591587709556,-5,07/06/2020 22:41:49,19134,4,questionnaire-3uxy,,5463185,nzg4m4e6,1523185,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.61,1920x1080,1920x969,Test_Checkpoint,G-1. RFG__Ins__GREY,21,Grey_RFG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,END QUESTIONNAIRE,59123
END OF FILE
