Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
102,1601547804640,01/10/2020 10:23:24,1601547805609,1,01/10/2020 11:23:25,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,31,48,1,fixation,fixation,fixation,500.06700000001,,,,0,1,0,,,,,2,study_4_grey,photograph.png,grey_photo_chain1.png
103,1601547805579,01/10/2020 10:23:25,1601547806540,1,01/10/2020 11:23:26,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,31,48,2,stim_4_grey,buttonB,response_button_image,912.6399999950081,,photograph.png,1,1,0,0,,,,,2,study_4_grey,photograph.png,grey_photo_chain1.png
104,1601547806487,01/10/2020 10:23:26,1601547807459,1,01/10/2020 11:23:27,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,55,49,1,fixation,fixation,fixation,500.0889999999781,,,,0,1,0,,,,,2,study_4_grey,word.png,word_lock.png
105,1601547807605,01/10/2020 10:23:27,1601547808572,1,01/10/2020 11:23:28,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,55,49,2,stim_4_grey,buttonA,response_button_image,1094.4449999951757,,word.png,1,1,0,0,,,,,2,study_4_grey,word.png,word_lock.png
106,1601547808512,01/10/2020 10:23:28,1601547809493,1,01/10/2020 11:23:29,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,45,50,1,fixation,fixation,fixation,500.0340000000142,,,,0,1,0,,,,,2,study_4_grey,photograph.png,grey_photo_zebra3.png
107,1601547810221,01/10/2020 10:23:30,1601547811167,1,01/10/2020 11:23:31,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,45,50,2,stim_4_grey,buttonB,response_button_image,1656.2450000201352,,photograph.png,1,1,0,0,,,,,2,study_4_grey,photograph.png,grey_photo_zebra3.png
108,1601547811103,01/10/2020 10:23:31,1601547812076,1,01/10/2020 11:23:32,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,41,51,1,fixation,fixation,fixation,500.0099999999802,,,,0,1,0,,,,,2,study_4_grey,photograph.png,grey_photo_orange2.png
109,1601547812305,01/10/2020 10:23:32,1601547813241,1,01/10/2020 11:23:33,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,41,51,2,stim_4_grey,buttonB,response_button_image,1146.9550000037998,,photograph.png,1,1,0,0,,,,,2,study_4_grey,photograph.png,grey_photo_orange2.png
110,1601547813252,01/10/2020 10:23:33,1601547814160,1,01/10/2020 11:23:34,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,56,52,1,fixation,fixation,fixation,500.04899999999907,,,,0,1,0,,,,,2,study_4_grey,word.png,word_penguin.png
111,1601547814330,01/10/2020 10:23:34,1601547815272,1,01/10/2020 11:23:35,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,56,52,2,stim_4_grey,buttonA,response_button_image,1094.8300000163727,,word.png,1,1,0,0,,,,,2,study_4_grey,word.png,word_penguin.png
112,1601547815220,01/10/2020 10:23:35,1601547816193,1,01/10/2020 11:23:36,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,5,53,1,fixation,fixation,fixation,500.0570000000007,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_cake.png
113,1601547816362,01/10/2020 10:23:36,1601547817266,1,01/10/2020 11:23:37,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,5,53,2,stim_4_grey,Zone1,response_button_image,1053.3249999862164,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_cake.png
