Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
1,1592270441318,16/06/2020 01:20:41,1592270441199,-5,15/06/2020 20:20:41,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x941,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1592270442859,16/06/2020 01:20:42,1592270442790,-5,15/06/2020 20:20:42,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x941,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,1,1,1,Check,script,force_advance,1583.307,,,,0,1,0,,,,,,FullscreenCheck,,,,,,,,,,,
3,1592270446991,16/06/2020 01:20:46,1592270446957,-5,15/06/2020 20:20:46,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,12,1,1,Questions,buttonA,response_button_text,4100.7600000011735,,27,1,1,0,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
4,1592270447991,16/06/2020 01:20:47,1592270447944,-5,15/06/2020 20:20:47,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,12,1,3,Correct,Zone7,timelimit_screen,999.9719999999998,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
5,1592270448162,16/06/2020 01:20:48,1592270447960,-5,15/06/2020 20:20:47,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,12,1,4,Blank,Zone1,timelimit_screen,16.47100000000046,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,27,21,30,28,correct_1,total_1,incorrect_1,<h4>27</h4>
6,1592270449382,16/06/2020 01:20:49,1592270449334,-5,15/06/2020 20:20:49,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,14,2,1,Questions,buttonA,response_button_text,1329.520000028424,,36,1,1,0,0,,,,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
7,1592270450382,16/06/2020 01:20:50,1592270450328,-5,15/06/2020 20:20:50,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,14,2,3,Correct,Zone7,timelimit_screen,999.9380000000001,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
8,1592270450554,16/06/2020 01:20:50,1592270450342,-5,15/06/2020 20:20:50,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,14,2,4,Blank,Zone1,timelimit_screen,16.618999999998778,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,36,42,27,38,correct_1,total_1,incorrect_1,<h4>36</h4>
9,1592270451720,16/06/2020 01:20:51,1592270451686,-5,15/06/2020 20:20:51,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,7,3,1,Questions,buttonC,response_button_text,1313.5400000028312,,42,1,0,1,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
10,1592270452720,16/06/2020 01:20:52,1592270452675,-5,15/06/2020 20:20:52,19134,4,task-6btb,,5624365,4apm5q99,1571142,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.97,1920x1080,1920x1080,Test_Checkpoint,F-2. Distractor__Task,26,,study_3_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,,C_Checkpoint_Grey,,Grey_RFBG,,,,,Distractor__Spreadsheet,7,3,2,Incorrect,Zone7,timelimit_screen,999.9419999999991,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,49,56,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
