Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1583409976055,05/03/2020 12:06:16,1583409975915,0,05/03/2020 12:06:15,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x625,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1583409978195,05/03/2020 12:06:18,1583409977975,0,05/03/2020 12:06:17,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x625,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,1,1,1,check,script,force_advance,2049.8689999999997,,,,0,1,0,,,,,,fullscreen_check,,
3,1583409978555,05/03/2020 12:06:18,1583409978453,0,05/03/2020 12:06:18,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,450.11299999999983,,,,0,1,0,,,,,1,filler_start,line-drawing.png,grey_line_pitcher.png
4,1583409983140,05/03/2020 12:06:23,1583409983046,0,05/03/2020 12:06:23,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,3,1,2,filler_start_stim,Zone1,response_button_image,4491.700000013225,,line-drawing.png,1,1,0,0,,,,,1,filler_start,line-drawing.png,grey_line_pitcher.png
5,1583409984020,05/03/2020 12:06:24,1583409983900,0,05/03/2020 12:06:23,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,449.91599999999926,,,,0,1,0,,,,,1,filler_start,word.png,word_chisel.png
6,1583409985852,05/03/2020 12:06:25,1583409985746,0,05/03/2020 12:06:25,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,2,2,2,filler_start_stim,buttonA,response_button_image,1790.81999999471,,word.png,1,1,0,0,,,,,1,filler_start,word.png,word_chisel.png
7,1583409986743,05/03/2020 12:06:26,1583409986649,0,05/03/2020 12:06:26,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,61,1,1,fixation,fixation,fixation,499.9170000000013,,,,0,1,0,,,,,2,study_5_grey,word.png,word_lion.png
8,1583409988917,05/03/2020 12:06:28,1583409988822,0,05/03/2020 12:06:28,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,61,1,2,stim_5_grey,buttonA,response_button_image,2138.539999956265,,word.png,1,1,0,0,,,,,2,study_5_grey,word.png,word_lion.png
9,1583409989826,05/03/2020 12:06:29,1583409989731,0,05/03/2020 12:06:29,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,57,2,1,fixation,fixation,fixation,499.9430000000011,,,,0,1,0,,,,,2,study_5_grey,word.png,word_hammer.png
10,1583409990967,05/03/2020 12:06:30,1583409990880,0,05/03/2020 12:06:30,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,57,2,2,stim_5_grey,buttonA,response_button_image,1116.9800000498071,,word.png,1,1,0,0,,,,,2,study_5_grey,word.png,word_hammer.png
11,1583409991876,05/03/2020 12:06:31,1583409991781,0,05/03/2020 12:06:31,10169,123,task-6xh1,,4089524,80345,1159494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.132,1366x768,1366x768,Test_Checkpoint,E-5. Study_5_GREY,4,,study_5_grey,Consent Given,Consented,Experiment3__Greyscale,,Test_Checkpoint,,,,B_Checkpoint_Grey,,Grey_RFG,,,,,,study_5_grey_spreadsheet,13,3,1,fixation,fixation,fixation,499.90399999999863,,,,0,1,0,,,,,2,study_5_grey,line-drawing.png,grey_line_lock.png
