Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
1,1594825680227,15/07/2020 15:08:00,1594825680150,1,15/07/2020 16:08:00,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x789,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,
2,1594825682464,15/07/2020 15:08:02,1594825682373,1,15/07/2020 16:08:02,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x789,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,1,1,1,check,script,force_advance,2219.15,,,,0,1,0,,,,,,fullscreen_check,,
3,1594825682855,15/07/2020 15:08:02,1594825682793,1,15/07/2020 16:08:02,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,3,1,1,filler_start_fixation,fixation,fixation,429.06500000000005,,,,0,1,0,,,,,1,filler_start,line-drawing.png,col_line_pitcher.png
4,1594825684902,15/07/2020 15:08:04,1594825684808,1,15/07/2020 16:08:04,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,3,1,2,filler_start_stim,Zone1,response_button_image,1996.5999999985797,,line-drawing.png,1,1,0,0,,,,,1,filler_start,line-drawing.png,col_line_pitcher.png
5,1594825685714,15/07/2020 15:08:05,1594825685681,1,15/07/2020 16:08:05,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,2,2,1,filler_start_fixation,fixation,fixation,446.1890000000003,,,,0,1,0,,,,,1,filler_start,word.png,word_chisel.png
6,1594825686699,15/07/2020 15:08:06,1594825686688,1,15/07/2020 16:08:06,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,2,2,2,filler_start_stim,buttonA,response_button_image,991.2399999957415,,word.png,1,1,0,0,,,,,1,filler_start,word.png,word_chisel.png
7,1594825687699,15/07/2020 15:08:07,1594825687607,1,15/07/2020 16:08:07,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,43,1,1,fixation,fixation,fixation,493.3040000000001,,,,0,1,0,,,,,2,study_3_col,photograph.png,col_photo_spider3.png
8,1594825688964,15/07/2020 15:08:08,1594825688953,1,15/07/2020 16:08:08,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,43,1,2,stim_3_col,buttonB,response_button_image,1329.9650000044494,,photograph.png,1,1,0,0,,,,,2,study_3_col,photograph.png,col_photo_spider3.png
9,1594825689964,15/07/2020 15:08:09,1594825689899,1,15/07/2020 16:08:09,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,28,2,1,fixation,fixation,fixation,508.4220000000005,,,,0,1,0,,,,,2,study_3_col,photograph.png,col_photo_chair3.png
10,1594825691027,15/07/2020 15:08:11,1594825690977,1,15/07/2020 16:08:10,10169,128,task-rxq8,,6073521,5e407f53008fe0000ca91bf7,1714594,,complete,,5f0f1b861dfc1405e67094f3,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1600x900,1600x900,Test_Checkpoint,E-9. Study_3_COL,4,,,Consent Given,Consented,Experiment4__Colour,,Test_Checkpoint,study_3_colour,,,,,,,,C_Checkpoint_Col,,Col_RFBG,study_3_col_spreadsheet,28,2,2,stim_3_col,buttonB,response_button_image,1061.730000001262,,photograph.png,1,1,0,0,,,,,2,study_3_col,photograph.png,col_photo_chair3.png
