Order,Welcome__Mouse.x,Welcome__Mouse.y,Welcome__Mouse.leftButton,Welcome__Mouse.midButton,Welcome__Mouse.rightButton,Welcome__Mouse.time,Welcome__Mouse.clicked_name,GenIns__Mouse.x,GenIns__Mouse.y,GenIns__Mouse.leftButton,GenIns__Mouse.midButton,GenIns__Mouse.rightButton,GenIns__Mouse.time,GenIns__Mouse.clicked_name,Welcome__Repeat__Loop.thisRepN,Welcome__Repeat__Loop.thisTrialN,Welcome__Repeat__Loop.thisN,Welcome__Repeat__Loop.thisIndex,Welcome__Repeat__Loop.ran,Welcome__Repeat__Loop.order,date,expName,psychopyVersion,OS,frameRate,Prolific_ID,Age,Gender,EnglishFirstLang,Ethnicity,EthnicityOther,UsingMac,RetinaScreen,B1__DoYouUnderstand,B1VCCD__Mouse.x,B1VCCD__Mouse.y,B1VCCD__Mouse.leftButton,B1VCCD__Mouse.midButton,B1VCCD__Mouse.rightButton,B1VCCD__Mouse.time,B1VCCD__Mouse.clicked_name,B1VCCD__Mouse2.x,B1VCCD__Mouse2.y,B1VCCD__Mouse2.leftButton,B1VCCD__Mouse2.midButton,B1VCCD__Mouse2.rightButton,B1VCCD__Mouse2.time,B1VCCD__Mouse2.clicked_name,VisualComplexity,VisCom__Mouse.x,VisCom__Mouse.y,VisCom__Mouse.leftButton,VisCom__Mouse.midButton,VisCom__Mouse.rightButton,VisCom__Mouse.time,VisCom__Mouse.clicked_name,ColourDiagnosticity,ColDia__Mouse.x,ColDia__Mouse.y,ColDia__Mouse.leftButton,ColDia__Mouse.midButton,ColDia__Mouse.rightButton,ColDia__Mouse.time,ColDia__Mouse.clicked_name,Block1__VisCom__ColDia__Loop.thisRepN,Block1__VisCom__ColDia__Loop.thisTrialN,Block1__VisCom__ColDia__Loop.thisN,Block1__VisCom__ColDia__Loop.thisIndex,Block1__VisCom__ColDia__Loop.ran,Block1__VisCom__ColDia__Loop.order,B1VCCD.thisRepN,B1VCCD.thisTrialN,B1VCCD.thisN,B1VCCD.thisIndex,B1VCCD.ran,B1VCCD.order,images5,words,colourorgreyscale,vccdbackground,B1__ColDiaLoop.thisRepN,B1__ColDiaLoop.thisTrialN,B1__ColDiaLoop.thisN,B1__ColDiaLoop.thisIndex,B1__ColDiaLoop.ran,B1__ColDiaLoop.order,CompleteB1__Mouse.x,CompleteB1__Mouse.y,CompleteB1__Mouse.leftButton,CompleteB1__Mouse.midButton,CompleteB1__Mouse.rightButton,CompleteB1__Mouse.time,CompleteB1__Mouse.clicked_name,B2__DoYouUnderstand,B2MenIma__Mouse.x,B2MenIma__Mouse.y,B2MenIma__Mouse.leftButton,B2MenIma__Mouse.midButton,B2MenIma__Mouse.rightButton,B2MenIma__Mouse.time,B2MenIma__Mouse.clicked_name,B2MenIma__Mouse2.x,B2MenIma__Mouse2.y,B2MenIma__Mouse2.leftButton,B2MenIma__Mouse2.midButton,B2MenIma__Mouse2.rightButton,B2MenIma__Mouse2.time,B2MenIma__Mouse2.clicked_name,MentalImageryAgreement,MenIma__Mouse.x,MenIma__Mouse.y,MenIma__Mouse.leftButton,MenIma__Mouse.midButton,MenIma__Mouse.rightButton,MenIma__Mouse.time,MenIma__Mouse.clicked_name,Block2__Mental__Imagery__Loop.thisRepN,Block2__Mental__Imagery__Loop.thisTrialN,Block2__Mental__Imagery__Loop.thisN,Block2__Mental__Imagery__Loop.thisIndex,Block2__Mental__Imagery__Loop.ran,Block2__Mental__Imagery__Loop.order,Block2__MenIma__RespLoop.thisRepN,Block2__MenIma__RespLoop.thisTrialN,Block2__MenIma__RespLoop.thisN,Block2__MenIma__RespLoop.thisIndex,Block2__MenIma__RespLoop.ran,Block2__MenIma__RespLoop.order,CompleteB2__Mouse.x,CompleteB2__Mouse.y,CompleteB2__Mouse.leftButton,CompleteB2__Mouse.midButton,CompleteB2__Mouse.rightButton,CompleteB2__Mouse.time,CompleteB2__Mouse.clicked_name,B3__DoYouUnderstand,B3NamFam__Mouse.x,B3NamFam__Mouse.y,B3NamFam__Mouse.leftButton,B3NamFam__Mouse.midButton,B3NamFam__Mouse.rightButton,B3NamFam__Mouse.time,B3NamFam__Mouse.clicked_name,B3NamFam__Mouse2.x,B3NamFam__Mouse2.y,B3NamFam__Mouse2.leftButton,B3NamFam__Mouse2.midButton,B3NamFam__Mouse2.rightButton,B3NamFam__Mouse2.time,B3NamFam__Mouse2.clicked_name,Naming_RT,Naming_Response,NamResp__Mouse.x,NamResp__Mouse.y,NamResp__Mouse.leftButton,NamResp__Mouse.midButton,NamResp__Mouse.rightButton,NamResp__Mouse.time,NamResp__Mouse.clicked_name,Familiarity,FamResp__Mouse.x,FamResp__Mouse.y,FamResp__Mouse.leftButton,FamResp__Mouse.midButton,FamResp__Mouse.rightButton,FamResp__Mouse.time,FamResp__Mouse.clicked_name,Block3__Nam__Fam__Loop.thisRepN,Block3__Nam__Fam__Loop.thisTrialN,Block3__Nam__Fam__Loop.thisN,Block3__Nam__Fam__Loop.thisIndex,Block3__Nam__Fam__Loop.ran,Block3__Nam__Fam__Loop.order,Block3__NamFam__RespLoop.thisRepN,Block3__NamFam__RespLoop.thisTrialN,Block3__NamFam__RespLoop.thisN,Block3__NamFam__RespLoop.thisIndex,Block3__NamFam__RespLoop.ran,Block3__NamFam__RespLoop.order,DidYouHearBeep,Debrief_Comments,Debrief__Mouse.x,Debrief__Mouse.y,Debrief__Mouse.leftButton,Debrief__Mouse.midButton,Debrief__Mouse.rightButton,Debrief__Mouse.time,Debrief__Mouse.clicked_name,Debrief__Mouse2.x,Debrief__Mouse2.y,Debrief__Mouse2.leftButton,Debrief__Mouse2.midButton,Debrief__Mouse2.rightButton,Debrief__Mouse2.time,Debrief__Mouse2.clicked_name
B,[0.7046296533749059],[0.4324074064001993],[1],[0],[0],[7.4100000858306885],"[""Welcome__Next""]","[-0.7009259089965509,-0.18148147094028969,0.5509259473808386]","[0.30370370077866093,0.10092589172224162,0.4185185173043498]","[1,0,1]","[0,0,0]","[0,1,0]","[6.86299991607666,8.585999965667725,10.614000082015991]","[""GenIns__Back""]",20,0,20,0,1,19,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[0.4638889090468486,0.6907407642790565]","[0.14629629102570038,0.41944444324407315]","[1,1]","[0,0]","[0,0]","[7.9730000495910645,11.727999925613403]","[""Welcome__Next""]",[0.7000000236762894],[0.4287037026413061],[1],[0],[0],[64.36600017547607],"[""GenIns__Next""]",20,0,20,0,1,19,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,Yes,[-0.05833326444305671],[-0.4287037175424673],[1],[0],[0],[304.2330000400543],"[""B1VCCD__Yes""]",[0.7064815052543525],[0.43888888797826237],[1],[0],[0],[317.085000038147],"[""B1VCCD__Begin""]",VisCom_1,[-0.11388882082645456],[-0.16944445441994402],[1],[0],[0],[9.92900013923645],"[""VisCom__1""]",ColDia_5,"[0.043518588926506,0.17129631209428664,0.06296297714666084,0.06296297714666084,0.4675926128057418]","[-0.16481482472132752,-0.15092593562547807,-0.15370371344464798,-0.15370371344464798,-0.34444451354168165]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[3.8470001220703125,7.695000171661377,10.228000164031982,10.531000137329102,45.75600004196167]","[""ColDia__5""]",1,0,1,0,1,0,1,0,44,29,1,43,images/stimuli/photos/peach3-photo-colour.png,images/stimuli/words/peach.png,colour,images/backgrounds/vccd1.png,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,44,29,1,43,images/stimuli/photos/peach3-photo-colour.png,images/stimuli/words/peach.png,colour,images/backgrounds/vccd1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,VisCom_3,[0.1898148308887526],[-0.16574075066105085],[1],[0],[0],[20.98900008201599],"[""VisCom__3""]",ColDia_5,[0.48981494838716977],[-0.3203703825948415],[1],[0],[0],[12.937999963760376],"[""ColDia__5""]",1,0,1,0,1,0,1,0,44,15,1,43,images/stimuli/photos/frog3-photo-colour.png,images/stimuli/words/frog.png,colour,images/backgrounds/vccd1.png,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,44,15,1,43,images/stimuli/photos/frog3-photo-colour.png,images/stimuli/words/frog.png,colour,images/backgrounds/vccd1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,VisCom_3,[0.19259260870792247],[-0.15740741720354115],[1],[0],[0],[20.375],"[""VisCom__3""]",,,,,,,,,1,0,1,0,1,0,1,0,44,2,1,43,images/stimuli/photos/ashtray3-photo-grey.png,images/stimuli/words/ashtray.png,grey,images/backgrounds/vconly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,VisCom_1,[-0.11388882082645456],[-0.1472222318665849],[1],[0],[0],[7.944000005722046],"[""VisCom__1""]",ColDia_5,[0.5101852060330135],[-0.3175926047756716],[1],[0],[0],[5.045000076293945],"[""ColDia__5""]",1,0,1,0,1,0,1,0,44,24,1,43,images/stimuli/photos/lips3-photo-colour.png,images/stimuli/words/lips.png,colour,images/backgrounds/vccd1.png,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,44,24,1,43,images/stimuli/photos/lips3-photo-colour.png,images/stimuli/words/lips.png,colour,images/backgrounds/vccd1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2019-10-29_16h55.57.887,Subjective Judgments for Photographic Stimuli --- 05,3.2.3,Win32,60,"<br /><br /><span style=""font-size:16px;"">12840</span>",22,female,Yes,"<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>","<span style=""font-size:16px;""><strong>White</strong></span><br /><span style=""font-size:13px;"">For example: English / Welsh / Scottish / Northern Irish / British, Irish, Gypsy or Irish Traveller.<br />Or, any other White background - please state:</span>",No - I am using another type of computer.,,,,,,,,,,,,,,,,,VisCom_2,[0.043518588926506],[-0.15925932559702216],[1],[0],[0],[17.046000003814697],"[""VisCom__2""]",,,,,,,,,1,0,1,0,1,0,1,0,44,37,1,43,images/stimuli/photos/shoe3-photo-grey.png,images/stimuli/words/shoe.png,grey,images/backgrounds/vconly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
