Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
12,PSE-137,Study,train,BW_Word,none,none,none,-1,-1
19,PSE-137,Study,barrel,BW_Word,none,none,none,-1,-1
26,PSE-137,Study,dresser,BW_Word,none,none,none,-1,-1
31,PSE-137,Study,clock,BW_Word,none,none,none,-1,-1
32,PSE-137,Study,axe,BW_Word,none,none,none,-1,-1
33,PSE-137,Study,church,BW_Word,none,none,none,-1,-1
6,PSE-137,Study,chicken,Colour_Picture,none,none,none,-1,-1
8,PSE-137,Study,fox,Colour_Picture,none,none,none,-1,-1
9,PSE-137,Study,car,Colour_Picture,none,none,none,-1,-1
10,PSE-137,Study,sandwich,Colour_Picture,none,none,none,-1,-1
11,PSE-137,Study,toothbrush,Colour_Picture,none,none,none,-1,-1
13,PSE-137,Study,pepper,Colour_Picture,none,none,none,-1,-1
15,PSE-137,Study,umbrella,Colour_Picture,none,none,none,-1,-1
18,PSE-137,Study,asparagus,Colour_Picture,none,none,none,-1,-1
20,PSE-137,Study,suitcase,Colour_Picture,none,none,none,-1,-1
25,PSE-137,Study,window,Colour_Picture,none,none,none,-1,-1
3,PSE-137,Study,lemon,Colour_Word,none,none,none,-1,-1
14,PSE-137,Study,lettuce,Colour_Word,none,none,none,-1,-1
16,PSE-137,Study,boot,Colour_Word,none,none,none,-1,-1
21,PSE-137,Study,television,Colour_Word,none,none,none,-1,-1
22,PSE-137,Study,mountain,Colour_Word,none,none,none,-1,-1
23,PSE-137,Study,helicopter,Colour_Word,none,none,none,-1,-1
29,PSE-137,Study,shoe,Colour_Word,none,none,none,-1,-1
34,PSE-137,Study,thimble,Colour_Word,none,none,none,-1,-1
36,PSE-137,Study,cherry,Colour_Word,none,none,none,-1,-1
37,PSE-137,Study,pen,Colour_Word,none,none,none,-1,-1
43,PSE-137,Test,none,BW_Picture,corn,New,no,1,4100
64,PSE-137,Test,none,BW_Picture,sun,New,no,1,2098
66,PSE-137,Test,none,BW_Picture,envelope,New,no,1,1563
72,PSE-137,Test,none,BW_Picture,dress,New,no,1,2035
78,PSE-137,Test,none,BW_Picture,house,New,no,1,1341
83,PSE-137,Test,none,BW_Picture,clown,New,no,1,1644
96,PSE-137,Test,none,BW_Picture,duck,New,no,1,1695
107,PSE-137,Test,none,BW_Picture,ruler,New,no,1,1889
115,PSE-137,Test,none,BW_Picture,squirrel,New,no,1,1268
118,PSE-137,Test,none,BW_Picture,bird,New,no,1,1675
56,PSE-137,Test,none,BW_Picture,giraffe,Old,yes,1,1049
58,PSE-137,Test,none,BW_Picture,pear,Old,no,0,2440
63,PSE-137,Test,none,BW_Picture,snail,Old,yes,1,862
65,PSE-137,Test,none,BW_Picture,belt,Old,yes,1,1172
69,PSE-137,Test,none,BW_Picture,cap,Old,yes,1,928
70,PSE-137,Test,none,BW_Picture,celery,Old,yes,1,977
74,PSE-137,Test,none,BW_Picture,pitcher,Old,yes,1,889
80,PSE-137,Test,none,BW_Picture,candle,Old,yes,1,1038
100,PSE-137,Test,none,BW_Picture,eagle,Old,yes,1,1066
114,PSE-137,Test,none,BW_Picture,stove,Old,yes,1,968
44,PSE-137,Test,none,BW_Word,snake,New,no,1,1735
82,PSE-137,Test,none,BW_Word,pencil,New,no,1,2075
84,PSE-137,Test,none,BW_Word,spool,New,no,1,1684
89,PSE-137,Test,none,BW_Word,sweater,New,no,1,2995
90,PSE-137,Test,none,BW_Word,ball,New,no,1,1702
94,PSE-137,Test,none,BW_Word,fish,New,no,1,1837
99,PSE-137,Test,none,BW_Word,barn,New,no,1,1694
105,PSE-137,Test,none,BW_Word,bat,New,no,1,1130
112,PSE-137,Test,none,BW_Word,tortoise,New,no,1,2300
119,PSE-137,Test,none,BW_Word,bow,New,no,1,1200
45,PSE-137,Test,none,BW_Word,pineapple,Old,yes,1,2159
49,PSE-137,Test,none,BW_Word,artichoke,Old,yes,1,1250
59,PSE-137,Test,none,BW_Word,sled,Old,yes,1,1019
61,PSE-137,Test,none,BW_Word,glass,Old,yes,1,1029
68,PSE-137,Test,none,BW_Word,clock,Old,yes,1,867
71,PSE-137,Test,none,BW_Word,train,Old,yes,1,1398
77,PSE-137,Test,none,BW_Word,barrel,Old,no,0,1099
81,PSE-137,Test,none,BW_Word,dresser,Old,no,0,979
86,PSE-137,Test,none,BW_Word,axe,Old,yes,1,1630
104,PSE-137,Test,none,BW_Word,church,Old,yes,1,1140
41,PSE-137,Test,none,Colour_Picture,book,New,no,1,2620
42,PSE-137,Test,none,Colour_Picture,apple,New,no,1,3724
51,PSE-137,Test,none,Colour_Picture,bottle,New,no,1,2327
62,PSE-137,Test,none,Colour_Picture,chisel,New,no,1,1967
87,PSE-137,Test,none,Colour_Picture,kettle,New,no,1,2210
103,PSE-137,Test,none,Colour_Picture,pig,New,no,1,2331
108,PSE-137,Test,none,Colour_Picture,foot,New,no,1,1422
110,PSE-137,Test,none,Colour_Picture,grasshopper,New,no,1,1218
113,PSE-137,Test,none,Colour_Picture,racoon,New,no,1,1988
116,PSE-137,Test,none,Colour_Picture,tree,New,no,1,1513
46,PSE-137,Test,none,Colour_Picture,fox,Old,yes,1,1210
57,PSE-137,Test,none,Colour_Picture,sandwich,Old,yes,1,908
60,PSE-137,Test,none,Colour_Picture,chicken,Old,yes,1,950
67,PSE-137,Test,none,Colour_Picture,car,Old,yes,1,947
73,PSE-137,Test,none,Colour_Picture,pepper,Old,yes,1,945
88,PSE-137,Test,none,Colour_Picture,toothbrush,Old,yes,1,1271
93,PSE-137,Test,none,Colour_Picture,umbrella,Old,yes,1,1392
95,PSE-137,Test,none,Colour_Picture,asparagus,Old,yes,1,1400
102,PSE-137,Test,none,Colour_Picture,window,Old,yes,1,989
111,PSE-137,Test,none,Colour_Picture,suitcase,Old,yes,1,1160
48,PSE-137,Test,none,Colour_Word,truck,New,no,1,2703
54,PSE-137,Test,none,Colour_Word,paintbrush,New,no,1,2026
76,PSE-137,Test,none,Colour_Word,cake,New,no,1,2339
85,PSE-137,Test,none,Colour_Word,peacock,New,no,1,2985
97,PSE-137,Test,none,Colour_Word,deer,New,no,1,2472
101,PSE-137,Test,none,Colour_Word,iron,New,no,1,1533
106,PSE-137,Test,none,Colour_Word,basket,New,no,1,2566
109,PSE-137,Test,none,Colour_Word,potato,New,no,1,1483
117,PSE-137,Test,none,Colour_Word,kangaroo,New,no,1,2008
120,PSE-137,Test,none,Colour_Word,rabbit,New,no,1,1886
47,PSE-137,Test,none,Colour_Word,helicopter,Old,yes,1,1058
50,PSE-137,Test,none,Colour_Word,shoe,Old,no,0,1986
52,PSE-137,Test,none,Colour_Word,lettuce,Old,yes,1,1191
53,PSE-137,Test,none,Colour_Word,boot,Old,yes,1,1038
55,PSE-137,Test,none,Colour_Word,television,Old,yes,1,1517
75,PSE-137,Test,none,Colour_Word,lemon,Old,yes,1,1300
79,PSE-137,Test,none,Colour_Word,mountain,Old,yes,1,958
91,PSE-137,Test,none,Colour_Word,thimble,Old,yes,1,1239
92,PSE-137,Test,none,Colour_Word,pen,Old,yes,1,1049
98,PSE-137,Test,none,Colour_Word,cherry,Old,no,0,979
3,PSE-138,Study,onion,BW_Picture,none,none,none,-1,-1
4,PSE-138,Study,hand,BW_Picture,none,none,none,-1,-1
5,PSE-138,Study,lion,BW_Picture,none,none,none,-1,-1
14,PSE-138,Study,toothbrush,BW_Picture,none,none,none,-1,-1
16,PSE-138,Study,flag,BW_Picture,none,none,none,-1,-1
19,PSE-138,Study,tie,BW_Picture,none,none,none,-1,-1
28,PSE-138,Study,lips,BW_Picture,none,none,none,-1,-1
33,PSE-138,Study,sweater,BW_Picture,none,none,none,-1,-1
34,PSE-138,Study,dress,BW_Picture,none,none,none,-1,-1
35,PSE-138,Study,bed,BW_Picture,none,none,none,-1,-1
7,PSE-138,Study,hammer,BW_Word,none,none,none,-1,-1
9,PSE-138,Study,watermelon,BW_Word,none,none,none,-1,-1
10,PSE-138,Study,eagle,BW_Word,none,none,none,-1,-1
12,PSE-138,Study,bow,BW_Word,none,none,none,-1,-1
13,PSE-138,Study,spool,BW_Word,none,none,none,-1,-1
23,PSE-138,Study,truck,BW_Word,none,none,none,-1,-1
30,PSE-138,Study,bat,BW_Word,none,none,none,-1,-1
32,PSE-138,Study,dresser,BW_Word,none,none,none,-1,-1
37,PSE-138,Study,bottle,BW_Word,none,none,none,-1,-1
39,PSE-138,Study,giraffe,BW_Word,none,none,none,-1,-1
6,PSE-138,Study,flower,Colour_Picture,none,none,none,-1,-1
11,PSE-138,Study,tree,Colour_Picture,none,none,none,-1,-1
17,PSE-138,Study,watch,Colour_Picture,none,none,none,-1,-1
18,PSE-138,Study,finger,Colour_Picture,none,none,none,-1,-1
22,PSE-138,Study,star,Colour_Picture,none,none,none,-1,-1
24,PSE-138,Study,pen,Colour_Picture,none,none,none,-1,-1
27,PSE-138,Study,barn,Colour_Picture,none,none,none,-1,-1
29,PSE-138,Study,dog,Colour_Picture,none,none,none,-1,-1
31,PSE-138,Study,bicycle,Colour_Picture,none,none,none,-1,-1
38,PSE-138,Study,mountain,Colour_Picture,none,none,none,-1,-1
1,PSE-138,Study,peanut,Colour_Word,none,none,none,-1,-1
2,PSE-138,Study,pineapple,Colour_Word,none,none,none,-1,-1
8,PSE-138,Study,bird,Colour_Word,none,none,none,-1,-1
15,PSE-138,Study,shirt,Colour_Word,none,none,none,-1,-1
20,PSE-138,Study,fish,Colour_Word,none,none,none,-1,-1
21,PSE-138,Study,shoe,Colour_Word,none,none,none,-1,-1
25,PSE-138,Study,basket,Colour_Word,none,none,none,-1,-1
26,PSE-138,Study,screwdriver,Colour_Word,none,none,none,-1,-1
36,PSE-138,Study,ear,Colour_Word,none,none,none,-1,-1
40,PSE-138,Study,stove,Colour_Word,none,none,none,-1,-1
41,PSE-138,Test,none,BW_Picture,horse,New,no,1,3389
49,PSE-138,Test,none,BW_Picture,window,New,no,1,1543
50,PSE-138,Test,none,BW_Picture,wagon,New,no,1,1300
74,PSE-138,Test,none,BW_Picture,tortoise,New,no,1,2515
85,PSE-138,Test,none,BW_Picture,boot,New,no,1,1215
91,PSE-138,Test,none,BW_Picture,heart,New,no,1,1260
98,PSE-138,Test,none,BW_Picture,envelope,New,no,1,5534
99,PSE-138,Test,none,BW_Picture,sun,New,no,1,4785
113,PSE-138,Test,none,BW_Picture,table,New,no,1,3561
114,PSE-138,Test,none,BW_Picture,bread,New,no,1,1468
42,PSE-138,Test,none,BW_Picture,hand,Old,no,0,2249
44,PSE-138,Test,none,BW_Picture,onion,Old,yes,1,1116
46,PSE-138,Test,none,BW_Picture,bed,Old,no,0,1131
73,PSE-138,Test,none,BW_Picture,sweater,Old,yes,1,1294
81,PSE-138,Test,none,BW_Picture,dress,Old,yes,1,1063
82,PSE-138,Test,none,BW_Picture,lion,Old,yes,1,1020
103,PSE-138,Test,none,BW_Picture,tie,Old,no,0,1099
104,PSE-138,Test,none,BW_Picture,toothbrush,Old,yes,1,1504
112,PSE-138,Test,none,BW_Picture,lips,Old,yes,1,1371
120,PSE-138,Test,none,BW_Picture,flag,Old,no,0,3754
47,PSE-138,Test,none,BW_Word,strawberry,New,no,1,2512
52,PSE-138,Test,none,BW_Word,well,New,no,1,1420
53,PSE-138,Test,none,BW_Word,book,New,no,1,2347
60,PSE-138,Test,none,BW_Word,umbrella,New,no,1,4867
62,PSE-138,Test,none,BW_Word,kite,New,no,1,5173
68,PSE-138,Test,none,BW_Word,sock,New,no,1,1826
78,PSE-138,Test,none,BW_Word,stool,New,no,1,1407
86,PSE-138,Test,none,BW_Word,lettuce,New,no,1,1075
106,PSE-138,Test,none,BW_Word,knife,New,no,1,2715
117,PSE-138,Test,none,BW_Word,bowl,New,no,1,1745
51,PSE-138,Test,none,BW_Word,giraffe,Old,no,0,1391
65,PSE-138,Test,none,BW_Word,bottle,Old,no,0,1197
70,PSE-138,Test,none,BW_Word,truck,Old,no,0,1340
71,PSE-138,Test,none,BW_Word,bat,Old,yes,1,2026
77,PSE-138,Test,none,BW_Word,eagle,Old,yes,1,1116
84,PSE-138,Test,none,BW_Word,spool,Old,yes,1,1380
87,PSE-138,Test,none,BW_Word,watermelon,Old,yes,1,1145
102,PSE-138,Test,none,BW_Word,dresser,Old,yes,1,1560
111,PSE-138,Test,none,BW_Word,bow,Old,yes,1,2089
119,PSE-138,Test,none,BW_Word,hammer,Old,no,0,1457
43,PSE-138,Test,none,Colour_Picture,banana,New,no,1,8086
61,PSE-138,Test,none,Colour_Picture,clown,New,no,1,3966
75,PSE-138,Test,none,Colour_Picture,violin,New,no,1,1507
76,PSE-138,Test,none,Colour_Picture,guitar,New,no,1,1101
80,PSE-138,Test,none,Colour_Picture,snake,New,no,1,1179
96,PSE-138,Test,none,Colour_Picture,cake,New,no,1,2202
97,PSE-138,Test,none,Colour_Picture,frog,New,no,1,3510
101,PSE-138,Test,none,Colour_Picture,bear,New,no,1,5516
107,PSE-138,Test,none,Colour_Picture,thimble,New,no,1,2434
109,PSE-138,Test,none,Colour_Picture,ball,New,no,1,1785
45,PSE-138,Test,none,Colour_Picture,watch,Old,no,0,1356
58,PSE-138,Test,none,Colour_Picture,bicycle,Old,yes,1,1067
64,PSE-138,Test,none,Colour_Picture,dog,Old,yes,1,1039
66,PSE-138,Test,none,Colour_Picture,mountain,Old,no,0,955
79,PSE-138,Test,none,Colour_Picture,pen,Old,yes,1,971
88,PSE-138,Test,none,Colour_Picture,barn,Old,yes,1,1098
94,PSE-138,Test,none,Colour_Picture,flower,Old,yes,1,1168
95,PSE-138,Test,none,Colour_Picture,star,Old,no,0,874
116,PSE-138,Test,none,Colour_Picture,tree,Old,yes,1,970
118,PSE-138,Test,none,Colour_Picture,finger,Old,yes,1,1202
48,PSE-138,Test,none,Colour_Word,house,New,no,1,3485
54,PSE-138,Test,none,Colour_Word,bell,New,no,1,1841
59,PSE-138,Test,none,Colour_Word,train,New,no,1,5258
63,PSE-138,Test,none,Colour_Word,tomato,New,no,1,3109
72,PSE-138,Test,none,Colour_Word,vase,New,no,1,2742
83,PSE-138,Test,none,Colour_Word,trumpet,New,no,1,2626
89,PSE-138,Test,none,Colour_Word,squirrel,New,no,1,1878
92,PSE-138,Test,none,Colour_Word,tiger,New,no,1,1289
108,PSE-138,Test,none,Colour_Word,ring,New,no,1,3357
115,PSE-138,Test,none,Colour_Word,television,New,no,1,1388
55,PSE-138,Test,none,Colour_Word,stove,Old,yes,1,947
56,PSE-138,Test,none,Colour_Word,fish,Old,yes,1,1175
57,PSE-138,Test,none,Colour_Word,peanut,Old,yes,1,946
67,PSE-138,Test,none,Colour_Word,shoe,Old,no,0,2692
69,PSE-138,Test,none,Colour_Word,basket,Old,no,0,1067
90,PSE-138,Test,none,Colour_Word,pineapple,Old,yes,1,1151
93,PSE-138,Test,none,Colour_Word,shirt,Old,no,0,1508
100,PSE-138,Test,none,Colour_Word,bird,Old,yes,1,1120
105,PSE-138,Test,none,Colour_Word,ear,Old,yes,1,891
110,PSE-138,Test,none,Colour_Word,screwdriver,Old,yes,1,1907
2,PSE-139,Study,saw,BW_Picture,none,none,none,-1,-1
5,PSE-139,Study,guitar,BW_Picture,none,none,none,-1,-1
12,PSE-139,Study,duck,BW_Picture,none,none,none,-1,-1
13,PSE-139,Study,snake,BW_Picture,none,none,none,-1,-1
19,PSE-139,Study,table,BW_Picture,none,none,none,-1,-1
25,PSE-139,Study,knife,BW_Picture,none,none,none,-1,-1
31,PSE-139,Study,pencil,BW_Picture,none,none,none,-1,-1
35,PSE-139,Study,car,BW_Picture,none,none,none,-1,-1
36,PSE-139,Study,belt,BW_Picture,none,none,none,-1,-1
38,PSE-139,Study,alligator,BW_Picture,none,none,none,-1,-1
4,PSE-139,Study,sweater,BW_Word,none,none,none,-1,-1
14,PSE-139,Study,hammer,BW_Word,none,none,none,-1,-1
16,PSE-139,Study,banana,BW_Word,none,none,none,-1,-1
18,PSE-139,Study,barn,BW_Word,none,none,none,-1,-1
20,PSE-139,Study,house,BW_Word,none,none,none,-1,-1
21,PSE-139,Study,paintbrush,BW_Word,none,none,none,-1,-1
24,PSE-139,Study,bottle,BW_Word,none,none,none,-1,-1
29,PSE-139,Study,pig,BW_Word,none,none,none,-1,-1
30,PSE-139,Study,dresser,BW_Word,none,none,none,-1,-1
40,PSE-139,Study,camel,BW_Word,none,none,none,-1,-1
1,PSE-139,Study,monkey,Colour_Picture,none,none,none,-1,-1
3,PSE-139,Study,mitten,Colour_Picture,none,none,none,-1,-1
7,PSE-139,Study,church,Colour_Picture,none,none,none,-1,-1
9,PSE-139,Study,sun,Colour_Picture,none,none,none,-1,-1
17,PSE-139,Study,lamp,Colour_Picture,none,none,none,-1,-1
27,PSE-139,Study,potato,Colour_Picture,none,none,none,-1,-1
28,PSE-139,Study,squirrel,Colour_Picture,none,none,none,-1,-1
32,PSE-139,Study,bowl,Colour_Picture,none,none,none,-1,-1
34,PSE-139,Study,button,Colour_Picture,none,none,none,-1,-1
39,PSE-139,Study,frog,Colour_Picture,none,none,none,-1,-1
6,PSE-139,Study,carrot,Colour_Word,none,none,none,-1,-1
8,PSE-139,Study,dress,Colour_Word,none,none,none,-1,-1
10,PSE-139,Study,shoe,Colour_Word,none,none,none,-1,-1
11,PSE-139,Study,refrigerator,Colour_Word,none,none,none,-1,-1
15,PSE-139,Study,hand,Colour_Word,none,none,none,-1,-1
22,PSE-139,Study,purse,Colour_Word,none,none,none,-1,-1
23,PSE-139,Study,trumpet,Colour_Word,none,none,none,-1,-1
26,PSE-139,Study,bread,Colour_Word,none,none,none,-1,-1
33,PSE-139,Study,kite,Colour_Word,none,none,none,-1,-1
37,PSE-139,Study,grapes,Colour_Word,none,none,none,-1,-1
49,PSE-139,Test,none,BW_Picture,stool,New,no,1,2215
81,PSE-139,Test,none,BW_Picture,celery,New,no,1,1586
91,PSE-139,Test,none,BW_Picture,cow,New,no,1,1051
92,PSE-139,Test,none,BW_Picture,tortoise,New,no,1,1075
97,PSE-139,Test,none,BW_Picture,sled,New,no,1,1320
99,PSE-139,Test,none,BW_Picture,leopard,New,no,1,1280
103,PSE-139,Test,none,BW_Picture,spool,New,no,1,1138
113,PSE-139,Test,none,BW_Picture,vase,New,no,1,946
114,PSE-139,Test,none,BW_Picture,barrel,New,no,1,951
120,PSE-139,Test,none,BW_Picture,pen,New,yes,0,1989
41,PSE-139,Test,none,BW_Picture,guitar,Old,yes,1,1934
55,PSE-139,Test,none,BW_Picture,duck,Old,yes,1,775
70,PSE-139,Test,none,BW_Picture,table,Old,yes,1,1053
72,PSE-139,Test,none,BW_Picture,saw,Old,yes,1,1008
85,PSE-139,Test,none,BW_Picture,knife,Old,yes,1,825
87,PSE-139,Test,none,BW_Picture,snake,Old,yes,1,776
101,PSE-139,Test,none,BW_Picture,pencil,Old,yes,1,910
106,PSE-139,Test,none,BW_Picture,car,Old,no,0,898
115,PSE-139,Test,none,BW_Picture,alligator,Old,no,0,1217
118,PSE-139,Test,none,BW_Picture,belt,Old,yes,1,929
42,PSE-139,Test,none,BW_Word,sock,New,no,1,3044
44,PSE-139,Test,none,BW_Word,chisel,New,no,1,1827
61,PSE-139,Test,none,BW_Word,stove,New,no,1,2621
77,PSE-139,Test,none,BW_Word,glass,New,yes,0,3178
78,PSE-139,Test,none,BW_Word,ear,New,no,1,1191
79,PSE-139,Test,none,BW_Word,door,New,yes,0,1880
80,PSE-139,Test,none,BW_Word,giraffe,New,no,1,1284
86,PSE-139,Test,none,BW_Word,suitcase,New,no,1,1358
107,PSE-139,Test,none,BW_Word,train,New,yes,0,1996
111,PSE-139,Test,none,BW_Word,star,New,no,1,1056
48,PSE-139,Test,none,BW_Word,sweater,Old,yes,1,1013
56,PSE-139,Test,none,BW_Word,banana,Old,yes,1,823
65,PSE-139,Test,none,BW_Word,dresser,Old,yes,1,774
75,PSE-139,Test,none,BW_Word,barn,Old,no,0,1837
83,PSE-139,Test,none,BW_Word,hammer,Old,yes,1,1725
93,PSE-139,Test,none,BW_Word,house,Old,yes,1,2573
94,PSE-139,Test,none,BW_Word,bottle,Old,no,0,1194
98,PSE-139,Test,none,BW_Word,paintbrush,Old,yes,1,1074
102,PSE-139,Test,none,BW_Word,pig,Old,yes,1,872
119,PSE-139,Test,none,BW_Word,camel,Old,no,0,1506
46,PSE-139,Test,none,Colour_Picture,apple,New,no,1,1365
54,PSE-139,Test,none,Colour_Picture,violin,New,no,1,1774
71,PSE-139,Test,none,Colour_Picture,lock,New,no,1,2528
74,PSE-139,Test,none,Colour_Picture,mountain,New,no,1,2836
82,PSE-139,Test,none,Colour_Picture,strawberry,New,no,1,1074
84,PSE-139,Test,none,Colour_Picture,harp,New,no,1,1030
90,PSE-139,Test,none,Colour_Picture,pumpkin,New,no,1,998
100,PSE-139,Test,none,Colour_Picture,lightbulb,New,no,1,1057
108,PSE-139,Test,none,Colour_Picture,chair,New,yes,0,1505
109,PSE-139,Test,none,Colour_Picture,axe,New,no,1,1915
43,PSE-139,Test,none,Colour_Picture,monkey,Old,yes,1,1062
52,PSE-139,Test,none,Colour_Picture,mitten,Old,yes,1,805
57,PSE-139,Test,none,Colour_Picture,church,Old,yes,1,776
58,PSE-139,Test,none,Colour_Picture,sun,Old,yes,1,759
60,PSE-139,Test,none,Colour_Picture,lamp,Old,yes,1,774
64,PSE-139,Test,none,Colour_Picture,potato,Old,yes,1,879
66,PSE-139,Test,none,Colour_Picture,bowl,Old,yes,1,910
68,PSE-139,Test,none,Colour_Picture,squirrel,Old,yes,1,910
76,PSE-139,Test,none,Colour_Picture,button,Old,yes,1,895
104,PSE-139,Test,none,Colour_Picture,frog,Old,yes,1,862
45,PSE-139,Test,none,Colour_Word,bell,New,no,1,1670
47,PSE-139,Test,none,Colour_Word,artichoke,New,no,1,2044
53,PSE-139,Test,none,Colour_Word,basket,New,no,1,3581
62,PSE-139,Test,none,Colour_Word,fish,New,no,1,1352
67,PSE-139,Test,none,Colour_Word,iron,New,no,1,2118
88,PSE-139,Test,none,Colour_Word,brush,New,no,1,2303
89,PSE-139,Test,none,Colour_Word,helicopter,New,no,1,1102
95,PSE-139,Test,none,Colour_Word,salt,New,no,1,1761
110,PSE-139,Test,none,Colour_Word,heart,New,no,1,1791
117,PSE-139,Test,none,Colour_Word,ruler,New,no,1,1775
50,PSE-139,Test,none,Colour_Word,carrot,Old,yes,1,853
51,PSE-139,Test,none,Colour_Word,dress,Old,yes,1,949
59,PSE-139,Test,none,Colour_Word,shoe,Old,no,0,2743
63,PSE-139,Test,none,Colour_Word,purse,Old,yes,1,886
69,PSE-139,Test,none,Colour_Word,trumpet,Old,yes,1,940
73,PSE-139,Test,none,Colour_Word,refrigerator,Old,yes,1,8468
96,PSE-139,Test,none,Colour_Word,bread,Old,no,0,922
105,PSE-139,Test,none,Colour_Word,hand,Old,no,0,934
112,PSE-139,Test,none,Colour_Word,kite,Old,no,0,923
116,PSE-139,Test,none,Colour_Word,grapes,Old,no,0,1015
2,PSE-140,Study,tomato,BW_Picture,none,none,none,-1,-1
8,PSE-140,Study,pumpkin,BW_Picture,none,none,none,-1,-1
9,PSE-140,Study,dress,BW_Picture,none,none,none,-1,-1
12,PSE-140,Study,celery,BW_Picture,none,none,none,-1,-1
13,PSE-140,Study,mitten,BW_Picture,none,none,none,-1,-1
18,PSE-140,Study,banana,BW_Picture,none,none,none,-1,-1
24,PSE-140,Study,bus,BW_Picture,none,none,none,-1,-1
25,PSE-140,Study,strawberry,BW_Picture,none,none,none,-1,-1
29,PSE-140,Study,bottle,BW_Picture,none,none,none,-1,-1
39,PSE-140,Study,grapes,BW_Picture,none,none,none,-1,-1
1,PSE-140,Study,horse,BW_Word,none,none,none,-1,-1
5,PSE-140,Study,bear,BW_Word,none,none,none,-1,-1
7,PSE-140,Study,asparagus,BW_Word,none,none,none,-1,-1
10,PSE-140,Study,knife,BW_Word,none,none,none,-1,-1
17,PSE-140,Study,cake,BW_Word,none,none,none,-1,-1
20,PSE-140,Study,book,BW_Word,none,none,none,-1,-1
27,PSE-140,Study,ring,BW_Word,none,none,none,-1,-1
28,PSE-140,Study,sandwich,BW_Word,none,none,none,-1,-1
31,PSE-140,Study,cow,BW_Word,none,none,none,-1,-1
33,PSE-140,Study,cap,BW_Word,none,none,none,-1,-1
3,PSE-140,Study,butterfly,Colour_Picture,none,none,none,-1,-1
6,PSE-140,Study,suitcase,Colour_Picture,none,none,none,-1,-1
14,PSE-140,Study,tiger,Colour_Picture,none,none,none,-1,-1
23,PSE-140,Study,kangaroo,Colour_Picture,none,none,none,-1,-1
26,PSE-140,Study,monkey,Colour_Picture,none,none,none,-1,-1
30,PSE-140,Study,violin,Colour_Picture,none,none,none,-1,-1
32,PSE-140,Study,tortoise,Colour_Picture,none,none,none,-1,-1
35,PSE-140,Study,stove,Colour_Picture,none,none,none,-1,-1
37,PSE-140,Study,peanut,Colour_Picture,none,none,none,-1,-1
38,PSE-140,Study,mountain,Colour_Picture,none,none,none,-1,-1
4,PSE-140,Study,lightbulb,Colour_Word,none,none,none,-1,-1
11,PSE-140,Study,nose,Colour_Word,none,none,none,-1,-1
15,PSE-140,Study,finger,Colour_Word,none,none,none,-1,-1
16,PSE-140,Study,bed,Colour_Word,none,none,none,-1,-1
19,PSE-140,Study,ear,Colour_Word,none,none,none,-1,-1
21,PSE-140,Study,alligator,Colour_Word,none,none,none,-1,-1
22,PSE-140,Study,snake,Colour_Word,none,none,none,-1,-1
34,PSE-140,Study,sweater,Colour_Word,none,none,none,-1,-1
36,PSE-140,Study,glass,Colour_Word,none,none,none,-1,-1
40,PSE-140,Study,lemon,Colour_Word,none,none,none,-1,-1
41,PSE-140,Test,none,BW_Picture,pitcher,New,no,1,3019
60,PSE-140,Test,none,BW_Picture,sled,New,no,1,1629
63,PSE-140,Test,none,BW_Picture,refrigerator,New,yes,0,1476
69,PSE-140,Test,none,BW_Picture,salt,New,no,1,1565
78,PSE-140,Test,none,BW_Picture,basket,New,yes,0,2332
100,PSE-140,Test,none,BW_Picture,clock,New,no,1,3988
106,PSE-140,Test,none,BW_Picture,giraffe,New,yes,0,1369
110,PSE-140,Test,none,BW_Picture,rooster,New,yes,0,1129
117,PSE-140,Test,none,BW_Picture,tie,New,yes,0,1175
119,PSE-140,Test,none,BW_Picture,chicken,New,yes,0,1031
44,PSE-140,Test,none,BW_Picture,tomato,Old,yes,1,1021
47,PSE-140,Test,none,BW_Picture,pumpkin,Old,yes,1,1199
54,PSE-140,Test,none,BW_Picture,dress,Old,yes,1,1283
72,PSE-140,Test,none,BW_Picture,mitten,Old,yes,1,1108
73,PSE-140,Test,none,BW_Picture,banana,Old,yes,1,1209
76,PSE-140,Test,none,BW_Picture,strawberry,Old,yes,1,1108
86,PSE-140,Test,none,BW_Picture,bus,Old,yes,1,1881
105,PSE-140,Test,none,BW_Picture,celery,Old,yes,1,1094
112,PSE-140,Test,none,BW_Picture,bottle,Old,yes,1,1512
115,PSE-140,Test,none,BW_Picture,grapes,Old,yes,1,1436
43,PSE-140,Test,none,BW_Word,chisel,New,no,1,2475
55,PSE-140,Test,none,BW_Word,carrot,New,no,1,6516
57,PSE-140,Test,none,BW_Word,axe,New,no,1,2283
59,PSE-140,Test,none,BW_Word,snail,New,no,1,1283
74,PSE-140,Test,none,BW_Word,fish,New,no,1,1993
90,PSE-140,Test,none,BW_Word,purse,New,yes,0,2056
91,PSE-140,Test,none,BW_Word,wagon,New,no,1,2548
104,PSE-140,Test,none,BW_Word,potato,New,no,1,1184
116,PSE-140,Test,none,BW_Word,peacock,New,no,1,1296
118,PSE-140,Test,none,BW_Word,iron,New,no,1,1304
48,PSE-140,Test,none,BW_Word,horse,Old,yes,1,1799
67,PSE-140,Test,none,BW_Word,bear,Old,yes,1,1385
