Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
24,PSE-155,Study,bell,Colour_Picture,none,none,none,-1,-1
28,PSE-155,Study,brush,Colour_Picture,none,none,none,-1,-1
32,PSE-155,Study,trumpet,Colour_Picture,none,none,none,-1,-1
34,PSE-155,Study,clown,Colour_Picture,none,none,none,-1,-1
36,PSE-155,Study,box,Colour_Picture,none,none,none,-1,-1
40,PSE-155,Study,dress,Colour_Picture,none,none,none,-1,-1
2,PSE-155,Study,door,Colour_Word,none,none,none,-1,-1
3,PSE-155,Study,motorcycle,Colour_Word,none,none,none,-1,-1
6,PSE-155,Study,bed,Colour_Word,none,none,none,-1,-1
7,PSE-155,Study,ear,Colour_Word,none,none,none,-1,-1
11,PSE-155,Study,lobster,Colour_Word,none,none,none,-1,-1
20,PSE-155,Study,hammer,Colour_Word,none,none,none,-1,-1
25,PSE-155,Study,artichoke,Colour_Word,none,none,none,-1,-1
26,PSE-155,Study,pig,Colour_Word,none,none,none,-1,-1
29,PSE-155,Study,peacock,Colour_Word,none,none,none,-1,-1
33,PSE-155,Study,television,Colour_Word,none,none,none,-1,-1
45,PSE-155,Test,none,BW_Picture,knife,New,no,1,1726
50,PSE-155,Test,none,BW_Picture,bear,New,no,1,2533
52,PSE-155,Test,none,BW_Picture,paintbrush,New,no,1,2592
55,PSE-155,Test,none,BW_Picture,clock,New,no,1,2151
65,PSE-155,Test,none,BW_Picture,crown,New,no,1,2527
77,PSE-155,Test,none,BW_Picture,coat,New,no,1,2045
103,PSE-155,Test,none,BW_Picture,tortoise,New,no,1,2331
105,PSE-155,Test,none,BW_Picture,house,New,no,1,2174
118,PSE-155,Test,none,BW_Picture,corn,New,no,1,3068
119,PSE-155,Test,none,BW_Picture,helicopter,New,no,1,1581
42,PSE-155,Test,none,BW_Picture,sled,Old,yes,1,1534
54,PSE-155,Test,none,BW_Picture,lamp,Old,yes,1,1448
57,PSE-155,Test,none,BW_Picture,desk,Old,yes,1,1130
61,PSE-155,Test,none,BW_Picture,sandwich,Old,yes,1,1316
67,PSE-155,Test,none,BW_Picture,peanut,Old,yes,1,1404
82,PSE-155,Test,none,BW_Picture,stove,Old,yes,1,1229
91,PSE-155,Test,none,BW_Picture,barrel,Old,yes,1,1010
108,PSE-155,Test,none,BW_Picture,basket,Old,yes,1,1314
109,PSE-155,Test,none,BW_Picture,lion,Old,yes,1,1361
113,PSE-155,Test,none,BW_Picture,drum,Old,yes,1,1557
44,PSE-155,Test,none,BW_Word,kangaroo,New,no,1,2794
48,PSE-155,Test,none,BW_Word,car,New,no,1,2696
56,PSE-155,Test,none,BW_Word,shirt,New,no,1,3852
59,PSE-155,Test,none,BW_Word,mountain,New,no,1,2407
75,PSE-155,Test,none,BW_Word,rabbit,New,no,1,2287
76,PSE-155,Test,none,BW_Word,barn,New,no,1,1363
79,PSE-155,Test,none,BW_Word,sweater,New,no,1,4331
101,PSE-155,Test,none,BW_Word,lock,New,no,1,2386
104,PSE-155,Test,none,BW_Word,cap,New,no,1,1267
116,PSE-155,Test,none,BW_Word,lightbulb,New,no,1,1532
63,PSE-155,Test,none,BW_Word,pitcher,Old,yes,1,1128
64,PSE-155,Test,none,BW_Word,stool,Old,yes,1,1339
72,PSE-155,Test,none,BW_Word,bird,Old,yes,1,1134
74,PSE-155,Test,none,BW_Word,tie,Old,yes,1,1140
84,PSE-155,Test,none,BW_Word,doll,Old,yes,1,1240
86,PSE-155,Test,none,BW_Word,monkey,Old,yes,1,1326
97,PSE-155,Test,none,BW_Word,umbrella,Old,no,0,2651
98,PSE-155,Test,none,BW_Word,frog,Old,yes,1,1120
110,PSE-155,Test,none,BW_Word,goat,Old,no,0,1605
120,PSE-155,Test,none,BW_Word,celery,Old,yes,1,1445
41,PSE-155,Test,none,Colour_Picture,pen,New,no,1,2563
43,PSE-155,Test,none,Colour_Picture,candle,New,no,1,2577
69,PSE-155,Test,none,Colour_Picture,watermelon,New,no,1,2368
80,PSE-155,Test,none,Colour_Picture,chisel,New,no,1,2216
93,PSE-155,Test,none,Colour_Picture,tomato,New,no,1,2306
94,PSE-155,Test,none,Colour_Picture,onion,New,no,1,1714
99,PSE-155,Test,none,Colour_Picture,iron,New,no,1,2440
102,PSE-155,Test,none,Colour_Picture,fox,New,no,1,1468
107,PSE-155,Test,none,Colour_Picture,horse,New,no,1,1545
115,PSE-155,Test,none,Colour_Picture,nose,New,no,1,2419
68,PSE-155,Test,none,Colour_Picture,brush,Old,yes,1,1472
71,PSE-155,Test,none,Colour_Picture,vase,Old,yes,1,1472
81,PSE-155,Test,none,Colour_Picture,chicken,Old,yes,1,1946
87,PSE-155,Test,none,Colour_Picture,axe,Old,yes,1,1959
89,PSE-155,Test,none,Colour_Picture,bell,Old,yes,1,1189
90,PSE-155,Test,none,Colour_Picture,ball,Old,yes,1,1460
95,PSE-155,Test,none,Colour_Picture,trumpet,Old,yes,1,1314
100,PSE-155,Test,none,Colour_Picture,clown,Old,yes,1,1053
106,PSE-155,Test,none,Colour_Picture,box,Old,yes,1,1060
114,PSE-155,Test,none,Colour_Picture,dress,Old,no,0,1238
47,PSE-155,Test,none,Colour_Word,wagon,New,no,1,1376
51,PSE-155,Test,none,Colour_Word,giraffe,New,no,1,1625
53,PSE-155,Test,none,Colour_Word,mitten,New,no,1,1339
66,PSE-155,Test,none,Colour_Word,glass,New,no,1,3161
70,PSE-155,Test,none,Colour_Word,finger,New,no,1,1714
73,PSE-155,Test,none,Colour_Word,grasshopper,New,no,1,2604
85,PSE-155,Test,none,Colour_Word,well,New,no,1,2645
88,PSE-155,Test,none,Colour_Word,penguin,New,no,1,2459
96,PSE-155,Test,none,Colour_Word,snake,New,no,1,2989
111,PSE-155,Test,none,Colour_Word,star,New,no,1,2228
46,PSE-155,Test,none,Colour_Word,motorcycle,Old,yes,1,1313
49,PSE-155,Test,none,Colour_Word,ear,Old,no,0,1364
58,PSE-155,Test,none,Colour_Word,bed,Old,yes,1,1096
60,PSE-155,Test,none,Colour_Word,door,Old,yes,1,1095
62,PSE-155,Test,none,Colour_Word,peacock,Old,yes,1,1169
78,PSE-155,Test,none,Colour_Word,hammer,Old,yes,1,1181
83,PSE-155,Test,none,Colour_Word,lobster,Old,yes,1,1191
92,PSE-155,Test,none,Colour_Word,artichoke,Old,yes,1,1718
112,PSE-155,Test,none,Colour_Word,pig,Old,yes,1,1361
117,PSE-155,Test,none,Colour_Word,television,Old,yes,1,1145
1,PSE-156,Study,onion,BW_Picture,none,none,none,-1,-1
6,PSE-156,Study,train,BW_Picture,none,none,none,-1,-1
7,PSE-156,Study,ear,BW_Picture,none,none,none,-1,-1
10,PSE-156,Study,balloon,BW_Picture,none,none,none,-1,-1
13,PSE-156,Study,duck,BW_Picture,none,none,none,-1,-1
14,PSE-156,Study,racoon,BW_Picture,none,none,none,-1,-1
18,PSE-156,Study,rooster,BW_Picture,none,none,none,-1,-1
26,PSE-156,Study,brush,BW_Picture,none,none,none,-1,-1
29,PSE-156,Study,pear,BW_Picture,none,none,none,-1,-1
31,PSE-156,Study,dresser,BW_Picture,none,none,none,-1,-1
5,PSE-156,Study,bicycle,BW_Word,none,none,none,-1,-1
11,PSE-156,Study,owl,BW_Word,none,none,none,-1,-1
12,PSE-156,Study,couch,BW_Word,none,none,none,-1,-1
20,PSE-156,Study,cake,BW_Word,none,none,none,-1,-1
21,PSE-156,Study,pig,BW_Word,none,none,none,-1,-1
32,PSE-156,Study,horse,BW_Word,none,none,none,-1,-1
33,PSE-156,Study,suitcase,BW_Word,none,none,none,-1,-1
34,PSE-156,Study,belt,BW_Word,none,none,none,-1,-1
36,PSE-156,Study,chair,BW_Word,none,none,none,-1,-1
37,PSE-156,Study,grapes,BW_Word,none,none,none,-1,-1
3,PSE-156,Study,truck,Colour_Picture,none,none,none,-1,-1
8,PSE-156,Study,lemon,Colour_Picture,none,none,none,-1,-1
9,PSE-156,Study,flower,Colour_Picture,none,none,none,-1,-1
17,PSE-156,Study,candle,Colour_Picture,none,none,none,-1,-1
19,PSE-156,Study,banana,Colour_Picture,none,none,none,-1,-1
22,PSE-156,Study,tiger,Colour_Picture,none,none,none,-1,-1
23,PSE-156,Study,cow,Colour_Picture,none,none,none,-1,-1
27,PSE-156,Study,leopard,Colour_Picture,none,none,none,-1,-1
30,PSE-156,Study,window,Colour_Picture,none,none,none,-1,-1
38,PSE-156,Study,pitcher,Colour_Picture,none,none,none,-1,-1
2,PSE-156,Study,star,Colour_Word,none,none,none,-1,-1
4,PSE-156,Study,crown,Colour_Word,none,none,none,-1,-1
15,PSE-156,Study,saw,Colour_Word,none,none,none,-1,-1
16,PSE-156,Study,television,Colour_Word,none,none,none,-1,-1
24,PSE-156,Study,shoe,Colour_Word,none,none,none,-1,-1
25,PSE-156,Study,kettle,Colour_Word,none,none,none,-1,-1
28,PSE-156,Study,house,Colour_Word,none,none,none,-1,-1
35,PSE-156,Study,celery,Colour_Word,none,none,none,-1,-1
39,PSE-156,Study,coat,Colour_Word,none,none,none,-1,-1
40,PSE-156,Study,motorcycle,Colour_Word,none,none,none,-1,-1
45,PSE-156,Test,none,BW_Picture,bell,New,no,1,2494
51,PSE-156,Test,none,BW_Picture,salt,New,no,1,1986
53,PSE-156,Test,none,BW_Picture,spool,New,no,1,1328
81,PSE-156,Test,none,BW_Picture,pineapple,New,no,1,1990
87,PSE-156,Test,none,BW_Picture,grasshopper,New,no,1,2036
92,PSE-156,Test,none,BW_Picture,lips,New,no,1,1838
97,PSE-156,Test,none,BW_Picture,carrot,New,no,1,1326
102,PSE-156,Test,none,BW_Picture,snail,New,no,1,1415
104,PSE-156,Test,none,BW_Picture,bird,New,no,1,1091
120,PSE-156,Test,none,BW_Picture,bed,New,no,1,1982
56,PSE-156,Test,none,BW_Picture,ear,Old,yes,1,760
58,PSE-156,Test,none,BW_Picture,train,Old,yes,1,859
60,PSE-156,Test,none,BW_Picture,onion,Old,yes,1,686
64,PSE-156,Test,none,BW_Picture,balloon,Old,yes,1,1013
69,PSE-156,Test,none,BW_Picture,racoon,Old,yes,1,783
77,PSE-156,Test,none,BW_Picture,duck,Old,yes,1,937
95,PSE-156,Test,none,BW_Picture,brush,Old,yes,1,888
110,PSE-156,Test,none,BW_Picture,pear,Old,no,0,1289
116,PSE-156,Test,none,BW_Picture,rooster,Old,yes,1,841
118,PSE-156,Test,none,BW_Picture,dresser,Old,yes,1,834
43,PSE-156,Test,none,BW_Word,finger,New,no,1,2169
52,PSE-156,Test,none,BW_Word,penguin,New,no,1,1910
57,PSE-156,Test,none,BW_Word,violin,New,no,1,1716
59,PSE-156,Test,none,BW_Word,bat,New,no,1,1204
61,PSE-156,Test,none,BW_Word,peacock,New,no,1,1097
78,PSE-156,Test,none,BW_Word,ring,New,no,1,1032
96,PSE-156,Test,none,BW_Word,sweater,New,no,1,1793
101,PSE-156,Test,none,BW_Word,watermelon,New,no,1,1887
107,PSE-156,Test,none,BW_Word,harp,New,no,1,1413
108,PSE-156,Test,none,BW_Word,sandwich,New,no,1,1545
42,PSE-156,Test,none,BW_Word,owl,Old,yes,1,1464
49,PSE-156,Test,none,BW_Word,bicycle,Old,yes,1,793
50,PSE-156,Test,none,BW_Word,couch,Old,yes,1,1009
68,PSE-156,Test,none,BW_Word,suitcase,Old,yes,1,767
90,PSE-156,Test,none,BW_Word,cake,Old,no,0,1841
93,PSE-156,Test,none,BW_Word,belt,Old,yes,1,856
100,PSE-156,Test,none,BW_Word,chair,Old,yes,1,1296
103,PSE-156,Test,none,BW_Word,pig,Old,no,0,858
112,PSE-156,Test,none,BW_Word,horse,Old,yes,1,927
117,PSE-156,Test,none,BW_Word,grapes,Old,no,0,1594
62,PSE-156,Test,none,Colour_Picture,thimble,New,no,1,2277
63,PSE-156,Test,none,Colour_Picture,basket,New,no,1,1302
70,PSE-156,Test,none,Colour_Picture,clock,New,no,1,1887
75,PSE-156,Test,none,Colour_Picture,butterfly,New,no,1,2068
76,PSE-156,Test,none,Colour_Picture,lightbulb,New,no,1,1509
82,PSE-156,Test,none,Colour_Picture,book,New,no,1,1144
83,PSE-156,Test,none,Colour_Picture,sailboat,New,no,1,1068
88,PSE-156,Test,none,Colour_Picture,clown,New,no,1,1645
113,PSE-156,Test,none,Colour_Picture,shirt,New,no,1,2155
115,PSE-156,Test,none,Colour_Picture,tree,New,no,1,1230
44,PSE-156,Test,none,Colour_Picture,truck,Old,yes,1,928
46,PSE-156,Test,none,Colour_Picture,candle,Old,yes,1,804
48,PSE-156,Test,none,Colour_Picture,tiger,Old,yes,1,674
67,PSE-156,Test,none,Colour_Picture,lemon,Old,yes,1,772
72,PSE-156,Test,none,Colour_Picture,flower,Old,yes,1,743
74,PSE-156,Test,none,Colour_Picture,cow,Old,yes,1,1739
86,PSE-156,Test,none,Colour_Picture,banana,Old,yes,1,1348
105,PSE-156,Test,none,Colour_Picture,window,Old,yes,1,940
111,PSE-156,Test,none,Colour_Picture,pitcher,Old,yes,1,1042
119,PSE-156,Test,none,Colour_Picture,leopard,Old,yes,1,815
55,PSE-156,Test,none,Colour_Word,squirrel,New,no,1,1084
65,PSE-156,Test,none,Colour_Word,flag,New,no,1,1286
66,PSE-156,Test,none,Colour_Word,tie,New,no,1,1963
71,PSE-156,Test,none,Colour_Word,snake,New,no,1,1138
80,PSE-156,Test,none,Colour_Word,tortoise,New,no,1,1232
84,PSE-156,Test,none,Colour_Word,vase,New,no,1,1207
85,PSE-156,Test,none,Colour_Word,envelope,New,no,1,1535
94,PSE-156,Test,none,Colour_Word,chicken,New,yes,0,1327
106,PSE-156,Test,none,Colour_Word,monkey,New,no,1,2265
109,PSE-156,Test,none,Colour_Word,ruler,New,no,1,1245
41,PSE-156,Test,none,Colour_Word,crown,Old,yes,1,1266
47,PSE-156,Test,none,Colour_Word,television,Old,yes,1,978
54,PSE-156,Test,none,Colour_Word,star,Old,yes,1,749
73,PSE-156,Test,none,Colour_Word,saw,Old,yes,1,797
79,PSE-156,Test,none,Colour_Word,celery,Old,yes,1,752
89,PSE-156,Test,none,Colour_Word,shoe,Old,yes,1,1123
91,PSE-156,Test,none,Colour_Word,kettle,Old,no,0,941
98,PSE-156,Test,none,Colour_Word,motorcycle,Old,yes,1,1146
99,PSE-156,Test,none,Colour_Word,coat,Old,yes,1,1366
114,PSE-156,Test,none,Colour_Word,house,Old,yes,1,1196
1,PSE-157,Study,pitcher,BW_Picture,none,none,none,-1,-1
7,PSE-157,Study,lock,BW_Picture,none,none,none,-1,-1
8,PSE-157,Study,grapes,BW_Picture,none,none,none,-1,-1
13,PSE-157,Study,snail,BW_Picture,none,none,none,-1,-1
20,PSE-157,Study,book,BW_Picture,none,none,none,-1,-1
24,PSE-157,Study,house,BW_Picture,none,none,none,-1,-1
30,PSE-157,Study,pear,BW_Picture,none,none,none,-1,-1
31,PSE-157,Study,clown,BW_Picture,none,none,none,-1,-1
35,PSE-157,Study,sweater,BW_Picture,none,none,none,-1,-1
37,PSE-157,Study,sandwich,BW_Picture,none,none,none,-1,-1
11,PSE-157,Study,well,BW_Word,none,none,none,-1,-1
12,PSE-157,Study,dress,BW_Word,none,none,none,-1,-1
14,PSE-157,Study,camel,BW_Word,none,none,none,-1,-1
15,PSE-157,Study,basket,BW_Word,none,none,none,-1,-1
22,PSE-157,Study,candle,BW_Word,none,none,none,-1,-1
25,PSE-157,Study,chicken,BW_Word,none,none,none,-1,-1
28,PSE-157,Study,bell,BW_Word,none,none,none,-1,-1
34,PSE-157,Study,banana,BW_Word,none,none,none,-1,-1
36,PSE-157,Study,penguin,BW_Word,none,none,none,-1,-1
40,PSE-157,Study,iron,BW_Word,none,none,none,-1,-1
3,PSE-157,Study,trumpet,Colour_Picture,none,none,none,-1,-1
5,PSE-157,Study,hammer,Colour_Picture,none,none,none,-1,-1
10,PSE-157,Study,bird,Colour_Picture,none,none,none,-1,-1
17,PSE-157,Study,belt,Colour_Picture,none,none,none,-1,-1
18,PSE-157,Study,finger,Colour_Picture,none,none,none,-1,-1
26,PSE-157,Study,heart,Colour_Picture,none,none,none,-1,-1
27,PSE-157,Study,knife,Colour_Picture,none,none,none,-1,-1
29,PSE-157,Study,goat,Colour_Picture,none,none,none,-1,-1
32,PSE-157,Study,bus,Colour_Picture,none,none,none,-1,-1
38,PSE-157,Study,helicopter,Colour_Picture,none,none,none,-1,-1
2,PSE-157,Study,dresser,Colour_Word,none,none,none,-1,-1
4,PSE-157,Study,brush,Colour_Word,none,none,none,-1,-1
6,PSE-157,Study,pumpkin,Colour_Word,none,none,none,-1,-1
9,PSE-157,Study,barrel,Colour_Word,none,none,none,-1,-1
16,PSE-157,Study,box,Colour_Word,none,none,none,-1,-1
19,PSE-157,Study,lobster,Colour_Word,none,none,none,-1,-1
21,PSE-157,Study,dog,Colour_Word,none,none,none,-1,-1
23,PSE-157,Study,pig,Colour_Word,none,none,none,-1,-1
33,PSE-157,Study,barn,Colour_Word,none,none,none,-1,-1
39,PSE-157,Study,lightbulb,Colour_Word,none,none,none,-1,-1
45,PSE-157,Test,none,BW_Picture,peacock,New,no,1,1227
50,PSE-157,Test,none,BW_Picture,cow,New,no,1,1257
52,PSE-157,Test,none,BW_Picture,chair,New,no,1,1127
53,PSE-157,Test,none,BW_Picture,potato,New,no,1,1077
62,PSE-157,Test,none,BW_Picture,racoon,New,no,1,1402
66,PSE-157,Test,none,BW_Picture,toothbrush,New,no,1,1006
84,PSE-157,Test,none,BW_Picture,bread,New,yes,0,888
101,PSE-157,Test,none,BW_Picture,ear,New,no,1,1044
116,PSE-157,Test,none,BW_Picture,ruler,New,no,1,1338
118,PSE-157,Test,none,BW_Picture,screwdriver,New,no,1,980
44,PSE-157,Test,none,BW_Picture,book,Old,yes,1,837
51,PSE-157,Test,none,BW_Picture,pitcher,Old,yes,1,764
57,PSE-157,Test,none,BW_Picture,lock,Old,yes,1,873
78,PSE-157,Test,none,BW_Picture,grapes,Old,yes,1,636
87,PSE-157,Test,none,BW_Picture,house,Old,yes,1,732
91,PSE-157,Test,none,BW_Picture,sweater,Old,yes,1,767
92,PSE-157,Test,none,BW_Picture,snail,Old,yes,1,697
97,PSE-157,Test,none,BW_Picture,pear,Old,yes,1,708
104,PSE-157,Test,none,BW_Picture,clown,Old,yes,1,740
112,PSE-157,Test,none,BW_Picture,sandwich,Old,yes,1,875
43,PSE-157,Test,none,BW_Word,lemon,New,no,1,1648
58,PSE-157,Test,none,BW_Word,couch,New,yes,0,1185
59,PSE-157,Test,none,BW_Word,motorcycle,New,no,1,1193
77,PSE-157,Test,none,BW_Word,peanut,New,no,1,879
88,PSE-157,Test,none,BW_Word,orange,New,yes,0,1323
89,PSE-157,Test,none,BW_Word,chisel,New,yes,0,3332
98,PSE-157,Test,none,BW_Word,shoe,New,yes,0,825
103,PSE-157,Test,none,BW_Word,desk,New,no,1,1057
106,PSE-157,Test,none,BW_Word,bowl,New,yes,0,1003
114,PSE-157,Test,none,BW_Word,salt,New,yes,0,2103
54,PSE-157,Test,none,BW_Word,camel,Old,yes,1,1513
60,PSE-157,Test,none,BW_Word,dress,Old,yes,1,776
71,PSE-157,Test,none,BW_Word,basket,Old,yes,1,800
72,PSE-157,Test,none,BW_Word,well,Old,yes,1,713
75,PSE-157,Test,none,BW_Word,candle,Old,yes,1,742
95,PSE-157,Test,none,BW_Word,chicken,Old,no,0,2227
99,PSE-157,Test,none,BW_Word,banana,Old,yes,1,873
100,PSE-157,Test,none,BW_Word,penguin,Old,yes,1,798
117,PSE-157,Test,none,BW_Word,bell,Old,no,0,953
119,PSE-157,Test,none,BW_Word,iron,Old,yes,1,1493
48,PSE-157,Test,none,Colour_Picture,stool,New,no,1,984
56,PSE-157,Test,none,Colour_Picture,tortoise,New,no,1,997
69,PSE-157,Test,none,Colour_Picture,clock,New,no,1,1069
70,PSE-157,Test,none,Colour_Picture,sailboat,New,no,1,1324
81,PSE-157,Test,none,Colour_Picture,frog,New,no,1,1069
82,PSE-157,Test,none,Colour_Picture,snake,New,no,1,956
83,PSE-157,Test,none,Colour_Picture,lamp,New,no,1,967
85,PSE-157,Test,none,Colour_Picture,window,New,no,1,998
86,PSE-157,Test,none,Colour_Picture,star,New,no,1,1048
96,PSE-157,Test,none,Colour_Picture,horse,New,no,1,2446
49,PSE-157,Test,none,Colour_Picture,belt,Old,yes,1,845
55,PSE-157,Test,none,Colour_Picture,bird,Old,yes,1,808
63,PSE-157,Test,none,Colour_Picture,trumpet,Old,yes,1,682
64,PSE-157,Test,none,Colour_Picture,hammer,Old,no,0,990
67,PSE-157,Test,none,Colour_Picture,helicopter,Old,yes,1,736
76,PSE-157,Test,none,Colour_Picture,knife,Old,yes,1,806
79,PSE-157,Test,none,Colour_Picture,finger,Old,yes,1,748
94,PSE-157,Test,none,Colour_Picture,goat,Old,no,0,1443
109,PSE-157,Test,none,Colour_Picture,heart,Old,yes,1,689
111,PSE-157,Test,none,Colour_Picture,bus,Old,no,0,1123
41,PSE-157,Test,none,Colour_Word,rooster,New,no,1,2254
42,PSE-157,Test,none,Colour_Word,owl,New,no,1,1919
65,PSE-157,Test,none,Colour_Word,glove,New,yes,0,1185
68,PSE-157,Test,none,Colour_Word,lettuce,New,no,1,1497
73,PSE-157,Test,none,Colour_Word,cherry,New,no,1,1170
74,PSE-157,Test,none,Colour_Word,bear,New,no,1,1132
93,PSE-157,Test,none,Colour_Word,pencil,New,no,1,2287
105,PSE-157,Test,none,Colour_Word,umbrella,New,no,1,1078
110,PSE-157,Test,none,Colour_Word,envelope,New,no,1,3887
113,PSE-157,Test,none,Colour_Word,wagon,New,no,1,79869
46,PSE-157,Test,none,Colour_Word,brush,Old,yes,1,892
47,PSE-157,Test,none,Colour_Word,box,Old,yes,1,784
61,PSE-157,Test,none,Colour_Word,dresser,Old,yes,1,899
80,PSE-157,Test,none,Colour_Word,lobster,Old,yes,1,738
90,PSE-157,Test,none,Colour_Word,barrel,Old,yes,1,813
102,PSE-157,Test,none,Colour_Word,pig,Old,no,0,819
107,PSE-157,Test,none,Colour_Word,pumpkin,Old,yes,1,993
108,PSE-157,Test,none,Colour_Word,dog,Old,yes,1,1169
115,PSE-157,Test,none,Colour_Word,lightbulb,Old,yes,1,1065
120,PSE-157,Test,none,Colour_Word,barn,Old,no,0,1029
3,PSE-158,Study,thimble,BW_Picture,none,none,none,-1,-1
4,PSE-158,Study,finger,BW_Picture,none,none,none,-1,-1
5,PSE-158,Study,cow,BW_Picture,none,none,none,-1,-1
11,PSE-158,Study,sled,BW_Picture,none,none,none,-1,-1
15,PSE-158,Study,doll,BW_Picture,none,none,none,-1,-1
20,PSE-158,Study,tree,BW_Picture,none,none,none,-1,-1
32,PSE-158,Study,stove,BW_Picture,none,none,none,-1,-1
33,PSE-158,Study,candle,BW_Picture,none,none,none,-1,-1
35,PSE-158,Study,house,BW_Picture,none,none,none,-1,-1
37,PSE-158,Study,horse,BW_Picture,none,none,none,-1,-1
1,PSE-158,Study,tie,BW_Word,none,none,none,-1,-1
2,PSE-158,Study,dog,BW_Word,none,none,none,-1,-1
8,PSE-158,Study,helicopter,BW_Word,none,none,none,-1,-1
12,PSE-158,Study,ring,BW_Word,none,none,none,-1,-1
14,PSE-158,Study,lion,BW_Word,none,none,none,-1,-1
16,PSE-158,Study,paintbrush,BW_Word,none,none,none,-1,-1
19,PSE-158,Study,mountain,BW_Word,none,none,none,-1,-1
23,PSE-158,Study,shoe,BW_Word,none,none,none,-1,-1
26,PSE-158,Study,lemon,BW_Word,none,none,none,-1,-1
38,PSE-158,Study,window,BW_Word,none,none,none,-1,-1
9,PSE-158,Study,pear,Colour_Picture,none,none,none,-1,-1
10,PSE-158,Study,frog,Colour_Picture,none,none,none,-1,-1
13,PSE-158,Study,giraffe,Colour_Picture,none,none,none,-1,-1
17,PSE-158,Study,chicken,Colour_Picture,none,none,none,-1,-1
18,PSE-158,Study,motorcycle,Colour_Picture,none,none,none,-1,-1
21,PSE-158,Study,grapes,Colour_Picture,none,none,none,-1,-1
24,PSE-158,Study,monkey,Colour_Picture,none,none,none,-1,-1
27,PSE-158,Study,bowl,Colour_Picture,none,none,none,-1,-1
30,PSE-158,Study,tiger,Colour_Picture,none,none,none,-1,-1
31,PSE-158,Study,sandwich,Colour_Picture,none,none,none,-1,-1
6,PSE-158,Study,foot,Colour_Word,none,none,none,-1,-1
7,PSE-158,Study,cap,Colour_Word,none,none,none,-1,-1
22,PSE-158,Study,desk,Colour_Word,none,none,none,-1,-1
25,PSE-158,Study,stool,Colour_Word,none,none,none,-1,-1
28,PSE-158,Study,spool,Colour_Word,none,none,none,-1,-1
29,PSE-158,Study,pumpkin,Colour_Word,none,none,none,-1,-1
34,PSE-158,Study,pig,Colour_Word,none,none,none,-1,-1
36,PSE-158,Study,tortoise,Colour_Word,none,none,none,-1,-1
39,PSE-158,Study,bicycle,Colour_Word,none,none,none,-1,-1
40,PSE-158,Study,deer,Colour_Word,none,none,none,-1,-1
49,PSE-158,Test,none,BW_Picture,bird,New,yes,0,2487
51,PSE-158,Test,none,BW_Picture,purse,New,no,1,3005
72,PSE-158,Test,none,BW_Picture,artichoke,New,no,1,1394
75,PSE-158,Test,none,BW_Picture,iron,New,no,1,1449
87,PSE-158,Test,none,BW_Picture,arrow,New,no,1,1535
88,PSE-158,Test,none,BW_Picture,violin,New,yes,0,1444
89,PSE-158,Test,none,BW_Picture,harp,New,no,1,1101
93,PSE-158,Test,none,BW_Picture,boot,New,no,1,1578
94,PSE-158,Test,none,BW_Picture,bottle,New,no,1,1701
114,PSE-158,Test,none,BW_Picture,sweater,New,no,1,1682
43,PSE-158,Test,none,BW_Picture,finger,Old,yes,1,1401
48,PSE-158,Test,none,BW_Picture,cow,Old,yes,1,1374
53,PSE-158,Test,none,BW_Picture,doll,Old,yes,1,1182
66,PSE-158,Test,none,BW_Picture,tree,Old,yes,1,1201
68,PSE-158,Test,none,BW_Picture,sled,Old,yes,1,1373
73,PSE-158,Test,none,BW_Picture,thimble,Old,yes,1,1140
78,PSE-158,Test,none,BW_Picture,candle,Old,no,0,1609
97,PSE-158,Test,none,BW_Picture,stove,Old,no,0,1523
100,PSE-158,Test,none,BW_Picture,house,Old,no,0,2409
102,PSE-158,Test,none,BW_Picture,horse,Old,yes,1,1049
41,PSE-158,Test,none,BW_Word,wagon,New,no,1,2941
50,PSE-158,Test,none,BW_Word,rooster,New,no,1,1387
56,PSE-158,Test,none,BW_Word,mitten,New,no,1,3579
60,PSE-158,Test,none,BW_Word,ball,New,yes,0,3485
62,PSE-158,Test,none,BW_Word,goat,New,no,1,2136
103,PSE-158,Test,none,BW_Word,coat,New,yes,0,1871
104,PSE-158,Test,none,BW_Word,refrigerator,New,no,1,1249
109,PSE-158,Test,none,BW_Word,glove,New,no,1,2004
113,PSE-158,Test,none,BW_Word,well,New,yes,0,2159
118,PSE-158,Test,none,BW_Word,chair,New,yes,0,1300
42,PSE-158,Test,none,BW_Word,dog,Old,yes,1,1982
45,PSE-158,Test,none,BW_Word,helicopter,Old,yes,1,1311
57,PSE-158,Test,none,BW_Word,lion,Old,yes,1,1095
58,PSE-158,Test,none,BW_Word,ring,Old,yes,1,1101
82,PSE-158,Test,none,BW_Word,window,Old,yes,1,1260
91,PSE-158,Test,none,BW_Word,mountain,Old,yes,1,1332
101,PSE-158,Test,none,BW_Word,tie,Old,yes,1,1021
107,PSE-158,Test,none,BW_Word,lemon,Old,yes,1,1121
112,PSE-158,Test,none,BW_Word,paintbrush,Old,yes,1,1250
119,PSE-158,Test,none,BW_Word,shoe,Old,yes,1,1160
65,PSE-158,Test,none,Colour_Picture,leaf,New,no,1,2448
74,PSE-158,Test,none,Colour_Picture,toothbrush,New,no,1,1250
