Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
67,PSE-177,Study,brush,BW_Word,none,none,none,-1,-1
76,PSE-177,Study,tortoise,BW_Word,none,none,none,-1,-1
78,PSE-177,Study,bus,BW_Word,none,none,none,-1,-1
79,PSE-177,Study,balloon,BW_Word,none,none,none,-1,-1
17,PSE-177,Study,house,Colour_Picture,none,none,none,-1,-1
18,PSE-177,Study,foot,Colour_Picture,none,none,none,-1,-1
28,PSE-177,Study,mitten,Colour_Picture,none,none,none,-1,-1
31,PSE-177,Study,hand,Colour_Picture,none,none,none,-1,-1
33,PSE-177,Study,kite,Colour_Picture,none,none,none,-1,-1
35,PSE-177,Study,vase,Colour_Picture,none,none,none,-1,-1
36,PSE-177,Study,lamp,Colour_Picture,none,none,none,-1,-1
47,PSE-177,Study,barn,Colour_Picture,none,none,none,-1,-1
50,PSE-177,Study,watermelon,Colour_Picture,none,none,none,-1,-1
56,PSE-177,Study,suitcase,Colour_Picture,none,none,none,-1,-1
58,PSE-177,Study,grapes,Colour_Picture,none,none,none,-1,-1
62,PSE-177,Study,lock,Colour_Picture,none,none,none,-1,-1
63,PSE-177,Study,saw,Colour_Picture,none,none,none,-1,-1
64,PSE-177,Study,church,Colour_Picture,none,none,none,-1,-1
69,PSE-177,Study,apple,Colour_Picture,none,none,none,-1,-1
71,PSE-177,Study,envelope,Colour_Picture,none,none,none,-1,-1
73,PSE-177,Study,kangaroo,Colour_Picture,none,none,none,-1,-1
75,PSE-177,Study,snake,Colour_Picture,none,none,none,-1,-1
77,PSE-177,Study,table,Colour_Picture,none,none,none,-1,-1
80,PSE-177,Study,grasshopper,Colour_Picture,none,none,none,-1,-1
2,PSE-177,Study,chisel,Colour_Word,none,none,none,-1,-1
11,PSE-177,Study,stove,Colour_Word,none,none,none,-1,-1
16,PSE-177,Study,couch,Colour_Word,none,none,none,-1,-1
19,PSE-177,Study,tiger,Colour_Word,none,none,none,-1,-1
22,PSE-177,Study,potato,Colour_Word,none,none,none,-1,-1
24,PSE-177,Study,butterfly,Colour_Word,none,none,none,-1,-1
27,PSE-177,Study,cap,Colour_Word,none,none,none,-1,-1
30,PSE-177,Study,stool,Colour_Word,none,none,none,-1,-1
34,PSE-177,Study,caterpillar,Colour_Word,none,none,none,-1,-1
39,PSE-177,Study,bird,Colour_Word,none,none,none,-1,-1
40,PSE-177,Study,snail,Colour_Word,none,none,none,-1,-1
41,PSE-177,Study,squirrel,Colour_Word,none,none,none,-1,-1
48,PSE-177,Study,well,Colour_Word,none,none,none,-1,-1
52,PSE-177,Study,refrigerator,Colour_Word,none,none,none,-1,-1
53,PSE-177,Study,crown,Colour_Word,none,none,none,-1,-1
54,PSE-177,Study,carrot,Colour_Word,none,none,none,-1,-1
59,PSE-177,Study,pitcher,Colour_Word,none,none,none,-1,-1
65,PSE-177,Study,strawberry,Colour_Word,none,none,none,-1,-1
68,PSE-177,Study,celery,Colour_Word,none,none,none,-1,-1
70,PSE-177,Study,banana,Colour_Word,none,none,none,-1,-1
89,PSE-177,Test,none,BW_Picture,pencil,New,no,1,2479
92,PSE-177,Test,none,BW_Picture,ring,New,no,1,2028
99,PSE-177,Test,none,BW_Picture,sock,New,no,1,1803
111,PSE-177,Test,none,BW_Picture,iron,New,no,1,1194
121,PSE-177,Test,none,BW_Picture,leaf,New,no,1,1854
129,PSE-177,Test,none,BW_Picture,salt,New,no,1,1897
132,PSE-177,Test,none,BW_Picture,clock,New,no,1,1827
147,PSE-177,Test,none,BW_Picture,car,New,no,1,3155
150,PSE-177,Test,none,BW_Picture,shirt,New,no,1,1136
169,PSE-177,Test,none,BW_Picture,mountain,New,no,1,1751
178,PSE-177,Test,none,BW_Picture,duck,New,no,1,1594
189,PSE-177,Test,none,BW_Picture,horse,New,no,1,1150
192,PSE-177,Test,none,BW_Picture,barrel,New,no,1,1781
200,PSE-177,Test,none,BW_Picture,spool,New,no,1,1148
206,PSE-177,Test,none,BW_Picture,train,New,no,1,1760
211,PSE-177,Test,none,BW_Picture,cannon,New,no,1,1673
215,PSE-177,Test,none,BW_Picture,harp,New,no,1,1566
222,PSE-177,Test,none,BW_Picture,rabbit,New,no,1,997
223,PSE-177,Test,none,BW_Picture,tomato,New,no,1,875
237,PSE-177,Test,none,BW_Picture,screwdriver,New,no,1,1135
85,PSE-177,Test,none,BW_Picture,cherry,Old,yes,1,1961
86,PSE-177,Test,none,BW_Picture,peanut,Old,yes,1,891
87,PSE-177,Test,none,BW_Picture,basket,Old,yes,1,936
93,PSE-177,Test,none,BW_Picture,bear,Old,yes,1,848
101,PSE-177,Test,none,BW_Picture,dresser,Old,yes,1,865
105,PSE-177,Test,none,BW_Picture,motorcycle,Old,no,0,1136
107,PSE-177,Test,none,BW_Picture,ball,Old,yes,1,1257
117,PSE-177,Test,none,BW_Picture,heart,Old,no,0,2160
128,PSE-177,Test,none,BW_Picture,button,Old,yes,1,1999
133,PSE-177,Test,none,BW_Picture,fish,Old,yes,1,830
136,PSE-177,Test,none,BW_Picture,candle,Old,no,0,1940
152,PSE-177,Test,none,BW_Picture,lips,Old,no,0,848
209,PSE-177,Test,none,BW_Picture,penguin,Old,no,0,1004
210,PSE-177,Test,none,BW_Picture,lemon,Old,yes,1,2047
216,PSE-177,Test,none,BW_Picture,trumpet,Old,yes,1,1227
219,PSE-177,Test,none,BW_Picture,door,Old,no,0,779
226,PSE-177,Test,none,BW_Picture,shoe,Old,yes,1,1890
233,PSE-177,Test,none,BW_Picture,dress,Old,no,0,880
235,PSE-177,Test,none,BW_Picture,flower,Old,no,0,576
239,PSE-177,Test,none,BW_Picture,star,Old,yes,1,1153
81,PSE-177,Test,none,BW_Word,chicken,New,no,1,2356
95,PSE-177,Test,none,BW_Word,flag,New,yes,0,1654
97,PSE-177,Test,none,BW_Word,sweater,New,no,1,1456
98,PSE-177,Test,none,BW_Word,lobster,New,no,1,1724
108,PSE-177,Test,none,BW_Word,finger,New,no,1,2435
109,PSE-177,Test,none,BW_Word,television,New,yes,0,1060
110,PSE-177,Test,none,BW_Word,guitar,New,no,1,1552
130,PSE-177,Test,none,BW_Word,sailboat,New,no,1,895
137,PSE-177,Test,none,BW_Word,belt,New,yes,0,1563
139,PSE-177,Test,none,BW_Word,window,New,no,1,1332
143,PSE-177,Test,none,BW_Word,tie,New,no,1,1760
158,PSE-177,Test,none,BW_Word,goat,New,yes,0,1640
170,PSE-177,Test,none,BW_Word,tree,New,yes,0,1236
179,PSE-177,Test,none,BW_Word,clown,New,no,1,1421
180,PSE-177,Test,none,BW_Word,orange,New,no,1,2330
183,PSE-177,Test,none,BW_Word,ruler,New,no,1,1880
194,PSE-177,Test,none,BW_Word,purse,New,no,1,1705
205,PSE-177,Test,none,BW_Word,pineapple,New,yes,0,4645
218,PSE-177,Test,none,BW_Word,book,New,yes,0,1472
231,PSE-177,Test,none,BW_Word,glove,New,no,1,1275
84,PSE-177,Test,none,BW_Word,peacock,Old,yes,1,1224
90,PSE-177,Test,none,BW_Word,pepper,Old,yes,1,1089
103,PSE-177,Test,none,BW_Word,brush,Old,yes,1,983
122,PSE-177,Test,none,BW_Word,lettuce,Old,yes,1,1128
125,PSE-177,Test,none,BW_Word,bus,Old,yes,1,842
131,PSE-177,Test,none,BW_Word,onion,Old,yes,1,847
138,PSE-177,Test,none,BW_Word,umbrella,Old,yes,1,770
146,PSE-177,Test,none,BW_Word,leopard,Old,yes,1,907
149,PSE-177,Test,none,BW_Word,balloon,Old,yes,1,1196
155,PSE-177,Test,none,BW_Word,cake,Old,yes,1,1158
160,PSE-177,Test,none,BW_Word,pumpkin,Old,no,0,1242
165,PSE-177,Test,none,BW_Word,truck,Old,yes,1,1123
173,PSE-177,Test,none,BW_Word,wagon,Old,no,0,673
176,PSE-177,Test,none,BW_Word,drum,Old,yes,1,999
188,PSE-177,Test,none,BW_Word,fox,Old,no,0,1211
199,PSE-177,Test,none,BW_Word,violin,Old,no,0,1314
217,PSE-177,Test,none,BW_Word,bowl,Old,no,0,1985
225,PSE-177,Test,none,BW_Word,tortoise,Old,yes,1,870
227,PSE-177,Test,none,BW_Word,glass,Old,yes,1,1220
240,PSE-177,Test,none,BW_Word,frog,Old,yes,1,1351
102,PSE-177,Test,none,Colour_Picture,paintbrush,New,no,1,1269
114,PSE-177,Test,none,Colour_Picture,coat,New,no,1,1361
116,PSE-177,Test,none,Colour_Picture,helicopter,New,no,1,3385
118,PSE-177,Test,none,Colour_Picture,toothbrush,New,no,1,1782
141,PSE-177,Test,none,Colour_Picture,ear,New,no,1,1414
144,PSE-177,Test,none,Colour_Picture,bat,New,no,1,1112
148,PSE-177,Test,none,Colour_Picture,desk,New,no,1,1545
162,PSE-177,Test,none,Colour_Picture,box,New,no,1,2119
164,PSE-177,Test,none,Colour_Picture,arrow,New,no,1,948
172,PSE-177,Test,none,Colour_Picture,watch,New,no,1,1223
186,PSE-177,Test,none,Colour_Picture,artichoke,New,no,1,1311
187,PSE-177,Test,none,Colour_Picture,chair,New,no,1,1242
193,PSE-177,Test,none,Colour_Picture,doll,New,no,1,1095
196,PSE-177,Test,none,Colour_Picture,sled,New,no,1,1725
198,PSE-177,Test,none,Colour_Picture,bread,New,no,1,1183
208,PSE-177,Test,none,Colour_Picture,knife,New,no,1,1507
224,PSE-177,Test,none,Colour_Picture,pear,New,no,1,1880
229,PSE-177,Test,none,Colour_Picture,nose,New,no,1,1649
230,PSE-177,Test,none,Colour_Picture,dog,New,yes,0,2174
238,PSE-177,Test,none,Colour_Picture,asparagus,New,no,1,1229
106,PSE-177,Test,none,Colour_Picture,apple,Old,yes,1,1248
112,PSE-177,Test,none,Colour_Picture,grasshopper,Old,yes,1,1319
120,PSE-177,Test,none,Colour_Picture,mitten,Old,yes,1,838
127,PSE-177,Test,none,Colour_Picture,table,Old,yes,1,1052
142,PSE-177,Test,none,Colour_Picture,church,Old,yes,1,2828
151,PSE-177,Test,none,Colour_Picture,vase,Old,yes,1,1357
154,PSE-177,Test,none,Colour_Picture,lamp,Old,yes,1,1791
156,PSE-177,Test,none,Colour_Picture,lock,Old,yes,1,924
159,PSE-177,Test,none,Colour_Picture,grapes,Old,yes,1,975
174,PSE-177,Test,none,Colour_Picture,kite,Old,no,0,703
181,PSE-177,Test,none,Colour_Picture,foot,Old,no,0,942
182,PSE-177,Test,none,Colour_Picture,hand,Old,no,0,668
184,PSE-177,Test,none,Colour_Picture,kangaroo,Old,yes,1,1357
190,PSE-177,Test,none,Colour_Picture,envelope,Old,no,0,878
191,PSE-177,Test,none,Colour_Picture,watermelon,Old,yes,1,2295
197,PSE-177,Test,none,Colour_Picture,house,Old,yes,1,1636
203,PSE-177,Test,none,Colour_Picture,saw,Old,no,0,961
204,PSE-177,Test,none,Colour_Picture,suitcase,Old,yes,1,945
232,PSE-177,Test,none,Colour_Picture,barn,Old,yes,1,1182
236,PSE-177,Test,none,Colour_Picture,snake,Old,yes,1,932
82,PSE-177,Test,none,Colour_Word,owl,New,no,1,3461
83,PSE-177,Test,none,Colour_Word,sandwich,New,no,1,2530
94,PSE-177,Test,none,Colour_Word,thimble,New,no,1,2206
96,PSE-177,Test,none,Colour_Word,corn,New,yes,0,3446
100,PSE-177,Test,none,Colour_Word,boot,New,no,1,1978
104,PSE-177,Test,none,Colour_Word,lion,New,no,1,2016
113,PSE-177,Test,none,Colour_Word,bottle,New,no,1,2001
134,PSE-177,Test,none,Colour_Word,cow,New,no,1,1447
135,PSE-177,Test,none,Colour_Word,racoon,New,no,1,1252
145,PSE-177,Test,none,Colour_Word,pig,New,no,1,1510
153,PSE-177,Test,none,Colour_Word,pen,New,no,1,1694
163,PSE-177,Test,none,Colour_Word,kettle,New,yes,0,1690
167,PSE-177,Test,none,Colour_Word,camel,New,no,1,1639
171,PSE-177,Test,none,Colour_Word,bicycle,New,no,1,839
175,PSE-177,Test,none,Colour_Word,giraffe,New,no,1,1913
185,PSE-177,Test,none,Colour_Word,bow,New,no,1,2037
207,PSE-177,Test,none,Colour_Word,deer,New,no,1,1476
214,PSE-177,Test,none,Colour_Word,hammer,New,no,1,1624
220,PSE-177,Test,none,Colour_Word,bell,New,no,1,1210
234,PSE-177,Test,none,Colour_Word,alligator,New,no,1,1585
88,PSE-177,Test,none,Colour_Word,tiger,Old,yes,1,1097
91,PSE-177,Test,none,Colour_Word,snail,Old,yes,1,1062
115,PSE-177,Test,none,Colour_Word,celery,Old,yes,1,861
119,PSE-177,Test,none,Colour_Word,potato,Old,yes,1,912
123,PSE-177,Test,none,Colour_Word,butterfly,Old,yes,1,1058
124,PSE-177,Test,none,Colour_Word,pitcher,Old,yes,1,792
126,PSE-177,Test,none,Colour_Word,carrot,Old,yes,1,1031
140,PSE-177,Test,none,Colour_Word,chisel,Old,yes,1,869
157,PSE-177,Test,none,Colour_Word,squirrel,Old,yes,1,1028
161,PSE-177,Test,none,Colour_Word,stove,Old,no,0,1520
166,PSE-177,Test,none,Colour_Word,crown,Old,no,0,1051
168,PSE-177,Test,none,Colour_Word,couch,Old,yes,1,899
177,PSE-177,Test,none,Colour_Word,strawberry,Old,yes,1,1307
195,PSE-177,Test,none,Colour_Word,refrigerator,Old,no,0,924
201,PSE-177,Test,none,Colour_Word,banana,Old,yes,1,3767
202,PSE-177,Test,none,Colour_Word,cap,Old,no,0,1690
212,PSE-177,Test,none,Colour_Word,bird,Old,no,0,823
213,PSE-177,Test,none,Colour_Word,stool,Old,no,0,1753
221,PSE-177,Test,none,Colour_Word,well,Old,yes,1,1204
228,PSE-177,Test,none,Colour_Word,caterpillar,Old,no,0,1050
2,PSE-178,Study,carrot,BW_Picture,none,none,none,-1,-1
5,PSE-178,Study,bell,BW_Picture,none,none,none,-1,-1
9,PSE-178,Study,watermelon,BW_Picture,none,none,none,-1,-1
13,PSE-178,Study,heart,BW_Picture,none,none,none,-1,-1
14,PSE-178,Study,racoon,BW_Picture,none,none,none,-1,-1
16,PSE-178,Study,lemon,BW_Picture,none,none,none,-1,-1
17,PSE-178,Study,suitcase,BW_Picture,none,none,none,-1,-1
21,PSE-178,Study,leaf,BW_Picture,none,none,none,-1,-1
26,PSE-178,Study,guitar,BW_Picture,none,none,none,-1,-1
33,PSE-178,Study,basket,BW_Picture,none,none,none,-1,-1
36,PSE-178,Study,wagon,BW_Picture,none,none,none,-1,-1
39,PSE-178,Study,bear,BW_Picture,none,none,none,-1,-1
42,PSE-178,Study,pig,BW_Picture,none,none,none,-1,-1
43,PSE-178,Study,fish,BW_Picture,none,none,none,-1,-1
45,PSE-178,Study,tree,BW_Picture,none,none,none,-1,-1
47,PSE-178,Study,dresser,BW_Picture,none,none,none,-1,-1
50,PSE-178,Study,boot,BW_Picture,none,none,none,-1,-1
57,PSE-178,Study,salt,BW_Picture,none,none,none,-1,-1
79,PSE-178,Study,kite,BW_Picture,none,none,none,-1,-1
80,PSE-178,Study,grapes,BW_Picture,none,none,none,-1,-1
4,PSE-178,Study,violin,BW_Word,none,none,none,-1,-1
11,PSE-178,Study,helicopter,BW_Word,none,none,none,-1,-1
12,PSE-178,Study,saw,BW_Word,none,none,none,-1,-1
18,PSE-178,Study,horse,BW_Word,none,none,none,-1,-1
23,PSE-178,Study,camel,BW_Word,none,none,none,-1,-1
37,PSE-178,Study,peanut,BW_Word,none,none,none,-1,-1
38,PSE-178,Study,trumpet,BW_Word,none,none,none,-1,-1
44,PSE-178,Study,umbrella,BW_Word,none,none,none,-1,-1
46,PSE-178,Study,couch,BW_Word,none,none,none,-1,-1
49,PSE-178,Study,lobster,BW_Word,none,none,none,-1,-1
51,PSE-178,Study,glass,BW_Word,none,none,none,-1,-1
56,PSE-178,Study,cannon,BW_Word,none,none,none,-1,-1
58,PSE-178,Study,butterfly,BW_Word,none,none,none,-1,-1
61,PSE-178,Study,mitten,BW_Word,none,none,none,-1,-1
64,PSE-178,Study,pitcher,BW_Word,none,none,none,-1,-1
71,PSE-178,Study,celery,BW_Word,none,none,none,-1,-1
73,PSE-178,Study,flag,BW_Word,none,none,none,-1,-1
75,PSE-178,Study,potato,BW_Word,none,none,none,-1,-1
76,PSE-178,Study,tie,BW_Word,none,none,none,-1,-1
78,PSE-178,Study,monkey,BW_Word,none,none,none,-1,-1
1,PSE-178,Study,shoe,Colour_Picture,none,none,none,-1,-1
3,PSE-178,Study,sun,Colour_Picture,none,none,none,-1,-1
6,PSE-178,Study,foot,Colour_Picture,none,none,none,-1,-1
7,PSE-178,Study,refrigerator,Colour_Picture,none,none,none,-1,-1
10,PSE-178,Study,purse,Colour_Picture,none,none,none,-1,-1
15,PSE-178,Study,chisel,Colour_Picture,none,none,none,-1,-1
20,PSE-178,Study,flower,Colour_Picture,none,none,none,-1,-1
22,PSE-178,Study,truck,Colour_Picture,none,none,none,-1,-1
28,PSE-178,Study,shirt,Colour_Picture,none,none,none,-1,-1
29,PSE-178,Study,belt,Colour_Picture,none,none,none,-1,-1
34,PSE-178,Study,window,Colour_Picture,none,none,none,-1,-1
41,PSE-178,Study,television,Colour_Picture,none,none,none,-1,-1
48,PSE-178,Study,brush,Colour_Picture,none,none,none,-1,-1
52,PSE-178,Study,lamp,Colour_Picture,none,none,none,-1,-1
60,PSE-178,Study,eagle,Colour_Picture,none,none,none,-1,-1
62,PSE-178,Study,table,Colour_Picture,none,none,none,-1,-1
68,PSE-178,Study,harp,Colour_Picture,none,none,none,-1,-1
69,PSE-178,Study,owl,Colour_Picture,none,none,none,-1,-1
70,PSE-178,Study,crown,Colour_Picture,none,none,none,-1,-1
77,PSE-178,Study,sailboat,Colour_Picture,none,none,none,-1,-1
8,PSE-178,Study,iron,Colour_Word,none,none,none,-1,-1
19,PSE-178,Study,watch,Colour_Word,none,none,none,-1,-1
24,PSE-178,Study,button,Colour_Word,none,none,none,-1,-1
25,PSE-178,Study,bottle,Colour_Word,none,none,none,-1,-1
27,PSE-178,Study,arrow,Colour_Word,none,none,none,-1,-1
30,PSE-178,Study,barrel,Colour_Word,none,none,none,-1,-1
31,PSE-178,Study,axe,Colour_Word,none,none,none,-1,-1
32,PSE-178,Study,asparagus,Colour_Word,none,none,none,-1,-1
35,PSE-178,Study,stove,Colour_Word,none,none,none,-1,-1
40,PSE-178,Study,grasshopper,Colour_Word,none,none,none,-1,-1
53,PSE-178,Study,mountain,Colour_Word,none,none,none,-1,-1
54,PSE-178,Study,pepper,Colour_Word,none,none,none,-1,-1
55,PSE-178,Study,toothbrush,Colour_Word,none,none,none,-1,-1
59,PSE-178,Study,pen,Colour_Word,none,none,none,-1,-1
63,PSE-178,Study,clown,Colour_Word,none,none,none,-1,-1
65,PSE-178,Study,bicycle,Colour_Word,none,none,none,-1,-1
66,PSE-178,Study,house,Colour_Word,none,none,none,-1,-1
67,PSE-178,Study,chair,Colour_Word,none,none,none,-1,-1
72,PSE-178,Study,screwdriver,Colour_Word,none,none,none,-1,-1
74,PSE-178,Study,bus,Colour_Word,none,none,none,-1,-1
90,PSE-178,Test,none,BW_Picture,bat,New,yes,0,2797
93,PSE-178,Test,none,BW_Picture,pear,New,no,1,1340
97,PSE-178,Test,none,BW_Picture,tomato,New,no,1,1229
98,PSE-178,Test,none,BW_Picture,dress,New,no,1,2250
120,PSE-178,Test,none,BW_Picture,glove,New,no,1,1416
124,PSE-178,Test,none,BW_Picture,artichoke,New,no,1,1948
132,PSE-178,Test,none,BW_Picture,ear,New,no,1,1809
136,PSE-178,Test,none,BW_Picture,pencil,New,no,1,1509
144,PSE-178,Test,none,BW_Picture,giraffe,New,no,1,2047
160,PSE-178,Test,none,BW_Picture,bread,New,no,1,1906
165,PSE-178,Test,none,BW_Picture,tiger,New,no,1,1562
166,PSE-178,Test,none,BW_Picture,star,New,no,1,1002
178,PSE-178,Test,none,BW_Picture,caterpillar,New,no,1,1406
186,PSE-178,Test,none,BW_Picture,desk,New,no,1,938
196,PSE-178,Test,none,BW_Picture,ball,New,no,1,1330
207,PSE-178,Test,none,BW_Picture,train,New,no,1,945
218,PSE-178,Test,none,BW_Picture,book,New,no,1,1231
219,PSE-178,Test,none,BW_Picture,peacock,New,yes,0,1855
227,PSE-178,Test,none,BW_Picture,goat,New,no,1,1073
230,PSE-178,Test,none,BW_Picture,corn,New,no,1,733
83,PSE-178,Test,none,BW_Picture,lemon,Old,no,0,1066
85,PSE-178,Test,none,BW_Picture,grapes,Old,yes,1,1182
86,PSE-178,Test,none,BW_Picture,pig,Old,yes,1,1158
96,PSE-178,Test,none,BW_Picture,salt,Old,no,0,1434
100,PSE-178,Test,none,BW_Picture,dresser,Old,yes,1,999
104,PSE-178,Test,none,BW_Picture,suitcase,Old,yes,1,1026
105,PSE-178,Test,none,BW_Picture,basket,Old,yes,1,1751
113,PSE-178,Test,none,BW_Picture,fish,Old,yes,1,893
125,PSE-178,Test,none,BW_Picture,carrot,Old,yes,1,964
126,PSE-178,Test,none,BW_Picture,kite,Old,yes,1,1028
130,PSE-178,Test,none,BW_Picture,guitar,Old,yes,1,938
145,PSE-178,Test,none,BW_Picture,leaf,Old,no,0,1093
148,PSE-178,Test,none,BW_Picture,heart,Old,no,0,881
162,PSE-178,Test,none,BW_Picture,bell,Old,no,0,1209
172,PSE-178,Test,none,BW_Picture,wagon,Old,no,0,1427
216,PSE-178,Test,none,BW_Picture,tree,Old,no,0,1457
223,PSE-178,Test,none,BW_Picture,boot,Old,no,0,977
225,PSE-178,Test,none,BW_Picture,racoon,Old,yes,1,1229
231,PSE-178,Test,none,BW_Picture,bear,Old,no,0,1043
236,PSE-178,Test,none,BW_Picture,watermelon,Old,yes,1,1026
81,PSE-178,Test,none,BW_Word,lips,New,no,1,2138
82,PSE-178,Test,none,BW_Word,church,New,no,1,3000
87,PSE-178,Test,none,BW_Word,dog,New,no,1,1231
92,PSE-178,Test,none,BW_Word,cherry,New,no,1,2474
119,PSE-178,Test,none,BW_Word,frog,New,yes,0,2756
122,PSE-178,Test,none,BW_Word,alligator,New,no,1,1429
153,PSE-178,Test,none,BW_Word,nose,New,no,1,821
154,PSE-178,Test,none,BW_Word,drum,New,no,1,785
168,PSE-178,Test,none,BW_Word,door,New,yes,0,1465
170,PSE-178,Test,none,BW_Word,deer,New,no,1,991
177,PSE-178,Test,none,BW_Word,sock,New,no,1,1043
179,PSE-178,Test,none,BW_Word,thimble,New,no,1,1138
183,PSE-178,Test,none,BW_Word,balloon,New,no,1,1491
190,PSE-178,Test,none,BW_Word,barn,New,no,1,1193
192,PSE-178,Test,none,BW_Word,envelope,New,no,1,1036
200,PSE-178,Test,none,BW_Word,chicken,New,no,1,1352
201,PSE-178,Test,none,BW_Word,coat,New,yes,0,1110
209,PSE-178,Test,none,BW_Word,bird,New,no,1,1025
215,PSE-178,Test,none,BW_Word,clock,New,no,1,1072
229,PSE-178,Test,none,BW_Word,lion,New,no,1,941
89,PSE-178,Test,none,BW_Word,pitcher,Old,yes,1,1055
91,PSE-178,Test,none,BW_Word,horse,Old,no,0,2008
95,PSE-178,Test,none,BW_Word,glass,Old,no,0,979
129,PSE-178,Test,none,BW_Word,mitten,Old,no,0,986
138,PSE-178,Test,none,BW_Word,butterfly,Old,no,0,1037
146,PSE-178,Test,none,BW_Word,cannon,Old,no,0,978
158,PSE-178,Test,none,BW_Word,umbrella,Old,no,0,867
163,PSE-178,Test,none,BW_Word,lobster,Old,no,0,912
164,PSE-178,Test,none,BW_Word,violin,Old,no,0,874
189,PSE-178,Test,none,BW_Word,tie,Old,yes,1,1163
193,PSE-178,Test,none,BW_Word,flag,Old,no,0,1423
205,PSE-178,Test,none,BW_Word,camel,Old,no,0,956
208,PSE-178,Test,none,BW_Word,saw,Old,no,0,843
221,PSE-178,Test,none,BW_Word,couch,Old,no,0,954
224,PSE-178,Test,none,BW_Word,celery,Old,no,0,1490
228,PSE-178,Test,none,BW_Word,helicopter,Old,no,0,942
232,PSE-178,Test,none,BW_Word,peanut,Old,no,0,968
235,PSE-178,Test,none,BW_Word,potato,Old,no,0,1524
237,PSE-178,Test,none,BW_Word,trumpet,Old,yes,1,1546
240,PSE-178,Test,none,BW_Word,monkey,Old,no,0,820
94,PSE-178,Test,none,Colour_Picture,knife,New,yes,0,1838
111,PSE-178,Test,none,Colour_Picture,fox,New,no,1,2604
112,PSE-178,Test,none,Colour_Picture,penguin,New,no,1,1303
115,PSE-178,Test,none,Colour_Picture,cap,New,no,1,1281
134,PSE-178,Test,none,Colour_Picture,lettuce,New,no,1,2121
141,PSE-178,Test,none,Colour_Picture,hand,New,no,1,1525
142,PSE-178,Test,none,Colour_Picture,orange,New,no,1,1765
152,PSE-178,Test,none,Colour_Picture,snake,New,no,1,1086
155,PSE-178,Test,none,Colour_Picture,pineapple,New,yes,0,1290
159,PSE-178,Test,none,Colour_Picture,rabbit,New,no,1,1178
167,PSE-178,Test,none,Colour_Picture,finger,New,no,1,1701
174,PSE-178,Test,none,Colour_Picture,well,New,no,1,1311
185,PSE-178,Test,none,Colour_Picture,bow,New,no,1,1359
203,PSE-178,Test,none,Colour_Picture,lightbulb,New,no,1,1100
204,PSE-178,Test,none,Colour_Picture,onion,New,no,1,1954
206,PSE-178,Test,none,Colour_Picture,doll,New,no,1,1778
210,PSE-178,Test,none,Colour_Picture,leopard,New,no,1,967
220,PSE-178,Test,none,Colour_Picture,ring,New,no,1,2419
226,PSE-178,Test,none,Colour_Picture,stool,New,yes,0,1541
233,PSE-178,Test,none,Colour_Picture,cow,New,no,1,1076
84,PSE-178,Test,none,Colour_Picture,foot,Old,no,0,1424
88,PSE-178,Test,none,Colour_Picture,window,Old,no,0,1075
102,PSE-178,Test,none,Colour_Picture,shirt,Old,yes,1,911
107,PSE-178,Test,none,Colour_Picture,table,Old,no,0,984
108,PSE-178,Test,none,Colour_Picture,owl,Old,yes,1,983
109,PSE-178,Test,none,Colour_Picture,harp,Old,yes,1,872
128,PSE-178,Test,none,Colour_Picture,sun,Old,no,0,827
131,PSE-178,Test,none,Colour_Picture,purse,Old,no,0,1136
133,PSE-178,Test,none,Colour_Picture,sailboat,Old,no,0,1147
137,PSE-178,Test,none,Colour_Picture,crown,Old,yes,1,1001
150,PSE-178,Test,none,Colour_Picture,brush,Old,no,0,1370
161,PSE-178,Test,none,Colour_Picture,eagle,Old,yes,1,1091
173,PSE-178,Test,none,Colour_Picture,truck,Old,no,0,1481
175,PSE-178,Test,none,Colour_Picture,lamp,Old,no,0,942
184,PSE-178,Test,none,Colour_Picture,refrigerator,Old,no,0,930
187,PSE-178,Test,none,Colour_Picture,belt,Old,yes,1,1449
195,PSE-178,Test,none,Colour_Picture,flower,Old,no,0,1005
211,PSE-178,Test,none,Colour_Picture,chisel,Old,no,0,970
214,PSE-178,Test,none,Colour_Picture,shoe,Old,yes,1,1040
217,PSE-178,Test,none,Colour_Picture,television,Old,yes,1,1037
99,PSE-178,Test,none,Colour_Word,sweater,New,no,1,1233
101,PSE-178,Test,none,Colour_Word,pumpkin,New,no,1,1322
116,PSE-178,Test,none,Colour_Word,squirrel,New,no,1,1275
118,PSE-178,Test,none,Colour_Word,duck,New,no,1,1625
123,PSE-178,Test,none,Colour_Word,vase,New,yes,0,3740
149,PSE-178,Test,none,Colour_Word,bowl,New,yes,0,14197
151,PSE-178,Test,none,Colour_Word,banana,New,no,1,2287
156,PSE-178,Test,none,Colour_Word,apple,New,no,1,906
169,PSE-178,Test,none,Colour_Word,cake,New,no,1,1252
171,PSE-178,Test,none,Colour_Word,car,New,no,1,1249
176,PSE-178,Test,none,Colour_Word,ruler,New,no,1,1745
182,PSE-178,Test,none,Colour_Word,spool,New,no,1,1211
191,PSE-178,Test,none,Colour_Word,lock,New,no,1,1604
197,PSE-178,Test,none,Colour_Word,hammer,New,no,1,1391
202,PSE-178,Test,none,Colour_Word,snail,New,no,1,3808
